date,tmean2_mir,prec_mir,wind,gusts,lnprec,tmean2iraq,gustsiraq,tmean2israel,gustsisrael,gusts_karachi,precisrael,preciraq,above,avgterrornegemo,avgterrornousnegemo,avgterrornodronenegemo,avgusnegemo,avgdronenegemo,avgusnodronenegemo,avgusnoterrornegemo,avgterrorposemo,avgterrornousposemo,avgterrornodroneposemo,avgusposemo,avgdroneposemo,avgusnodroneposemo,avgusnoterrorposemo,avgterroranger,avgterrornousanger,avgterrornodroneanger,avgusanger,avgdroneanger,avgusnoterroranger,topterrornegemo,topterrornousnegemo,topterrornodronenegemo,topusnegemo,topusnodronenegemo,topusnoterrornegemo,topterrorposemo,topterrornousposemo,topterrornodroneposemo,topusposemo,topusnodroneposemo,topusnoterrorposemo,topterroranger,topterrornousanger,topterrornodroneanger,topusanger,topusnodroneanger,topusnoterroranger,senavgterrornegemo,senavgterrornousnegemo,senavgterrornodronenegemo,senavgterrorposemo,senavgterrornousposemo,senavgterrornodroneposemo,senavgterroranger,senavgterrornousanger,senavgterrornodroneanger,senavgusnegemo,senavgusnodronenegemo,senavgusnoterrornegemo,senavgusposemo,senavgusnodroneposemo,senavgusnoterrorposemo,senavgusanger,senavgusnodroneanger,senavgusnoterroranger,numdrone,numus,numterror,avgusnodroneanger,bomb,assassination,attacks,deaths,fata,govt,business,private,attacksafg,nonfata,assault,kidnapping,crit1in7,crit2in7,crit3in7,attacksisrael,attrel,attnonrel,attsep,attacksiraq,w_total,a_reltargeted,severe,leadarrest,dumarrest,prot_ter,prot_terdum,prot_us,prot_usdum,jihad,tvideo,zarb,v9,ghazwa,usefp,usaid,usimmi,drones,drone_naf,target1,target3,unknown,unknown2,mil_act,ramadan
19078,16.700001,.1,11.38,24.48,.095310196,21.51,23.040001,10.37,34.919998,28.08,0,0,0,.47111237,1.0653217,.66930532,-.59933299,-.11139064,-.59378284,-.31152681,-.42282194,-.081409201,-.32712528,-.46392372,.91634446,-.99406493,-.23140742,.79346144,1.4054422,1.0424585,-.47516838,-.28027791,-.24168177,.51653022,1.013826,.67741889,-.54962635,-.61448979,-.3074654,-.3023304,.0084708231,-.21904856,-.36142719,-.93493015,-.16849765,.72109985,1.1731859,.90623701,-.29957023,-.24827427,-.096927166,.068419054,.49553114,.19663988,-.38589445,-.17685786,-.32262126,.0051464648,.35603055,.13145879,-.019339876,.14234909,.20387226,.050778288,-.45205709,.19018139,.1296636,.30212194,.34219563,.51872551,.43513721,.40523389,-.37300509,0,0,1,1,0,0,1,0,6,1,1,0,2.8571429,2.8571429,2.571429,0,0,0,0,1,9,0,1,14,1,0,0,0,0,27,23,46,46,0,0,14,39,0,0,0,0,0,0,0,0
19079,15.01,2.5999999,9.1400003,10.44,1.280934,21.200001,60.119999,8.1199999,32.040001,30.959999,0,1,0,-.84125483,-.5973689,-.75605148,-.46273008,.2299106,-.68784195,-.17637211,-.77945006,-.56245095,-.70972836,.87803024,.73501164,.36880803,1.0572008,-.78633791,-.55275965,-.70006889,-.59035021,-.17830361,-.35910296,-.68841386,-.47929955,-.61272794,-.42225739,-.10039712,-.17926735,-.64766002,-.45283544,-.59058928,2.2422502,2.3850598,2.359865,-.62090892,-.43193236,-.54730368,-.27183875,.025329279,-.068200208,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.47523847,-.74182367,-.26310557,.63185418,.44030857,.77322549,-.06791012,-.49058723,.13406071,.51872551,.95253348,-.85456723,-.55810678,1,1,2,2,0,0,0,1,1,2,0,0,3.8571429,3.8571429,3.2857139,0,0,0,0,2,11,0,1,11,1,0,0,3,1,17,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
19080,18.299999,0,10.26,19.08,0,19.120001,41.759998,9.8000002,35.639999,27,0,0,0,-.61601806,-.5973689,-.51142275,.66838473,.94723713,-.060440507,.77130163,-.6543631,-.56245095,-.57553071,.55025536,1.9096398,-.55771542,.66857904,-.61985207,-.55275965,-.51643407,.29055786,.71713722,.4202154,-.45404044,-.47929955,-.36178175,.5492661,.038692247,.60763013,-.51038611,-.45283544,-.44289607,.93040067,-.026801627,1.0048115,-.46062559,-.43193236,-.37369946,.23195197,-.15707307,.32200935,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.021555929,-.2343104,-.12450846,.24943379,-.5743894,.38950977,-.073555075,-.096432239,-.069177054,2.840724,2.7634211,-.2246667,-.23722769,2,1,4,2,0,3,0,1,3,4,1,0,3.8571429,3.8571429,3.2857139,0,0,0,0,1,13,0,.5,17,1,0,0,3,1,26,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0
19081,21.91,0,8.8599997,20.52,0,20.610001,13.32,9.6300001,30.6,30.959999,0,0,0,.94974047,1.2002931,1.1891414,-1.5116036,.57817715,-1.4170892,-1.4973636,.33916616,.58786619,.49036196,-.7282272,2.1856754,-1.0159429,-.64219201,.83977479,1.2714937,1.0935425,-1.2400477,.3202374,-1.1315141,.40595892,.45346475,.55902898,-1.0246785,-1.023689,-1.0639497,.07946267,.17465575,.19172326,-.13814291,-.49579799,-.10383038,.39761889,.6294325,.55587214,-.93046415,-.99513829,-.85819465,.84933352,1.025777,1.0330876,.036966968,-.40780011,.12894872,1.5862461,1.697386,1.8594446,-1.2494204,-1.1481087,-1.2947092,-.16976206,-.41971117,-.32262808,-.83110946,-.66383654,-1.030306,1.6797251,-.082259201,1.035134,-1.2337281,1,0,3,8,0,2,0,1,2,3,2,0,4.1428571,4.1428571,3.428571,0,1,1,1,1,14,0,2.666667,16,1,0,0,0,0,25,22,0,0,0,0,13,0,0,0,0,0,0,0,0,0
19082,23.040001,0,10.53,19.799999,0,19.780001,45,8.5600004,30.24,41.400002,0,.80000001,0,.42369074,1.0052413,.61780083,-1.232628,-.051687837,-.85041291,-.93810803,-.44244123,-.10787291,-.34817356,-.1700367,.50712013,-.21748655,.0507969,-.0034219089,.41768491,.16349182,-1.0695889,.047901288,-.84765893,.51936543,1.0173393,.68045461,-1.2346653,-.91649038,-.99696326,-.64766002,-.45283544,-.59058928,-.41104594,-.17906776,-.21668111,-.62090892,-.43193236,-.54730368,-1.0864544,-.84354705,-.91205788,.39621249,.92308939,.54774374,-.49013469,-.31594807,-.4339385,-.1844646,.11311555,-.075767398,-.57002062,-.27473956,-.36019111,-.21263735,-.41210037,-.074126475,-.8961072,-.61593926,-.73840725,1.099225,.69383532,1.035134,-.76118958,2,0,3,23,1,3,0,0,5,2,0,0,4.2857141,4.2857141,3.7142861,0,1,0,0,1,16,1,7.666667,18,1,0,0,0,0,17,11,0,0,0,0,14,0,1,1,0,0,1,1,0,0
19083,22.98,4.6999998,14.59,25.200001,1.740466,18.67,30.24,11,16.559999,45.720001,0,0,0,-.23068826,.17618231,-.092917569,-.99035245,1.2777179,-1.4220508,-.69840091,-.25387162,.14648126,-.14586952,-.71472722,1.9528832,-.75048161,-.4722409,.12823361,.58087528,.30870858,-.6013121,1.4548301,-.37027794,-.071766019,.28482938,.04752367,-.53929913,-1.1297351,-.29707095,-.087839939,.29499647,.011722098,-.059797637,-.20556712,.12440687,.23369278,.59021956,.37832245,-.24757354,-.96925682,-.043063957,.32464251,.82973689,.47108421,-.017209351,.31508735,.071094304,.35222885,.80068558,.51078558,-.80889779,-1.0503223,-.60487348,-.8578828,-.87307233,-.7215575,-.55286396,-.96557814,-.37681609,2.2602241,.176439,-.2246667,-1.187284,1,0,1,0,0,1,0,0,7,1,0,0,4.4285712,4.4285712,3.7142861,0,0,0,0,1,16,0,0,1,1,0,0,0,0,39,35,0,0,0,24,25,34,0,0,0,0,0,0,0,0
19084,20.85,5.0999999,11.86,16.559999,1.8082891,21.620001,48.240002,17.280001,25.92,50.040001,0,0,0,-.39350599,-.5973689,-.75605148,-.77209955,.83376604,-1.3929616,-.82328701,-.64408398,-.56245095,-.70972836,.031834915,1.683334,-.92857385,.16469619,-.39467576,-.55275965,-.70006889,-.46097058,.7747153,-.50649095,-.68841386,-.47929955,-.61272794,-.64211243,-1.2968729,-.40055346,-.64766002,-.45283544,-.59058928,.50768399,-.90641183,.67547339,-.62090892,-.43193236,-.54730368,-.49507806,-1.1504269,-.29945308,-.45754495,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.44844288,-.44336307,-.55048877,.20762691,.042856209,.43635482,-.83095694,-.94591302,-.69454038,.60007733,.49711379,.83775508,1.6797251,.69383532,-.2246667,-1.047803,3,0,3,0,0,1,0,2,3,3,0,0,4.4285712,4.4285712,3.428571,0,0,1,1,0,14,0,0,12,1,0,0,0,0,47,12,48,48,0,0,15,0,0,0,0,0,0,0,0,0
19085,21.959999,7.0999999,7.8600001,10.8,2.0918641,23.26,46.439999,14.35,34.919998,34.560001,0,1.2,0,-.84125483,-.5973689,-.75605148,.98823172,1.7692486,-.29592943,1.2592074,-.77945006,-.56245095,-.70972836,-.05861273,.28045392,-.27723747,.15779151,-.78633791,-.55275965,-.70006889,.32390556,1.0807956,.57292765,-.68841386,-.47929955,-.61272794,1.0885766,-.32247895,1.3414007,-.64766002,-.45283544,-.59058928,.51952273,.21211316,.68696964,-.62090892,-.43193236,-.54730368,.51157898,-.34687018,.74333972,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,.6076166,-.16900198,.84606504,.73253542,.47741124,.87424773,.087326474,-.35286024,.29759538,-.061774101,-.59965551,-.85456723,-.44056731,2,1,4,19,2,3,0,0,9,2,0,1,4,4,3.1428571,0,1,0,0,0,14,1,4.75,11,1,0,0,0,0,18,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0
19086,22.389999,4,10,17.280001,1.6094379,24.24,36.360001,13.76,16.200001,29.16,0,.5,0,.21084462,.735578,.38662952,-.61749017,-.1474611,-.45310912,-.3294915,-.48832506,-.1697638,-.39739931,.04599946,-.14924924,.2559247,.25824514,.70230514,1.2924517,.94191265,-.83434027,-.12003261,-.6078366,.43998078,.9189685,.5954566,-.60202748,-.28098273,-.36020759,-.43316957,-.16630979,-.35981864,-.54423296,-.30777884,-.34601554,.90032572,1.3875501,1.100358,-.81953776,-.55885136,-.63555986,.65216309,1.2569393,.82189578,-.5589726,-.40780011,-.50744992,1.3049769,2.0212724,1.5520451,-.92751271,-.8338843,-.72637099,-.013329161,.155991,.1258568,-.70740402,-.57053477,-.53961706,.51872551,1.2112319,.40523389,-.71888071,3,1,9,19,3,2,0,6,5,6,3,2,2.7142861,2.7142861,2.1428571,0,0,0,0,1,12,0,2.1111109,14,1,0,0,23,1,18,12,0,0,0,55,28,0,0,0,0,0,0,0,1,0
19087,23.33,4.5999999,10.67,17.639999,1.722767,23.690001,36.720001,17.49,22.68,39.240002,0,0,0,.38465065,.95577979,.57539958,-.20377822,.61126244,-.68900311,.079834498,.29264951,.88366216,.44045731,.53198332,.70805663,.056080773,.72491002,.011280691,.43590915,.17970887,-.10262713,.014314448,.13810237,.43714568,.9154554,.592421,-.23636745,-.77816951,.0078325523,.39047384,.93394876,.52634072,.64922786,.14901935,.81292289,.056652494,.37846935,.18656866,-.19557676,-.32961589,.010799341,.95189023,1.6478891,1.1429375,.75091434,1.3400129,.8913669,1.7325462,2.5690413,2.0193362,.076760158,-.43449512,.30230772,-.5360508,-.70321321,-.39863536,.15224345,.095219798,.36598247,-.061774101,-.59965551,-.2246667,-.1823505,3,1,4,8,0,2,0,2,7,4,0,0,2.428571,2.428571,1.714286,1,0,0,0,5,12,0,2,15,1,0,0,15,1,43,22,44,44,0,0,41,0,0,0,0,0,0,0,2,0
19088,23.309999,14.3,11.12,19.799999,2.7278531,23.969999,36.360001,21.450001,23.040001,30.6,0,0,0,-.24183446,-.05541227,-.10502342,-.11629643,1.0506929,-.75307524,.035727777,-.30125305,-.19512276,-.19670197,.20725359,1.3489203,-.3888987,.29150063,-.3746638,-.16066897,-.24599007,-.097969078,1.0470542,.074858926,-.27753338,.029849513,-.1727937,-.32392812,-.44495803,-.080298066,-.37179232,-.08431939,-.29378274,.32961893,.077772148,.50255907,-.3397966,-.095706142,-.24282859,-.31503597,-.54178673,-.11294808,-.18546537,.039233379,-.075299047,-.5589726,-.40780011,-.50744992,-.32229224,-.063458517,-.22639939,-.65061545,-.75772482,-.53538966,-.013409748,-.45686975,-.10060496,-.66461617,-.77095348,-.494542,2.840724,2.2460239,.40523389,-.73809081,2,1,5,12,0,3,1,1,5,5,1,1,2.1428571,2.1428571,1.571429,0,1,0,0,2,11,1,2.4000001,20,1,0,0,1,1,48,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0
19089,21.93,10.3,7.3600001,16.559999,2.424803,25.360001,20.879999,20.99,19.799999,29.879999,0,0,0,.037945431,-.24852987,-.45700601,-.031671632,1.2013807,-.91428012,-.20954052,-.21583484,-.51099372,-.66880119,-.16722539,.95909125,-.73624724,-.25684512,.055592846,-.12043848,-.31536317,-.22400798,.93680412,-.33729029,-.35747308,-.069209039,-.25838602,-.26140311,-.7880196,-.017366067,-.59930217,-.38823694,-.53856099,-.38326889,-.70744872,-.18970758,-.23304969,.03196919,-.12721014,-.24725841,-.71346772,-.042737514,.66961879,.31179851,.045761626,-.13829653,-.40780011,-.50744992,.80108219,.69701481,.422346,.54077375,-.39471585,.34798166,-.13257924,-.77836984,-.19210055,.58753306,-.38782862,.4750056,2.840724,2.7634211,1.035134,-.91000551,2,1,4,4,1,1,0,2,7,3,1,0,1.857143,1.857143,1.285714,0,0,0,0,0,10,0,1,17,1,1,1,14,1,72,14,0,0,0,0,16,0,0,0,0,0,0,0,1,0
19090,22.1,4.3000002,10.9,20.16,1.667707,26.700001,12.6,24.059999,24.120001,31.32,0,0,0,-.59259576,-.28233278,-.48598388,-.48798755,.33814812,-.74437499,-.20136179,-.4716703,-.14729887,-.37953153,-.37823644,1.3983085,-.89869565,-.14912643,-.52904159,-.23383421,-.41626963,-.58210945,.12851374,-.35070193,-.68841386,-.47929955,-.61272794,-.66781574,-1.1435672,-.42642409,-.64766002,-.45283544,-.59058928,-.18776166,-.89202642,.00014437499,-.62090892,-.43193236,-.54730368,-.43129537,-.72153467,-.23338081,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.8291294,-.87656039,-.62559676,-.34316638,-.79364151,-.20509763,-.89772004,-.8860234,-.74010628,3.4212229,2.7634211,-.2246667,-.68582678,1,0,2,2,0,1,0,0,5,2,1,0,2.428571,2.428571,2,0,0,0,0,2,8,0,1,16,1,0,0,4,1,41,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19091,21.620001,10.2,9.1599998,18,2.4159141,27.75,15.48,22.93,25.200001,27.719999,0,.1,0,-.84125483,-.5973689,-.75605148,.06913089,-.29423058,.18162309,.34985039,-.77945006,-.56245095,-.70972836,-.026255883,.64189458,-.43649682,.1888621,-.78633791,-.55275965,-.70006889,.049448799,-.2824024,.29313493,-.68841386,-.47929955,-.61272794,-.002283725,.32148167,.24343996,-.64766002,-.45283544,-.59058928,-.42671499,-.19421023,-.23189692,-.62090892,-.43193236,-.54730368,-.060385261,.25086746,.15084377,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,.76041567,.95129877,1.0025774,-.14243428,-.35026273,-.0036856211,.29477885,.59907609,.516137,-.061774101,.43513721,-.85456723,.16795421,1,0,3,6,2,2,0,0,3,1,2,0,2.428571,2.428571,2.1428571,0,0,0,0,1,8,0,2,20,1,0,0,0,0,23,22,0,0,0,35,37,0,0,0,0,0,0,0,1,0
19092,21.17,19.5,8.4399996,12.96,3.0204251,28.34,43.560001,19.26,30.6,38.16,0,.40000001,0,-.84125483,-.5973689,-.75605148,-.20588996,-.69473714,.17984898,.077745155,-.77945006,-.56245095,-.70972836,.26949608,-.6445893,.51852232,.47285724,-.78633791,-.55275965,-.70006889,-.37698391,-.65418363,-.1415884,-.68841386,-.47929955,-.61272794,-.14151002,.1816238,.10330743,-.64766002,-.45283544,-.59058928,.68665957,.88174748,.84927183,-.62090892,-.43193236,-.54730368,-.43591729,-.14967838,-.23816864,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.59705061,-.2771658,-.38787797,-.2236719,-.05270173,-.08519841,-.40598086,-.074844286,-.22208145,-.64227372,.69383532,-.85456723,-.0276879,0,0,1,6,0,0,0,1,2,1,1,0,3,3,2.7142861,0,1,0,0,5,8,0,6,13,1,0,0,0,0,55,0,0,0,0,33,35,0,0,0,0,0,0,0,1,0
19093,19.52,19.6,8.5200005,13.32,3.025291,28.48,50.040001,17.690001,30.6,48.240002,1.7,0,0,-.84125483,-.5973689,-.75605148,-.61002374,-.69473714,-.21522455,-.32210422,-.77945006,-.56245095,-.70972836,1.3984631,-.6445893,1.5849694,1.5569452,-.78633791,-.55275965,-.70006889,-.82611299,-.65418363,-.5994494,-.68841386,-.47929955,-.61272794,-.68617523,-.36551219,-.44490305,-.64766002,-.45283544,-.59058928,2.7749987,2.8999043,2.877203,-.62090892,-.43193236,-.54730368,-.72941005,-.46272039,-.54219687,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.91806746,-.61309969,-.7166962,.69418061,.85795081,.83576304,-1.2815777,-1.0414951,-1.1444829,-.64227372,.95253348,-.85456723,-.4896192,0,0,0,0,0,0,0,0,6,0,0,0,3.1428571,3.1428571,2.8571429,0,0,0,0,1,8,0,,21,1,0,0,0,0,21,42,55,55,0,33,17,0,0,0,0,0,0,0,0,0
19094,20.91,.89999998,11.57,20.16,.64185393,28.4,42.84,11.58,37.799999,28.799999,0,3.5,0,-.41237661,-.054005925,-.29024857,-.24680486,-.13170616,-.079490609,.037263993,-.16414958,.26750377,-.049612619,-.57518542,.95364577,-.64401627,-.33824623,-.78633791,-.55275965,-.70006889,-.39898047,.17357066,-.16401261,-.33401853,-.040144976,-.23327298,-.48651567,-.3609015,-.24394391,-.11143386,.2634787,-.013662649,-.58340567,-.66741294,-.38405514,-.62090892,-.43193236,-.54730368,-.46942636,-.44793102,-.27288058,-.12392645,.24464479,-.0093839103,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.063161619,.092021696,.15898557,-.77875173,-.90257376,-.64215839,-.65686816,-.59694648,-.48637983,.51872551,.176439,-.2246667,-.34236059,0,0,2,5,0,1,0,0,3,2,2,0,3.2857139,3.2857139,3,0,0,0,0,3,9,0,2.5,21,1,0,0,1,1,30,20,150,150,0,0,16,0,0,0,0,0,0,0,0,0
19095,18.940001,1,8.4499998,15.12,.69314718,22.059999,40.68,11.13,18.360001,38.52,0,0,0,-.84125483,-.5973689,-.75605148,-.34869617,-.42483056,-.13974506,-.063547127,-.77945006,-.56245095,-.70972836,-.10425273,.18366131,-.2695159,.11396581,-.78633791,-.55275965,-.70006889,-.3365902,-.53521365,-.10040938,-.68841386,-.47929955,-.61272794,-.14850409,-.029590031,.096267827,-.64766002,-.45283544,-.59058928,.1101372,-.16284366,.28942612,-.62090892,-.43193236,-.54730368,-.19557676,.01793468,.010799341,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.067005523,.27750933,.15504825,-.13907824,-.24846825,-.00031822,-.22709817,.12264057,-.033636671,-.061774101,.95253348,-.85456723,-.063885503,0,0,3,3,0,0,1,2,6,3,2,1,3.428571,3.428571,3.1428571,0,0,0,0,2,7,0,1,12,1,0,0,0,0,20,20,96,96,0,30,47,0,0,0,0,0,0,0,1,0
19096,18.950001,.60000002,10.46,14.4,.4700036,21.82,25.559999,15.2,23.4,37.080002,0,0,0,-.40723008,-.047485575,-.28465894,-1.1838884,.069514453,-1.2858711,-.88988513,.15334542,.69576031,.29100704,-.15284468,1.7241749,-1.1244752,.067305498,-.37752265,-.046022572,-.24914338,-1.2088526,-.065628305,-.98963016,-.30736801,-.0071205599,-.20473798,-.68984717,-1.0146983,-.44859892,-.41772625,-.14567994,-.34320313,.21101606,-.94275379,.38738695,-.26770273,-.0094777923,-.16474313,-.84449619,-1.049859,-.66141421,-.69643229,-.5021047,-.6226024,1.0013531,1.6741792,1.1588082,-.61883265,-.44336307,-.55048877,-.59192532,-.67138302,-.38262817,-.562473,-1.1266694,-.42514709,-.77227634,-.81852835,-.60795712,1.099225,.176439,.40523389,-1.267869,1,0,2,1,0,0,1,1,10,2,1,0,3.2857139,3.2857139,3,0,0,0,0,0,7,0,.5,20,1,0,0,0,0,40,65,149,149,0,0,32,45,0,0,0,0,0,0,0,0
19097,18.32,0,7.4099998,9.7200003,0,22.690001,16.92,21.42,18,27.719999,0,0,0,-.84125483,-.5973689,-.75605148,.43800139,1.0963479,-.38509479,.71481031,-.77945006,-.56245095,-.70972836,.056703873,-.084487446,.023355694,.26852402,-.78633791,-.55275965,-.70006889,.12465122,.96445596,.36979944,-.68841386,-.47929955,-.61272794,-.26161179,.060977202,-.01757611,-.64766002,-.45283544,-.59058928,.66489702,.86071634,.82813883,-.62090892,-.43193236,-.54730368,-.73634297,-.47011507,-.54937863,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.63866353,-1.0390381,-.43050218,-.1790769,-.43248644,-.040452346,-.45257422,-.96136951,-.27116543,-.061774101,.176439,-.85456723,-.56947732,2,0,6,10,0,2,1,2,6,6,4,0,3.2857139,3.2857139,2.7142861,0,3,0,0,5,8,0,1.666667,8,1,0,0,0,0,50,13,94,94,0,0,16,0,0,0,0,0,0,0,0,0
19098,19.129999,0,7.8699999,16.200001,0,24.559999,9,21.780001,40.32,31.32,0,0,0,-.78424698,-.5973689,-.69413555,.028127184,1.2970797,-.91963959,.26588708,-.20864056,-.56245095,-.097344093,.8465907,1.7191483,-.17774685,.68988973,-.69133621,-.55275965,-.59528148,-.20562626,.7773785,-.034642305,-.68841386,-.47929955,-.61272794,.065034375,-.69440848,.31119624,-.64766002,-.45283544,-.59058928,.95999789,.05900583,1.1147035,-.62090892,-.43193236,-.54730368,-.19095483,-.64758772,.015587182,-.470218,-.5021047,-.38030136,-.5589726,-.40780011,-.50744992,-.29613158,-.44336307,-.19780837,.78606707,.26791695,1.0288522,1.8503579,.89344347,1.5444006,-.28459001,-.45377058,-.094201699,2.2602241,1.728628,-.2246667,-.78692079,0,0,3,2,3,3,0,0,24,0,3,0,3.7142861,3.7142861,3.2857139,0,3,0,0,6,10,3,.66666669,22,1,0,0,0,0,22,28,0,0,0,0,17,0,0,0,0,0,0,0,0,0
19099,19.690001,2.8,9.4200001,15.48,1.335001,25.9,42.84,14.12,27.719999,47.52,0,0,0,.92272103,.90557295,1.1597958,-.13923825,.0076004229,-.22335321,-.29605269,-.030014096,.12973128,.094292581,.27290213,1.1707826,-.43167067,.33658317,1.8766789,1.7939999,2.2372534,.13943473,-.15139374,-.16401261,3.1985936,2.7599044,3.5491338,-.61503214,-.2940464,-1.410431,1.0940025,1.1402472,1.2832683,-.80799574,-.56267738,-.92675287,4.8083253,4.1847434,5.3331447,-.070784599,.23977543,-1.1490563,.41974813,.95378816,.57295305,-.5589726,-.40780011,-.50744992,.9734304,1.5965208,1.1896975,-.50650305,-.52232248,-.56484306,.24271223,-.15206493,.1630816,-.2767739,-.45880407,-.49331766,1.099225,.95253348,1.035134,.1748955,3,0,5,2,0,2,0,2,5,5,2,0,3,3,2.571429,0,2,0,0,2,10,0,.40000001,24,1,0,0,0,0,60,26,0,0,0,0,31,0,0,0,0,0,0,0,1,0
19100,20.059999,2.7,7.21,11.88,1.308333,24.5,30.959999,18.809999,19.08,43.560001,0,.80000001,0,1.5750448,-.5973689,-.13839683,.013202792,1.3890576,-.99556565,-1.5447657,.40192676,-.56245095,-.27405196,1.15732,.21306665,.90675032,.62766469,1.5593469,-.55275965,-.59600914,-.0060423939,1.8243581,-1.4360752,1.4413602,-.47929955,-.076026849,.3566443,-.64215398,-1.1304741,.45053113,-.45283544,-.18443294,.93597203,.69869167,.44216406,1.2920001,-.43193236,-.46397364,.19266558,-1.0321118,-1.1583925,1.4659098,-.5021047,-.057912026,-.037771303,-.40780011,-.50744992,1.2466415,-.44336307,-.55048877,-.10288302,-.89709693,-1.2492976,1.0233932,.80086988,.38837785,.037462462,-.84414876,-1.0532999,-.061774101,-.082259201,.40523389,-1.265812,0,0,1,3,0,0,1,0,7,1,1,0,3.2857139,3.2857139,2.8571429,0,0,0,0,7,10,0,3,32,1,0,0,0,0,50,46,0,0,0,0,48,45,0,0,0,0,0,0,2,0
19101,21.24,7.5,8.9700003,10.8,2.1400659,23.66,21.24,19.370001,83.879997,39.959999,0,0,0,-.55099005,-.22962086,-.44079608,-.31662422,-.41960654,-.11187581,-.031815179,-.57123238,-.28159428,-.4863452,-1.1996142,.20081443,-1.3132268,-.93785244,-.69628423,-.44113573,-.60073912,-.077431105,-.49272433,.16378824,-.68841386,-.47929955,-.61272794,-.73436892,-.77816951,-.49341044,-.64766002,-.45283544,-.59058928,-.43193799,-1.0699507,-.23696886,-.62090892,-.43193236,-.54730368,-.78140676,-.72892934,-.5960601,-.69643229,-.5021047,-.6226024,-.13217759,.16168252,-.051679261,-.61883265,-.44336307,-.55048877,.37966752,.542198,.61257631,-.83521855,-.96768832,-.69881648,.84657413,1.1733539,1.0974283,-.061774101,.69383532,-.2246667,.1748955,1,0,3,0,0,3,0,0,2,3,2,0,3,3,2.7142861,0,0,0,0,7,10,0,0,30,1,0,0,5,1,21,27,53,53,99,0,0,0,0,0,0,0,0,0,1,0
19102,19.860001,5.9000001,12.3,12.96,1.9315211,24.299999,44.639999,11.44,33.119999,56.16,0,0,0,-.51702291,-.5973689,-.4039045,-.30593348,.61822778,-.79351312,-.2680423,-.62439436,-.56245095,-.54337919,.70091975,.49731833,.32633892,.7955544,-.42612305,-.55275965,-.3027499,-.25380325,.16161074,-.2728717,-.68841386,-.47929955,-.61272794,-.80551195,-.48539028,-.56501657,-.64766002,-.45283544,-.59058928,.1922133,.40391791,.36912808,-.62090892,-.43193236,-.54730368,-.43129537,-.14474858,-.23338081,-.1082752,-.5021047,.007380344,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.60439694,-.93651867,-.60014856,.74116534,.40986535,.88290685,-.58160198,-.63018382,-.71631944,-.061774101,-.34095731,-.2246667,-.43408859,3,0,4,1,1,2,0,1,1,3,1,0,2.571429,2.571429,2.2857139,0,0,0,0,43,10,0,.25,16,1,0,0,5,1,20,20,0,0,0,31,16,0,0,0,0,0,0,0,1,0
19103,17.690001,30.799999,9.5699997,12.6,3.459466,22.129999,42.48,13.21,20.16,33.48,0,0,0,.93430084,-.5973689,.3986074,.18855238,.57394814,-.28058478,-.88354242,-.29846093,-.56245095,-.70972836,-.40845484,1.2527558,-1.1183468,-.46221668,1.8233819,-.55275965,1.2540919,1.2327622,.59216881,-.36146179,1.593892,-.47929955,.85045046,1.0832216,.43444368,-.52343887,.0043909759,-.45283544,-.59058928,-.62518996,-1.3172779,-.81009823,2.48276,-.43193236,1.7348027,2.41466,1.8333316,.1652073,.91693985,-.5021047,.37190822,-.5589726,-.40780011,-.50744992,1.4384351,-.44336307,.89706743,.001637282,-.30806977,-.54749972,.47980461,-.13213193,.3993735,.99092406,.63758105,.082239285,1.099225,.176439,.40523389,.81349611,1,0,1,0,0,1,0,0,0,1,0,0,3.2857139,3.2857139,3,0,1,0,0,0,11,0,0,11,1,0,0,0,0,48,19,0,0,0,0,15,0,0,0,0,0,0,0,0,0
