date,tmean2_mir,prec_mir,wind,gusts,lnprec,tmean2iraq,gustsiraq,tmean2israel,gustsisrael,gusts_karachi,precisrael,preciraq,above,avgterrornegemo,avgterrornousnegemo,avgterrornodronenegemo,avgusnegemo,avgdronenegemo,avgusnodronenegemo,avgusnoterrornegemo,avgterrorposemo,avgterrornousposemo,avgterrornodroneposemo,avgusposemo,avgdroneposemo,avgusnodroneposemo,avgusnoterrorposemo,avgterroranger,avgterrornousanger,avgterrornodroneanger,avgusanger,avgdroneanger,avgusnoterroranger,topterrornegemo,topterrornousnegemo,topterrornodronenegemo,topusnegemo,topusnodronenegemo,topusnoterrornegemo,topterrorposemo,topterrornousposemo,topterrornodroneposemo,topusposemo,topusnodroneposemo,topusnoterrorposemo,topterroranger,topterrornousanger,topterrornodroneanger,topusanger,topusnodroneanger,topusnoterroranger,senavgterrornegemo,senavgterrornousnegemo,senavgterrornodronenegemo,senavgterrorposemo,senavgterrornousposemo,senavgterrornodroneposemo,senavgterroranger,senavgterrornousanger,senavgterrornodroneanger,senavgusnegemo,senavgusnodronenegemo,senavgusnoterrornegemo,senavgusposemo,senavgusnodroneposemo,senavgusnoterrorposemo,senavgusanger,senavgusnodroneanger,senavgusnoterroranger,numdrone,numus,numterror,avgusnodroneanger,bomb,assassination,attacks,deaths,fata,govt,business,private,attacksafg,nonfata,assault,kidnapping,crit1in7,crit2in7,crit3in7,attacksisrael,attrel,attnonrel,attsep,attacksiraq,w_total,a_reltargeted,severe,leadarrest,dumarrest,prot_ter,prot_terdum,prot_us,prot_usdum,jihad,tvideo,zarb,v9,ghazwa,usefp,usaid,usimmi,drones,drone_naf,target1,target3,unknown,unknown2,mil_act,ramadan
17473,21.030001,0,11.87,24.48,0,23.200001,20.16,18.860001,33.48,19.799999,0,0,0,-.84125483,-.5973689,-.75605148,.048838329,.38488919,-.29109108,.32977295,-.77945006,-.56245095,-.70972836,.77358043,-.6445893,.99469149,.9569031,-.78633791,-.55275965,-.70006889,.23092031,.51663226,.47813457,-.68841386,-.47929955,-.61272794,.017605605,-.23026511,.26345876,-.64766002,-.45283544,-.59058928,.65532148,.85146254,.81884027,-.62090892,-.43193236,-.54730368,.11409279,-.17432742,.33158502,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.56288177,-.24140924,-.35287878,.53916317,.70414937,.68022054,-.63428831,-.32689366,-.46259299,-.061774101,-.85835367,-.85456723,-.1675425,1,0,2,2,0,2,0,0,1,2,0,1,3,3,2.428571,0,1,0,0,0,8,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17474,22.309999,0,9.5500002,30.6,0,24.450001,21.6,19.540001,14.76,21.24,0,0,1,-.84125483,-.5973689,-.75605148,1.7039126,-.69473714,2.0468359,1.9673011,-.77945006,-.56245095,-.70972836,1.3412427,-.6445893,1.5309176,1.5019994,-.78633791,-.55275965,-.70006889,-.77392125,-.65418363,-.54624295,-.68841386,-.47929955,-.61272794,1.2966509,1.6263087,1.5508294,-.64766002,-.45283544,-.59058928,1.0905733,1.272087,1.2415018,-.62090892,-.43193236,-.54730368,-.66008109,-.38877347,-.4703792,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.0010979,-.69998831,-.8017444,1.2167656,1.3764365,1.3601182,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.117052,-.85456723,-.4359397,0,0,1,0,1,1,0,0,3,0,0,1,3,3,2.428571,3,0,0,0,2,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17475,21.120001,0,13.55,25.559999,0,24.469999,19.799999,21.200001,21.959999,18.360001,0,0,0,-.84125483,-.5973689,-.75605148,-.52924979,-.69473714,-.13626149,-.24218664,-.77945006,-.56245095,-.70972836,-.90670031,-.6445893,-.5925386,-.65658259,-.78633791,-.55275965,-.70006889,-1.0408791,-.65418363,-.81839091,-.68841386,-.47929955,-.61272794,-.20882823,.11400022,.03555103,-.64766002,-.45283544,-.59058928,-.549456,-.31282634,-.35108748,-.62090892,-.43193236,-.54730368,-.18171097,.12146037,.025162863,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.99084723,-.68926132,-.79124463,-.81284493,-.63725305,-.67636704,-1.1197553,-.86284477,-.97401041,-.64227372,-.85835367,-.85456723,-.71050698,2,0,3,4,2,2,1,0,0,1,1,0,2.7142861,2.7142861,2.2857139,0,0,0,0,3,8,0,1.333333,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17476,20.459999,0,15.07,29.879999,0,25.049999,19.440001,21.85,25.92,27.360001,0,0,1,-.84125483,-.5973689,-.75605148,.58535153,-.69473714,.95335168,.86059833,-.77945006,-.56245095,-.70972836,-.15965663,-.6445893,.11313527,.060764346,-.78633791,-.55275965,-.70006889,-.47696808,-.65418363,-.24351645,-.68841386,-.47929955,-.61272794,.43222424,.75796074,.68077618,-.64766002,-.45283544,-.59058928,-.060232859,.15995564,.12398424,-.62090892,-.43193236,-.54730368,-.43129537,-.14474858,-.23338081,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,.43527722,.80313212,.66953748,-1.421728,-1.2413598,-1.2873125,-.71708113,-.41829616,-.54981148,-.64227372,-.082259201,-.85456723,-.1305221,1,0,4,3,1,2,1,1,4,3,0,1,3,3,2.428571,0,2,0,0,4,8,0,.75,2,1,0,0,0,0,30,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
17477,18.99,0,12.16,13.68,0,24.549999,41.400002,16.950001,43.560001,24.48,0,0,0,.62550855,-.5973689,.83699441,-1.2300826,-.69473714,-.8213824,-2.0520861,2.5985494,-.56245095,2.9143066,2.1995482,-.6445893,2.3416922,.33113229,.5258733,-.55275965,.74730736,-.78291982,-.65418363,-1.4911164,-.68841386,-.47929955,-.61272794,-1.8428237,-1.5274076,-1.6090803,-.64766002,-.45283544,-.59058928,2.2396386,2.3825359,2.3573291,-.62090892,-.43193236,-.54730368,-1.3741697,-1.1504269,-1.2101012,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.4277821,-1.1464996,-1.4789804,3.4077854,3.5502689,.93678552,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.117052,-.2246667,-.44519481,0,0,0,0,0,0,0,0,0,0,0,0,3.428571,3.428571,2.8571429,0,0,0,0,3,8,0,,2,1,0,0,1,1,29,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
17478,19.040001,0,14.08,24.48,0,22.889999,34.200001,15.1,30.6,13.32,0,0,0,.057330791,.54108518,.21989878,-1.3940063,-.69473714,-.98163104,-1.0977755,.080001645,.59682977,.21232128,-.39716658,-.6445893,-.11122185,-.16730404,-.28718305,.065955698,-.14949828,-1.1860561,-.65418363,-.96639055,-.68841386,-.47929955,-.61272794,-.60049754,-.27944583,-.35866767,-.64766002,-.45283544,-.59058928,.40113428,.60581774,.57200575,-.62090892,-.43193236,-.54730368,-.71323329,-.4454661,-.52543938,-.69643229,-.5021047,-.6226024,1.152141,1.8753791,1.3198333,-.61883265,-.44336307,-.55048877,-1.2271252,-.93651867,-1.0332646,-1.0787718,-.9010939,-.94319469,-1.2815777,-1.0414951,-1.1444829,-.64227372,-.59965551,-.2246667,-.85982227,2,0,5,1,0,4,0,0,4,5,1,0,3,3,2.2857139,1,0,0,0,4,8,0,.2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17479,17.809999,0,12.16,28.799999,0,24.059999,30.6,14.88,20.879999,22.68,0,0,1,-.84125483,-.5973689,-.75605148,-1.4676532,-.69473714,-1.0536268,-1.1706415,-.77945006,-.56245095,-.70972836,.32762471,-.6445893,.57343191,.52867514,-.78633791,-.55275965,-.70006889,-1.4092211,-.65418363,-1.193894,-.68841386,-.47929955,-.61272794,-1.4595691,-1.1424146,-1.2233311,-.64766002,-.45283544,-.59058928,.48992574,.69162524,.65822881,-.62090892,-.43193236,-.54730368,-1.322173,-1.0949667,-1.1562381,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.3286068,-1.0427159,-1.1372125,-.2100347,-.039171502,-.071515016,-.97223359,-.69998211,-.81860292,-.64227372,-.34095731,-.85456723,-1.089348,3,0,4,6,0,3,1,0,1,4,0,0,2.428571,2.428571,1.857143,0,0,0,0,2,6,0,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17480,16.91,0,14.41,39.959999,0,23.27,23.76,15.69,17.280001,21.6,0,0,1,-.84125483,-.5973689,-.75605148,-.66882241,-.69473714,-.27270502,-.38027954,-.77945006,-.56245095,-.70972836,.46250159,-.6445893,.70083958,.65819037,-.78633791,-.55275965,-.70006889,-.36448583,-.65418363,-.12884733,-.68841386,-.47929955,-.61272794,-1.2186007,-.90035295,-.98079419,-.64766002,-.45283544,-.59058928,.73540801,.92885762,.8966102,-.62090892,-.43193236,-.54730368,-1.078366,-.83491993,-.90367919,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.87616783,-.56925303,-.6737783,-.37975481,-.20756026,-.24180998,-1.2815777,-1.0414951,-1.1444829,-.64227372,-.59965551,-.85456723,-.0148336,2,0,4,0,0,3,0,0,3,4,0,1,1.857143,1.857143,1.571429,0,1,0,0,6,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17481,16.52,0,12.72,33.119999,0,22.73,24.120001,15.38,26.639999,19.08,0,0,1,-.84125483,-.5973689,-.75605148,.53585786,-.69473714,.90496761,.81162941,-.77945006,-.56245095,-.70972836,-.63876355,-.6445893,-.33943966,-.399297,-.78633791,-.55275965,-.70006889,.48288032,-.65418363,.73499316,-.68841386,-.47929955,-.61272794,-.089491487,.23387831,.15566455,-.64766002,-.45283544,-.59058928,.86076045,1.0499974,1.0183367,-.62090892,-.43193236,-.54730368,.74729753,1.1123492,.98751974,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,.51600128,.88760722,.75222325,1.5172116,1.6745256,1.6615818,.28019601,.68268865,.50077468,-.64227372,-.85835367,-.85456723,.85668617,0,0,1,0,0,0,0,0,4,1,0,1,2,2,1.714286,1,0,0,0,2,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17482,16.459999,0,12.51,29.16,0,21.17,33.84,15.21,23.76,21.24,0,0,1,-.84125483,-.5973689,-.75605148,1.5643396,-.69473714,1.9103919,1.8292078,-.77945006,-.56245095,-.70972836,-.044988848,-.6445893,.22145297,.17087382,-.78633791,-.55275965,-.70006889,.61186004,-.65418363,.86648047,-.68841386,-.47929955,-.61272794,.30217782,.62732434,.54988325,-.64766002,-.45283544,-.59058928,-.13161412,.090973265,.054667782,-.62090892,-.43193236,-.54730368,.16493401,.49119502,.38425127,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,2.3643255,2.8218191,2.6454654,-.79206944,-.61664051,-.65552115,.92278117,1.3920969,1.177709,-.64227372,-.59965551,-.85456723,.98934251,1,0,1,1,1,1,0,0,0,0,0,0,2.571429,2.571429,2.2857139,0,0,0,0,9,7,0,1,2,1,0,0,4,1,0,0,0,0,0,81,48,48,0,0,0,0,0,0,1,0
17483,17.049999,0,12.97,34.200001,0,18.530001,38.880001,14.01,19.440001,24.120001,0,0,1,-.18893106,.22908618,-.047565252,-.039260849,-.69473714,.34274244,.24260774,.78218246,1.5439739,.96564525,-.096078336,-.6445893,.17319272,.12181526,.30073908,.79470026,.49898309,.5128758,-.65418363,.76557177,-.049557231,.31234977,.071302861,-.73819387,-.41776681,-.4972603,.96530825,1.7018374,1.144806,-.065455876,.15490815,.11891231,.36410514,.74620008,.51957315,-.83802551,-.5785706,-.65471125,.17468269,.63413638,.31046024,.82761943,1.4423622,.97327954,.62383759,1.1486496,.80762708,-.80889779,-.49885714,-.60487348,-.15202299,.018385151,-.013306801,-.028395399,.34200659,.17568766,-.64227372,-.85835367,-.2246667,.88753659,3,0,6,5,0,4,1,1,3,6,2,0,1.857143,1.857143,1.571429,0,3,0,0,6,5,1,.83333331,2,1,0,0,0,0,61,0,0,0,0,84,48,0,0,0,0,0,0,0,4,0
17484,16.459999,0,12.59,29.879999,0,20.24,26.639999,14.58,14.4,20.879999,0,0,1,-.84125483,-.5973689,-.75605148,.070615739,-.69473714,.45015571,.35131949,-.77945006,-.56245095,-.70972836,-.11310827,-.6445893,.15710586,.1054623,-.78633791,-.55275965,-.70006889,-.43197522,-.65418363,-.19764885,-.68841386,-.47929955,-.61272794,.034435239,.3583672,.28039792,-.64766002,-.45283544,-.59058928,-.024542168,.19444688,.15864253,-.62090892,-.43193236,-.54730368,-.39663091,-.10777515,-.19747201,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.44179571,-.11469656,-.22885008,-.37975481,-.20756026,-.24180998,-.71143621,-.41206416,-.54386473,-.64227372,-.59965551,-.85456723,-.084246702,3,0,3,0,0,0,2,1,1,3,0,0,1.571429,1.571429,1.142857,0,0,0,0,6,5,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
17485,16.219999,0,11.9,18.360001,0,21.32,29.52,16.459999,16.559999,19.440001,0,0,0,-.84125483,-.5973689,-.75605148,.1300083,-.69473714,.50821674,.4100824,-.77945006,-.56245095,-.70972836,-.16192727,-.6445893,.11099037,.058583964,-.78633791,-.55275965,-.70006889,-.806916,-.65418363,-.57987916,-.68841386,-.47929955,-.61272794,.080333948,.40447414,.3265954,-.64766002,-.45283544,-.59058928,-.061973862,.15827315,.1222936,-.62090892,-.43193236,-.54730368,-.68550169,-.41588733,-.49671233,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,.42118263,.78838259,.65510035,-.14962587,.020763466,-.010901563,-.91089159,-.6322611,-.75398195,-.64227372,-.082259201,-.85456723,-.46987501,2,0,2,2,0,2,0,0,0,2,0,0,1.428571,1.428571,1.142857,0,2,0,0,6,5,2,1,9,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17486,15.91,0,13.45,15.84,0,23.290001,20.879999,16.77,16.92,19.08,0,0,0,-.31189656,-.5973689,-.18111761,-.73118466,-.69473714,-.33366919,-.84492671,-.133912,-.56245095,-.017172692,.65810144,-.6445893,.88560748,.46475857,-.30482626,-.55275965,-.16895884,-.98345959,-.65418363,-1.1032072,-.0079748211,-.47929955,.1158256,-.42684725,-.10500782,-.73825723,.22746105,-.45283544,.35095495,.23138587,.44177404,-.11017033,-.048260253,-.43193236,.072936811,-.63928241,-.36658943,-.9192397,-.19512194,-.5021047,-.085642353,-.5589726,-.40780011,-.50744992,-.082482532,-.44336307,.035688944,.00053897098,.34819248,-.1357583,.25104526,.41829157,-.048699036,-.10903772,.25297824,-.31704009,-.64227372,.176439,-.2246667,-.65145081,0,0,0,0,0,0,0,0,6,0,0,0,1.571429,1.571429,1.285714,0,0,0,0,4,5,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17487,15.66,0,14.61,15.84,0,22.059999,27.719999,16.32,13.32,19.799999,0,0,0,-.84125483,-.5973689,-.75605148,-1.1914774,-.69473714,-.78364265,-.89739364,-.77945006,-.56245095,-.70972836,.25473693,-.6445893,.50458056,.45868483,-.78633791,-.55275965,-.70006889,-1.079873,-.65418363,-.85814291,-.68841386,-.47929955,-.61272794,-1.135983,-.8173604,-.89763868,-.64766002,-.45283544,-.59058928,.30363795,.51159793,.47732961,-.62090892,-.43193236,-.54730368,-1.0922319,-.84970933,-.91804278,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.99917591,-.69797701,-.79977572,-.36297464,-.19091171,-.22497298,-1.2815777,-1.0414951,-1.1444829,-.64227372,-.59965551,-.85456723,-.75061238,0,0,0,0,0,0,0,0,1,0,0,0,1.857143,1.857143,1.428571,2,0,0,0,3,6,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17488,15.76,0,12.39,14.76,0,22.08,27.360001,16.66,11.16,18,0,0,0,-.84125483,-.5973689,-.75605148,-.45797876,-.69473714,-.066588253,-.17167114,-.77945006,-.56245095,-.70972836,2.2881038,-.6445893,2.4253435,2.4112206,-.78633791,-.55275965,-.70006889,-1.1068687,-.65418363,-.88566351,-.68841386,-.47929955,-.61272794,-.37406379,-.051984914,-.13076007,-.64766002,-.45283544,-.59058928,1.8165737,1.973689,1.9465019,-.62090892,-.43193236,-.54730368,-.91659838,-.66237712,-.73610461,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.20154563,.13671744,.017238557,2.6598661,2.8082168,2.8081067,-.19774438,.15504687,-.0027137999,-.64227372,-1.117052,-.85456723,-.77837771,1,0,2,91,1,1,0,1,4,1,1,0,2.1428571,2.1428571,1.571429,0,0,0,0,11,6,0,45.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
17489,15.78,0,11.51,27,0,21.719999,30.6,16.799999,28.799999,15.12,0,0,0,-.24793246,-.5973689,-.11164644,-.9416042,-.69473714,-.53937137,-1.1018049,.34707722,-.56245095,.49884921,1.1505083,-.6445893,1.3507458,.65351796,-.29012358,-.55275965,-.15274172,-.79834592,-.65418363,-.92497861,-.25260887,-.47929955,-.14610676,-.74781066,-.42742723,-.86200052,.22500977,-.45283544,.34831762,.94432873,1.1307572,.58359879,-.28368941,-.43193236,-.18205844,-.67889887,-.40884471,-.76688361,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.82756865,-.51839554,-.96374106,.26063398,.42780507,-.089932732,-.82352906,-.53581369,-.89472085,-.64227372,.176439,-.2246667,-.46106061,2,0,5,14,3,3,0,2,6,2,1,2,1.571429,1.571429,1,3,1,0,0,4,3,1,2.8,4,1,0,0,4,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
17490,17.530001,0,10.78,23.76,0,23.370001,42.48,14.19,47.52,19.08,2.0999999,0,0,-.84125483,-.5973689,-.75605148,-.995906,-.69473714,-.59245574,-.70389557,-.77945006,-.56245095,-.70972836,2.742558,-.6445893,2.8546309,2.8476093,-.78633791,-.55275965,-.70006889,-1.0528772,-.65418363,-.83062232,-.68841386,-.47929955,-.61272794,-.61426711,-.29327789,-.37252691,-.64766002,-.45283544,-.59058928,2.3562865,2.4952638,2.4706028,-.62090892,-.43193236,-.54730368,-.7918061,-.52927262,-.60683274,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.1339905,-.83905619,-.93786663,2.8084915,2.9556761,2.9572353,-.95900822,-.68538141,-.80467063,-.64227372,.176439,-.85456723,-.72284722,1,0,1,1,1,1,0,0,3,0,0,0,1.428571,1.428571,1,1,0,0,0,8,3,0,1,4,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17491,17.16,0,14.5,29.879999,0,21.620001,29.52,13.23,24.48,21.24,4,0,1,-.84125483,-.5973689,-.75605148,-.37086952,-.69473714,.01856808,-.085485391,-.77945006,-.56245095,-.70972836,.11963334,-.6445893,.3769587,.3289519,-.78633791,-.55275965,-.70006889,.032951418,-.65418363,.27631679,-.68841386,-.47929955,-.61272794,-.30674559,.015638676,-.063003674,-.64766002,-.45283544,-.59058928,.15391116,.36690298,.33193389,-.62090892,-.43193236,-.54730368,-.038431101,.27428398,.17358603,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.070849612,.27348661,.15111074,-.76649946,-.59127116,-.62986463,-1.2815777,-1.0414951,-1.1444829,-.64227372,-.082259201,-.85456723,.39393231,1,0,1,0,0,1,0,0,0,1,0,0,1.571429,1.571429,1.142857,2,0,0,0,7,7,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17492,16.620001,0,12.54,20.879999,0,20.26,24.84,12.44,22.32,18.719999,6.1999998,0,0,-.84125483,-.5973689,-.75605148,-.1593187,-.69473714,.22537616,.12382269,-.77945006,-.56245095,-.70972836,.73206013,-.6445893,.9554705,.91703331,-.78633791,-.55275965,-.70006889,.10665408,-.65418363,.35145238,-.68841386,-.47929955,-.61272794,-.14325862,.17986727,.10154744,-.64766002,-.45283544,-.59058928,.62348598,.82069695,.78792566,-.62090892,-.43193236,-.54730368,.018352652,.33485001,.23240812,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.13345188,.20797536,.086987108,-.43660221,-.2639617,-.29884994,.13127649,.51828289,.34389475,-.64227372,.176439,-.85456723,.46973589,1,0,1,0,0,0,1,0,2,1,0,0,1.571429,1.571429,1,0,0,0,0,10,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17493,17.459999,0,13.89,21.24,0,18.530001,24.120001,12.28,13.32,19.440001,0,0,0,2.3701849,-.5973689,2.7318804,1.2739098,-.69473714,1.6264733,-.90268236,-.55794191,-.56245095,-.4720867,.62735051,-.6445893,.85655951,.6856631,4.5654254,-.55275965,5.2029557,2.848907,-.65418363,-.66916817,1.6704413,-.47929955,1.9129242,.96434373,1.2924941,-.70545703,-.47606766,-.45283544,-.40597275,.54320043,.74310952,.60852373,3.0160661,-.43193236,3.3919337,2.1311042,2.5883298,-.56661487,2.5260754,-.5021047,2.8290679,-.5589726,-.40780011,-.50744992,3.9781661,-.44336307,4.473577,1.7358311,2.16412,.42673013,.31734443,.48407066,.45765042,1.7057377,2.2564738,-.37616739,-.64227372,-.34095731,-.2246667,3.2901549,1,0,1,0,1,0,0,1,2,0,0,0,1.428571,1.428571,.85714293,0,0,0,0,8,7,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17494,17.76,0,12.96,32.759998,0,17.129999,21.6,12.54,15.48,21.24,0,0,1,-.84125483,-.5973689,-.75605148,.78926641,-.69473714,1.1526949,1.0623515,-.77945006,-.56245095,-.70972836,-1.5606474,-.6445893,-1.2102714,-1.2845339,-.78633791,-.55275965,-.70006889,.35090128,-.65418363,.60044819,-.68841386,-.47929955,-.61272794,-1.8428237,-1.5274076,-1.6090803,-.64766002,-.45283544,-.59058928,-1.9283342,-1.6453651,-1.69008,-.62090892,-.43193236,-.54730368,-1.3741697,-1.1504269,-1.2101012,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.3757499,-.85456723,.72094518,2,0,2,36,0,2,0,0,2,2,0,0,1.142857,1.142857,.71428567,1,0,0,0,4,6,0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17495,18.65,0,9.8599997,26.639999,0,15.67,25.559999,13.08,18.360001,19.08,0,0,0,-.84125483,-.5973689,-.75605148,-1.1766293,-.69473714,-.76912743,-.88270295,-.77945006,-.56245095,-.70972836,.33988631,-.6445893,.58501446,.54044932,-.78633791,-.55275965,-.70006889,-1.3948233,-.65418363,-1.1792164,-.68841386,-.47929955,-.61272794,-.92943859,-.60987908,-.68974984,-.64766002,-.45283544,-.59058928,.32278889,.53010529,.49592659,-.62090892,-.43193236,-.54730368,-1.1384511,-.89900726,-.96592116,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.95112586,-.64769423,-.75055796,-.31742823,-.14572261,-.17927232,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.117052,-.85456723,-1.07454,4,0,4,0,1,4,0,0,0,3,0,0,.5714286,.5714286,.2857143,0,0,1,1,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17496,18,0,10.92,23.040001,0,14.7,26.639999,12.62,10.08,20.879999,0,0,0,-.84125483,-.5973689,-.75605148,1.6682771,-.69473714,2.0119991,1.9320434,-.77945006,-.56245095,-.70972836,2.0224378,-.6445893,2.1743896,2.1561155,-.78633791,-.55275965,-.70006889,1.3407452,-.65418363,1.6095365,-.68841386,-.47929955,-.61272794,1.2691116,1.5986445,1.523111,-.64766002,-.45283544,-.59058928,1.6128759,1.7768368,1.7486962,-.62090892,-.43193236,-.54730368,.96915042,1.3489795,1.2173364,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.6622661,-1.3918797,-1.4789804,5.5412736,5.6670213,5.6992741,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.3757499,-.85456723,1.739004,1,0,1,0,0,1,0,0,3,1,0,0,.5714286,.5714286,.2857143,1,0,0,0,11,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17497,16.27,0,11.49,20.879999,0,13.3,26.639999,12.63,13.32,20.52,0,0,0,-.84125483,-.5973689,-.75605148,-1.2716575,-.69473714,-.86202514,-.97672367,-.77945006,-.56245095,-.70972836,1.6886522,-.6445893,1.8590884,1.8355987,-.78633791,-.55275965,-.70006889,-1.1248659,-.65418363,-.90401059,-.68841386,-.47929955,-.61272794,-1.0028765,-.6836502,-.76366585,-.64766002,-.45283544,-.59058928,1.3569475,1.5295093,1.5001709,-.62090892,-.43193236,-.54730368,-.93046415,-.67716646,-.75046813,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-.73586178,-.42242724,-.53006256,.35378164,.52022201,.49421105,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.117052,-.85456723,-.79688781,0,0,0,0,0,0,0,0,2,0,0,0,.71428567,.71428567,.4285714,0,0,0,0,9,6,0,,2,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17498,14.44,0,10.84,19.440001,0,15.87,14.76,13.22,12.24,23.4,0,0,0,-.84125483,-.5973689,-.75605148,-2.3585424,-.69473714,-1.9245433,-2.0520861,-.77945006,-.56245095,-.70972836,-2.5960636,-.6445893,-2.1883483,-2.27879,-.78633791,-.55275965,-.70006889,-1.700775,-.65418363,-1.4911164,-.68841386,-.47929955,-.61272794,-1.8428237,-1.5274076,-1.6090803,-.64766002,-.45283544,-.59058928,-1.9283342,-1.6453651,-1.69008,-.62090892,-.43193236,-.54730368,-1.3741697,-1.1504269,-1.2101012,-.69643229,-.5021047,-.6226024,-.5589726,-.40780011,-.50744992,-.61883265,-.44336307,-.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-.64227372,-1.6344481,-.85456723,-1.389213,1,0,2,4,0,1,0,1,2,2,1,0,.4285714,.4285714,.2857143,1,0,0,0,2,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
