date,prot_ter,prot_terdum,prot_us,prot_usdum,jihad,tvideo,zarb,zarb,ghazwa,usefp,usaid,usimmi
17308,0,0,0,0,0,0,0,0,0,0,0,0
17309,0,0,0,0,0,0,0,0,0,0,0,0
17310,0,0,0,0,49,0,0,0,0,0,0,0
17311,0,0,0,0,0,0,0,0,0,0,0,0
17312,0,0,0,0,0,0,0,0,0,0,0,0
17313,0,0,0,0,73,0,0,0,0,0,0,0
17314,0,0,0,0,0,0,0,0,0,0,0,0
17315,0,0,0,0,0,0,0,0,0,0,0,0
17316,0,0,0,0,0,0,0,0,0,0,80,0
17317,0,0,0,0,0,0,0,0,0,0,41,0
17318,0,0,0,0,0,0,0,0,0,0,0,0
17319,0,0,0,0,0,0,0,0,0,0,0,0
17320,0,0,0,0,0,82,0,0,0,0,0,0
17321,0,0,0,0,0,0,0,0,0,0,0,36
17322,0,0,0,0,0,0,0,0,0,0,0,0
17323,0,0,0,0,0,0,0,0,0,0,0,0
17324,0,0,0,0,53,0,0,0,0,0,0,0
17325,0,0,0,0,0,0,0,0,0,0,0,0
17326,0,0,0,0,0,0,0,0,0,0,0,0
17327,0,0,0,0,81,0,0,0,0,0,0,0
17328,0,0,0,0,55,0,0,0,0,0,0,0
17329,0,0,0,0,0,0,0,0,0,0,0,0
17330,0,0,0,0,0,0,0,0,0,0,42,0
17331,0,0,0,0,0,0,0,0,0,0,0,0
17332,0,0,0,0,0,0,0,0,0,0,0,0
17333,0,0,3,1,0,0,0,0,0,0,0,0
17334,0,0,0,0,0,0,0,0,0,0,0,0
17335,0,0,0,0,0,0,0,0,0,0,0,0
17336,0,0,0,0,0,0,0,0,0,0,0,0
17337,0,0,0,0,49,0,0,0,0,0,0,0
17338,0,0,0,0,0,0,0,0,0,0,0,0
17339,0,0,0,0,0,0,0,0,0,0,0,0
17340,0,0,0,0,0,0,0,0,0,0,0,0
17341,0,0,0,0,0,0,0,0,0,0,0,0
17342,0,0,0,0,0,0,0,0,0,0,0,0
17343,0,0,0,0,0,0,0,0,0,0,40,34
17344,0,0,0,0,47,0,0,0,0,0,0,0
17345,0,0,0,0,0,0,0,0,0,0,0,0
17346,0,0,0,0,53,0,0,0,0,0,0,0
17347,0,0,0,0,0,0,0,0,0,0,0,0
17348,0,0,0,0,0,0,0,0,0,0,0,0
17349,0,0,0,0,0,0,0,0,0,100,0,60
17350,0,0,0,0,34,0,0,0,0,0,0,0
17351,0,0,0,0,37,0,0,0,0,0,0,0
17352,0,0,0,0,0,0,0,0,0,0,0,0
17353,0,0,0,0,38,0,0,0,0,0,0,0
17354,0,0,0,0,0,0,0,0,0,0,0,0
17355,0,0,0,0,53,0,0,0,0,0,0,0
17356,0,0,0,0,0,0,0,0,0,0,0,0
17357,0,0,0,0,0,0,0,0,0,0,0,0
17358,0,0,0,0,69,0,0,0,0,0,0,0
17359,0,0,0,0,0,0,0,0,0,0,0,0
17360,0,0,1,1,0,0,0,0,0,0,0,0
17361,0,0,0,0,0,0,0,0,0,0,0,0
17362,0,0,0,0,0,0,0,0,0,0,0,0
17363,0,0,0,0,0,0,0,0,0,0,0,0
17364,0,0,0,0,0,0,0,0,0,0,0,0
17365,0,0,0,0,32,0,0,0,0,0,54,0
17366,0,0,0,0,0,0,0,0,0,0,0,0
17367,0,0,0,0,0,0,0,0,0,0,0,0
17368,0,0,0,0,0,0,0,0,0,0,0,0
17369,0,0,0,0,0,0,0,0,0,0,0,0
17370,0,0,0,0,33,0,0,0,0,0,0,0
17371,0,0,1,1,0,0,0,0,0,0,0,0
17372,0,0,0,0,0,84,0,0,0,0,0,0
17373,0,0,0,0,33,0,0,0,0,0,0,0
17374,0,0,0,0,0,0,0,0,0,0,52,0
17375,0,0,0,0,0,0,0,0,0,0,0,0
17376,0,0,0,0,0,0,0,0,0,0,0,0
17377,0,0,3,1,0,0,0,0,0,0,54,0
17378,0,0,0,0,0,0,0,0,0,0,0,0
17379,0,0,0,0,0,0,0,0,0,0,0,0
17380,0,0,0,0,0,0,0,0,0,0,0,0
17381,0,0,2,1,32,0,0,0,0,0,0,0
17382,0,0,0,0,0,0,0,0,0,0,0,0
17383,0,0,0,0,0,0,0,0,0,0,0,0
17384,0,0,0,0,32,0,99,99,0,0,0,0
17385,0,0,0,0,0,0,0,0,0,0,0,0
17386,0,0,0,0,32,0,0,0,0,0,0,0
17387,0,0,0,0,32,0,93,93,0,0,100,0
17388,1,1,0,0,36,0,0,0,0,0,0,0
17389,0,0,0,0,0,0,0,0,0,0,60,0
17390,0,0,0,0,49,0,0,0,0,0,0,0
17391,0,0,0,0,0,0,0,0,0,0,0,0
17392,0,0,0,0,44,0,0,0,0,0,0,0
17393,0,0,0,0,0,0,0,0,0,0,0,0
17394,0,0,0,0,0,0,0,0,0,0,0,0
17395,0,0,0,0,0,0,0,0,0,0,53,0
17396,0,0,0,0,38,0,0,0,0,0,0,0
17397,0,0,0,0,49,0,0,0,0,0,0,0
17398,0,0,0,0,0,0,0,0,0,0,0,0
17399,0,0,0,0,0,0,0,0,0,0,0,0
17400,0,0,0,0,0,0,0,0,0,0,0,0
17401,0,0,0,0,32,0,0,0,0,0,0,0
17402,0,0,0,0,0,0,0,0,0,86,0,0
17403,0,0,0,0,0,0,0,0,0,0,0,0
17404,0,0,0,0,0,0,0,0,0,0,0,0
17405,0,0,0,0,0,81,0,0,0,0,0,0
17406,0,0,0,0,0,0,0,0,0,0,0,0
17407,0,0,0,0,0,0,0,0,0,0,0,0
17408,0,0,0,0,0,0,0,0,0,0,0,0
17409,0,0,0,0,33,85,0,0,0,0,58,0
17410,0,0,0,0,0,0,0,0,0,0,0,0
17411,0,0,0,0,0,0,0,0,0,0,0,0
17412,0,0,0,0,0,0,0,0,0,0,0,0
17413,0,0,0,0,32,0,0,0,0,0,0,0
17414,0,0,0,0,0,0,0,0,0,0,0,53
17415,0,0,0,0,31,0,0,0,0,0,0,0
17416,0,0,0,0,0,0,0,0,0,0,0,0
17417,0,0,0,0,39,0,0,0,0,0,0,0
17418,0,0,0,0,0,0,0,0,0,0,0,0
17419,0,0,0,0,31,0,0,0,0,0,0,0
17420,0,0,0,0,0,0,0,0,0,0,51,0
17421,0,0,0,0,0,0,0,0,0,0,0,0
17422,0,0,0,0,35,0,0,0,0,96,53,0
17423,0,0,0,0,0,0,0,0,0,0,0,0
17424,0,0,0,0,41,0,0,0,0,0,0,0
17425,0,0,0,0,0,0,0,0,0,0,0,0
17426,0,0,0,0,76,0,0,0,0,0,0,0
17427,0,0,0,0,0,0,0,0,0,0,0,0
17428,0,0,0,0,0,0,0,0,0,0,56,0
17429,0,0,0,0,0,0,0,0,0,0,0,0
17430,0,0,1,1,38,0,0,0,0,0,0,0
17431,0,0,0,0,41,0,0,0,0,0,0,0
17432,0,0,0,0,0,0,0,0,0,0,0,0
17433,0,0,0,0,37,0,0,0,0,0,0,0
17434,0,0,0,0,37,0,0,0,0,0,0,0
17435,0,0,0,0,36,0,0,0,0,0,0,0
17436,0,0,0,0,35,0,0,0,0,0,0,0
17437,0,0,0,0,0,0,0,0,0,0,0,0
17438,0,0,0,0,0,100,0,0,0,0,0,0
17439,0,0,0,0,0,0,0,0,0,0,0,0
17440,0,0,0,0,37,0,0,0,0,0,0,0
17441,0,0,0,0,0,93,0,0,0,0,0,0
17442,0,0,0,0,0,0,0,0,0,0,0,0
17443,0,0,0,0,0,0,0,0,0,0,0,0
17444,0,0,0,0,0,0,0,0,0,0,0,0
17445,0,0,0,0,0,0,0,0,0,0,0,65
17446,0,0,0,0,100,0,0,0,0,0,0,0
17447,0,0,0,0,0,0,0,0,0,0,0,60
17448,0,0,0,0,0,0,0,0,0,0,0,0
17449,0,0,0,0,0,0,0,0,0,0,0,0
17450,0,0,0,0,0,0,0,0,0,0,0,0
17451,0,0,0,0,0,0,0,0,0,0,0,0
17452,0,0,0,0,60,0,0,0,0,0,0,0
17453,0,0,0,0,74,0,0,0,0,0,0,0
17454,0,0,0,0,59,0,0,0,0,0,0,0
17455,0,0,0,0,50,0,0,0,0,0,0,0
17456,0,0,0,0,0,0,0,0,0,0,0,0
17457,0,0,0,0,0,0,0,0,0,0,52,0
17458,0,0,0,0,0,0,0,0,0,0,0,0
17459,0,0,0,0,0,0,0,0,0,0,0,0
17460,0,0,0,0,0,0,0,0,0,0,0,0
17461,0,0,0,0,33,0,100,100,0,0,0,0
17462,0,0,0,0,0,0,0,0,0,0,0,0
17463,0,0,0,0,0,0,0,0,0,0,0,0
17464,0,0,0,0,0,0,0,0,0,0,0,0
17465,0,0,0,0,33,0,0,0,0,0,52,0
17466,0,0,0,0,36,0,0,0,0,0,0,0
17467,0,0,0,0,0,0,0,0,0,0,0,0
17468,0,0,0,0,0,0,0,0,0,0,0,0
17469,0,0,0,0,0,0,0,0,0,0,48,0
17470,0,0,0,0,0,0,0,0,0,0,50,0
17471,0,0,0,0,0,0,0,0,0,0,0,0
17472,0,0,0,0,0,0,0,0,0,0,0,0
17473,0,0,0,0,0,0,0,0,0,0,0,0
17474,0,0,0,0,0,0,0,0,0,0,0,0
17475,0,0,0,0,0,0,0,0,0,0,0,0
17476,0,0,0,0,30,0,0,0,0,0,48,0
17477,0,0,1,1,29,0,0,0,0,0,48,0
17478,0,0,0,0,0,0,0,0,0,0,0,0
17479,0,0,0,0,0,0,0,0,0,0,0,0
17480,0,0,0,0,0,0,0,0,0,0,0,0
17481,0,0,0,0,0,0,0,0,0,0,0,0
17482,0,0,4,1,0,0,0,0,0,81,48,48
17483,0,0,0,0,61,0,0,0,0,84,48,0
17484,0,0,1,1,0,0,0,0,0,0,0,0
17485,0,0,0,0,31,0,0,0,0,0,0,0
17486,0,0,0,0,0,0,0,0,0,0,0,0
17487,0,0,0,0,0,0,0,0,0,0,0,0
17488,0,0,0,0,0,0,0,0,0,0,0,0
17489,0,0,4,1,0,0,100,100,0,0,0,0
17490,0,0,0,0,31,0,0,0,0,0,0,0
17491,0,0,1,1,0,0,0,0,0,0,0,0
17492,0,0,0,0,0,0,0,0,0,0,0,0
17493,0,0,0,0,0,0,0,0,0,0,0,0
17494,0,0,0,0,0,0,0,0,0,0,0,0
17495,0,0,0,0,0,0,0,0,0,0,0,0
17496,0,0,0,0,0,0,0,0,0,0,0,0
17497,0,0,0,0,31,0,0,0,0,0,0,0
17498,0,0,0,0,0,0,0,0,0,0,51,0
17499,0,0,2,1,32,0,0,0,0,0,0,0
17500,0,0,0,0,0,0,0,0,0,0,0,0
17501,0,0,3,1,35,0,0,0,0,0,0,0
17502,0,0,0,0,0,0,0,0,0,0,0,0
17503,0,0,0,0,63,0,0,0,0,0,0,0
17504,0,0,5,1,32,0,0,0,0,0,0,0
17505,0,0,4,1,66,0,0,0,0,0,0,0
17506,0,0,0,0,63,0,0,0,0,0,0,0
17507,0,0,0,0,34,0,0,0,0,0,0,0
17508,0,0,0,0,0,0,0,0,0,0,0,0
17509,0,0,0,0,0,0,0,0,0,0,73,0
17510,0,0,0,0,0,0,0,0,0,0,0,0
17511,0,0,0,0,0,0,0,0,0,0,0,0
17512,0,0,0,0,33,0,0,0,0,0,48,0
17513,1,1,0,0,34,0,0,0,0,0,0,0
17514,0,0,0,0,0,0,0,0,0,0,0,0
17515,0,0,0,0,0,0,0,0,0,0,0,0
17516,0,0,0,0,0,0,0,0,0,0,0,0
17517,1,1,0,0,36,0,0,0,0,0,0,0
17518,0,0,0,0,0,0,0,0,0,0,0,0
17519,0,0,0,0,0,0,0,0,0,0,0,0
17520,0,0,0,0,0,0,0,0,0,0,0,0
17521,0,0,0,0,0,0,0,0,0,0,0,0
17522,0,0,0,0,0,0,0,0,0,0,0,0
17523,0,0,0,0,56,0,0,0,0,0,0,0
17524,0,0,0,0,0,0,0,0,0,0,0,0
17525,0,0,0,0,0,0,0,0,0,0,0,0
17526,0,0,0,0,0,0,0,0,0,0,51,0
17527,0,0,0,0,0,0,0,0,0,0,0,0
17528,0,0,0,0,0,0,0,0,0,0,0,100
17529,0,0,0,0,0,0,0,0,0,0,0,0
17530,0,0,0,0,0,0,0,0,0,0,0,0
17531,0,0,0,0,0,0,0,0,0,0,0,0
17532,0,0,0,0,0,0,0,0,0,0,0,0
17533,0,0,0,0,52,0,0,0,0,0,0,0
17534,0,0,0,0,0,0,0,0,0,0,0,0
17535,0,0,0,0,0,0,0,0,0,0,0,0
17536,0,0,0,0,0,0,0,0,0,0,0,95
17537,0,0,0,0,0,0,0,0,0,0,0,0
17538,0,0,0,0,100,0,0,0,0,0,0,0
17539,0,0,0,0,0,0,0,0,0,0,0,0
17540,0,0,0,0,50,0,0,0,0,0,0,0
17541,0,0,0,0,48,0,0,0,0,0,0,0
17542,0,0,0,0,51,0,0,0,0,0,0,0
17543,0,0,0,0,0,0,0,0,0,98,0,0
17544,0,0,0,0,0,59,0,0,0,0,0,0
17545,0,0,0,0,0,0,0,0,0,0,0,73
17546,0,0,0,0,0,0,0,0,0,0,0,0
17547,0,0,0,0,46,0,0,0,0,0,0,0
17548,0,0,0,0,0,0,0,0,0,0,0,69
17549,0,0,0,0,0,0,0,0,0,0,0,0
17550,0,0,0,0,0,0,0,0,0,0,0,0
17551,0,0,0,0,0,0,0,0,0,0,0,100
17552,0,0,0,0,0,0,0,0,0,0,0,0
17553,0,0,0,0,0,0,0,0,0,0,59,0
17554,0,0,0,0,0,0,0,0,0,0,0,72
17555,0,0,0,0,0,0,0,0,0,0,0,0
17556,0,0,0,0,50,0,0,0,0,85,0,0
17557,0,0,0,0,0,46,0,0,0,0,0,0
17558,0,0,0,0,0,0,0,0,0,0,0,0
17559,0,0,0,0,0,0,0,0,0,0,0,0
17560,0,0,0,0,0,0,0,0,0,0,0,0
17561,0,0,1,1,0,0,0,0,0,0,0,0
17562,0,0,1,1,0,0,0,0,0,0,0,0
17563,0,0,0,0,0,0,0,0,0,0,66,0
17564,0,0,0,0,53,0,0,0,0,0,0,0
17565,0,0,0,0,0,0,0,0,0,0,0,0
17566,0,0,0,0,45,0,0,0,0,82,0,0
17567,0,0,0,0,0,0,0,0,0,0,0,0
17568,0,0,0,0,0,0,0,0,0,0,57,0
17569,0,0,0,0,45,0,0,0,0,0,0,0
17570,0,0,0,0,0,0,0,0,0,0,60,0
17571,0,0,0,0,0,0,0,0,0,0,0,0
17572,0,0,0,0,68,0,0,0,0,0,0,0
17573,0,0,0,0,0,0,0,0,0,0,0,0
17574,0,0,0,0,0,0,0,0,0,0,0,0
17575,0,0,0,0,0,0,0,0,0,0,0,0
17576,0,0,0,0,45,0,0,0,0,0,0,0
17577,0,0,0,0,0,0,0,0,0,0,0,0
17578,0,0,0,0,0,0,0,0,0,0,0,0
17579,0,0,0,0,55,0,0,0,0,0,0,0
17580,0,0,0,0,0,0,0,0,0,0,0,0
17581,0,0,0,0,0,0,0,0,0,0,0,0
17582,0,0,0,0,0,0,0,0,0,0,0,0
17583,0,0,0,0,0,0,0,0,0,0,53,0
17584,0,0,0,0,0,0,0,0,0,0,0,0
17585,0,0,0,0,0,0,0,0,0,0,0,0
17586,0,0,0,0,0,0,0,0,0,0,0,0
17587,0,0,0,0,0,0,0,0,0,0,0,64
17588,0,0,0,0,0,0,0,0,0,0,0,0
17589,0,0,0,0,0,0,0,0,0,0,0,0
17590,0,0,0,0,41,0,0,0,0,0,0,0
17591,0,0,0,0,89,0,0,0,0,0,0,0
17592,0,0,0,0,0,0,0,0,0,0,0,0
17593,0,0,0,0,0,0,0,0,0,0,0,0
17594,0,0,0,0,0,0,0,0,0,0,0,0
17595,0,0,0,0,0,0,0,0,0,0,0,0
17596,0,0,0,0,42,0,0,0,0,0,0,0
17597,0,0,0,0,0,0,0,0,0,0,59,0
17598,0,0,0,0,0,0,0,0,0,0,0,0
17599,0,0,3,1,0,0,0,0,0,0,0,0
17600,0,0,0,0,0,0,0,0,0,0,0,0
17601,0,0,0,0,0,41,0,0,0,0,61,0
17602,0,0,0,0,0,0,0,0,0,0,0,0
17603,0,0,0,0,0,0,0,0,0,0,0,0
17604,0,0,0,0,46,0,0,0,0,0,0,0
17605,0,0,0,0,49,0,0,0,0,0,0,0
17606,0,0,0,0,53,0,0,0,0,0,0,0
17607,0,0,0,0,0,0,0,0,0,0,0,0
17608,0,0,0,0,47,0,0,0,0,0,60,0
17609,0,0,0,0,0,0,0,0,0,0,59,71
17610,0,0,0,0,0,0,0,0,0,0,0,0
17611,0,0,0,0,0,0,0,0,0,0,0,0
17612,0,0,1,1,0,0,0,0,0,0,0,0
17613,0,0,0,0,0,0,0,0,0,0,0,0
17614,0,0,0,0,0,0,0,0,0,0,0,0
17615,0,0,0,0,0,0,0,0,0,0,63,0
17616,0,0,3,1,0,0,0,0,0,0,0,0
17617,0,0,0,0,0,0,0,0,0,86,59,0
17618,0,0,3,1,0,0,0,0,0,0,0,0
17619,0,0,0,0,0,0,0,0,0,0,0,0
17620,0,0,0,0,53,0,0,0,0,0,0,0
17621,0,0,0,0,0,0,0,0,0,0,0,0
17622,0,0,0,0,0,0,0,0,0,0,0,0
17623,0,0,0,0,0,0,0,0,0,0,0,0
17624,0,0,0,0,0,0,0,0,0,0,58,0
17625,0,0,0,0,0,0,0,0,0,0,58,0
17626,0,0,0,0,50,0,0,0,0,89,0,0
17627,0,0,3,1,56,0,0,0,0,100,0,0
17628,0,0,0,0,0,0,0,0,0,0,0,0
17629,0,0,0,0,0,0,0,0,0,0,0,0
17630,0,0,0,0,0,0,0,0,0,0,0,0
17631,0,0,0,0,0,0,0,0,0,0,0,0
17632,0,0,0,0,0,0,0,0,0,0,0,0
17633,0,0,0,0,0,0,0,0,0,0,0,0
17634,0,0,0,0,0,0,100,100,0,0,0,0
17635,0,0,0,0,0,0,0,0,0,0,0,0
17636,0,0,1,1,0,0,0,0,0,0,0,0
17637,2,1,0,0,0,0,0,0,0,0,0,0
17638,2,1,0,0,45,0,0,0,0,0,0,0
17639,0,0,0,0,46,0,0,0,0,0,0,0
17640,0,0,0,0,49,0,0,0,0,0,61,0
17641,0,0,0,0,55,0,0,0,0,0,0,0
17642,0,0,0,0,0,0,0,0,0,0,97,0
17643,0,0,0,0,47,0,0,0,0,0,0,0
17644,0,0,0,0,0,0,0,0,0,0,0,0
17645,0,0,0,0,0,0,0,0,0,0,0,0
17646,0,0,0,0,0,0,0,0,0,0,0,0
17647,0,0,1,1,0,0,0,0,0,0,0,0
17648,0,0,0,0,0,0,0,0,0,0,0,0
17649,0,0,0,0,0,0,0,0,0,0,0,0
17650,0,0,0,0,48,0,0,0,0,0,0,0
17651,0,0,0,0,0,0,0,0,0,0,0,0
17652,0,0,0,0,0,0,0,0,0,91,0,0
17653,0,0,0,0,0,0,0,0,0,0,0,0
17654,0,0,0,0,51,0,0,0,0,0,0,0
17655,0,0,0,0,0,0,0,0,0,0,0,0
17656,0,0,0,0,0,0,0,0,0,0,0,0
17657,0,0,0,0,0,44,0,0,0,0,63,0
17658,0,0,0,0,46,0,0,0,0,0,0,0
17659,0,0,0,0,0,0,0,0,0,0,0,0
17660,0,0,0,0,0,0,0,0,0,0,0,0
17661,0,0,0,0,0,0,0,0,0,88,0,0
17662,0,0,0,0,0,0,0,0,0,0,70,0
17663,0,0,0,0,0,0,0,0,0,0,0,0
17664,0,0,0,0,0,0,0,0,0,0,0,0
17665,0,0,0,0,0,0,0,0,0,0,0,0
17666,0,0,0,0,96,0,0,0,0,0,0,0
17667,0,0,3,1,48,0,0,0,0,0,64,0
17668,0,0,1,1,0,0,0,0,0,0,0,0
17669,0,0,0,0,58,0,0,0,0,0,0,92
17670,3,1,0,0,82,0,0,0,0,0,100,0
17671,0,0,0,0,0,0,0,0,0,87,0,76
17672,0,0,0,0,0,0,0,0,0,0,0,0
17673,0,0,0,0,50,0,0,0,0,0,0,0
17674,0,0,0,0,0,0,0,0,0,0,0,0
17675,0,0,0,0,51,0,0,0,0,0,0,0
17676,0,0,0,0,0,0,0,0,0,0,0,0
17677,0,0,0,0,77,0,0,0,0,0,97,0
17678,0,0,0,0,0,0,0,0,0,0,62,0
17679,0,0,0,0,0,0,0,0,0,0,0,0
17680,0,0,0,0,0,0,0,0,0,0,0,0
17681,0,0,0,0,48,0,0,0,0,0,0,0
17682,0,0,0,0,0,0,0,0,0,0,0,0
17683,0,0,0,0,0,0,0,0,0,0,0,0
17684,0,0,0,0,0,0,0,0,0,0,0,0
17685,0,0,0,0,0,0,0,0,0,0,0,0
17686,0,0,0,0,0,0,0,0,0,0,61,76
17687,0,0,0,0,0,0,0,0,0,0,0,0
17688,0,0,0,0,0,0,0,0,0,0,0,0
17689,0,0,2,1,0,0,0,0,0,0,66,0
17690,0,0,0,0,0,0,0,0,0,0,0,0
17691,0,0,0,0,82,0,0,0,0,0,0,0
17692,0,0,0,0,0,0,0,0,0,0,0,0
17693,0,0,0,0,49,0,0,0,0,0,0,0
17694,0,0,11,1,0,0,0,0,0,0,0,0
17695,0,0,15,1,50,0,0,0,0,0,0,0
17696,0,0,1,1,0,0,0,0,0,0,0,0
17697,0,0,0,0,0,0,0,0,0,0,0,0
17698,0,0,0,0,0,0,0,0,0,0,0,0
17699,0,0,0,0,0,0,0,0,0,0,64,0
17700,0,0,0,0,48,0,0,0,0,0,0,0
17701,0,0,0,0,0,0,0,0,0,0,61,0
17702,0,0,2,1,46,0,0,0,0,0,0,0
17703,0,0,0,0,0,0,0,0,0,0,0,0
17704,0,0,0,0,53,0,0,0,0,0,0,0
17705,0,0,0,0,0,0,0,0,0,0,100,0
17706,0,0,0,0,0,0,0,0,0,0,0,0
17707,0,0,0,0,0,0,0,0,0,0,59,0
17708,0,0,0,0,0,0,0,0,0,0,0,0
17709,0,0,0,0,0,0,0,0,0,0,0,0
17710,0,0,4,1,0,0,0,0,0,0,0,0
17711,0,0,0,0,0,100,0,0,0,0,0,0
17712,0,0,0,0,0,0,0,0,0,0,98,0
17713,0,0,0,0,0,0,0,0,0,0,0,0
17714,0,0,0,0,0,0,0,0,0,0,0,0
17715,0,0,0,0,44,0,0,0,0,0,0,0
17716,0,0,0,0,0,0,0,0,0,0,0,0
17717,0,0,3,1,0,0,0,0,0,0,39,0
17718,0,0,0,0,0,0,0,0,0,0,0,0
17719,0,0,0,0,0,0,0,0,0,0,0,0
17720,0,0,0,0,42,0,0,0,0,0,0,0
17721,0,0,0,0,0,0,0,0,0,0,0,0
17722,0,0,0,0,0,0,0,0,0,0,0,0
17723,0,0,0,0,0,0,0,0,0,0,0,44
17724,0,0,0,0,0,0,0,0,0,0,0,0
17725,0,0,2,1,0,0,0,0,0,0,0,55
17726,0,0,0,0,0,0,0,0,0,0,0,0
17727,0,0,0,0,0,0,0,0,0,0,0,0
17728,0,0,0,0,0,0,0,0,0,0,0,0
17729,0,0,0,0,0,0,0,0,0,51,0,0
17730,0,0,0,0,41,79,0,0,0,0,33,0
17731,0,0,0,0,0,0,0,0,0,0,0,0
17732,0,0,0,0,0,0,0,0,0,0,0,0
17733,0,0,0,0,0,0,0,0,0,0,0,0
17734,0,0,0,0,42,0,0,0,0,0,0,44
17735,0,0,0,0,0,0,0,0,0,0,0,0
17736,0,0,0,0,0,0,0,0,0,0,0,0
17737,0,0,0,0,0,0,0,0,0,0,0,0
17738,0,0,1,1,0,0,0,0,0,0,0,0
17739,0,0,0,0,0,0,0,0,0,0,0,0
17740,0,0,0,0,0,0,0,0,0,0,0,0
17741,0,0,0,0,0,0,0,0,0,0,0,0
17742,0,0,0,0,0,0,0,0,0,0,0,0
17743,0,0,0,0,0,0,0,0,0,0,0,0
17744,0,0,0,0,0,0,0,0,0,0,0,0
17745,0,0,0,0,0,0,0,0,0,0,0,0
17746,0,0,0,0,0,0,0,0,0,0,0,0
17747,0,0,0,0,0,0,0,0,0,0,0,0
17748,0,0,0,0,0,0,0,0,0,0,0,0
17749,1,1,2,1,0,0,0,0,0,0,0,0
17750,0,0,0,0,0,0,0,0,0,51,0,0
17751,0,0,0,0,0,0,0,0,0,0,0,0
17752,0,0,0,0,0,83,0,0,0,52,34,0
17753,0,0,0,0,0,0,0,0,0,0,0,0
17754,0,0,0,0,0,0,100,100,0,0,100,0
17755,1,1,0,0,0,0,0,0,0,0,0,0
17756,1,1,0,0,0,0,0,0,0,0,0,0
17757,0,0,0,0,39,0,0,0,0,0,0,0
17758,0,0,0,0,0,0,0,0,0,0,0,0
17759,0,0,0,0,0,0,0,0,0,0,0,0
17760,0,0,1,1,45,0,0,0,0,0,37,0
17761,0,0,3,1,0,0,0,0,0,0,0,0
17762,0,0,0,0,0,0,0,0,0,0,32,0
17763,0,0,0,0,39,0,0,0,0,0,0,0
17764,0,0,0,0,0,0,0,0,0,0,0,0
17765,0,0,0,0,0,0,0,0,0,0,0,0
17766,2,1,0,0,0,0,0,0,0,0,0,0
17767,0,0,0,0,0,0,0,0,0,0,0,0
17768,0,0,0,0,0,0,0,0,0,0,47,0
17769,0,0,1,1,36,0,0,0,0,0,0,0
17770,0,0,0,0,0,0,0,0,0,0,32,0
17771,0,0,0,0,0,0,0,0,0,0,0,0
17772,0,0,0,0,0,0,0,0,0,0,0,0
17773,0,0,0,0,0,0,0,0,0,0,0,0
17774,0,0,0,0,46,0,0,0,0,0,0,0
17775,0,0,0,0,0,0,0,0,0,0,0,0
17776,0,0,0,0,0,0,0,0,0,0,0,0
17777,0,0,0,0,0,95,98,98,0,0,0,0
17778,0,0,0,0,0,0,0,0,0,0,76,0
17779,0,0,1,1,0,0,0,0,0,0,0,51
17780,0,0,0,0,52,94,100,100,0,0,0,0
17781,0,0,2,1,0,0,0,0,0,0,0,0
17782,0,0,0,0,0,0,0,0,0,0,50,0
17783,0,0,0,0,0,0,0,0,0,0,0,0
17784,0,0,1,1,0,0,0,0,0,0,0,0
17785,0,0,0,0,0,0,0,0,0,0,0,0
17786,0,0,0,0,0,0,0,0,0,0,0,0
17787,0,0,1,1,50,0,0,0,0,0,0,0
17788,0,0,3,1,53,0,0,0,0,0,0,0
17789,0,0,0,0,0,0,0,0,0,0,0,0
17790,0,0,2,1,0,0,0,0,0,0,0,0
17791,0,0,0,0,0,0,0,0,0,0,38,0
17792,0,0,4,1,48,0,0,0,0,0,0,0
17793,0,0,5,1,0,0,0,0,0,0,0,0
17794,0,0,2,1,0,0,0,0,0,0,0,0
17795,0,0,2,1,0,0,0,0,0,0,0,0
17796,0,0,2,1,85,0,0,0,0,0,0,0
17797,0,0,0,0,0,100,0,0,0,0,0,0
17798,0,0,0,0,0,0,0,0,0,0,0,0
17799,0,0,1,1,50,0,0,0,0,0,0,0
17800,0,0,0,0,0,0,0,0,0,0,40,0
17801,0,0,2,1,0,0,0,0,0,0,0,0
17802,0,0,3,1,0,0,0,0,0,0,0,0
17803,0,0,1,1,0,0,0,0,0,0,0,0
17804,2,1,0,0,54,0,0,0,0,0,0,0
17805,0,0,1,1,0,0,0,0,0,0,0,0
17806,0,0,0,0,0,0,0,0,0,0,0,0
17807,0,0,0,0,0,0,0,0,0,0,0,0
17808,0,0,3,1,0,0,0,0,0,0,0,0
17809,0,0,0,0,0,0,0,0,0,0,0,0
17810,0,0,0,0,87,0,0,0,0,0,0,0
17811,2,1,1,1,0,0,0,0,0,0,0,0
17812,0,0,0,0,0,0,0,0,0,0,0,0
17813,0,0,0,0,49,0,0,0,0,0,40,0
17814,0,0,5,1,0,0,0,0,0,0,0,0
17815,0,0,1,1,0,0,0,0,0,0,0,0
17816,0,0,0,0,0,0,0,0,0,0,0,0
17817,0,0,0,0,0,0,0,0,0,100,0,0
17818,0,0,0,0,0,0,0,0,0,0,0,0
17819,0,0,0,0,0,0,0,0,0,0,0,0
17820,0,0,0,0,0,0,0,0,0,0,0,0
17821,0,0,0,0,47,0,83,83,0,0,0,0
17822,0,0,0,0,100,0,0,0,0,0,0,0
17823,0,0,0,0,0,0,0,0,0,0,0,0
