date,bomb,assassination,attacks,deaths,fata,govt,business,private,attacksafg,nonfata,assault,kidnapping,crit1in7,crit2in7,crit3in7,attacksisrael,attrel,attnonrel,attsep,attacksiraq,w_total,a_reltargeted,severe,leadarrest,dumarrest
18900,0,0,2,0,0,0,0,2,0,2,0,2,2.714286,2.714286,2.714286,0,1,0,0,5,4,1,0,11,1
18901,0,0,2,1,0,2,0,0,4,2,2,0,2.571429,2.571429,2.571429,0,0,0,0,1,4,0,0.5,1,1
18902,1,0,1,0,0,0,1,0,0,1,0,0,2.857143,2.857143,2.857143,0,0,0,0,5,7,0,0,15,1
18903,0,0,1,1,0,1,0,0,1,1,1,0,2.857143,2.857143,2.857143,1,0,0,0,4,7,0,1,15,1
18904,1,0,3,14,1,1,1,1,2,2,1,0,2.571429,2.571429,2.571429,0,2,0,0,2,7,1,4.666667,11,1
18905,1,0,2,1,0,1,0,1,0,2,1,0,2.857143,2.857143,2.857143,0,0,0,0,3,7,0,0.5,7,1
18906,2,0,5,4,1,2,1,1,3,4,2,0,2.571429,2.428571,2.571429,0,0,0,0,2,7,0,0.8,19,1
18907,1,0,5,4,1,3,0,0,3,4,3,0,2.571429,2.428571,2.571429,0,0,0,0,4,7,0,0.8,12,1
18908,0,0,1,2,0,1,0,0,1,1,1,0,2.571429,2.428571,2.571429,0,0,0,0,2,7,0,2,8,1
18909,2,0,3,3,0,1,0,2,0,3,1,0,2.142857,2,2.142857,0,0,0,0,3,5,0,1,18,1
18910,0,0,1,2,0,0,0,1,3,1,1,0,2.714286,2.714286,2.857143,0,0,0,0,4,5,0,2,10,1
18911,1,0,1,1,1,0,0,1,1,0,0,0,3.714286,3.714286,3.857143,0,0,0,0,3,5,0,1,16,1
18912,2,0,4,3,2,1,0,3,2,2,2,0,3.571429,3.428571,3.714286,0,0,0,0,6,6,0,0.75,14,1
18913,0,0,3,2,1,1,0,1,0,2,1,1,3.285714,3.285714,3.428571,0,1,0,0,2,5,1,0.6666667,14,1
18914,1,1,5,5,0,3,1,0,0,5,3,0,2.714286,2.714286,2.857143,0,0,1,1,0,5,0,1,11,1
18915,1,0,1,0,0,1,0,0,1,1,0,0,2.714286,2.714286,2.857143,0,0,0,0,3,5,0,0,5,1
18916,0,0,0,0,0,0,0,0,2,0,0,0,2.714286,2.714286,2.857143,0,0,0,0,0,5,0,,8,1
18917,0,0,6,15,1,1,1,3,2,5,5,1,2.428571,2.285714,2.428571,0,1,0,0,3,5,1,2.5,15,1
18918,8,0,8,5,4,2,0,2,1,4,0,0,1.714286,1.571429,1.714286,0,0,0,0,0,5,0,0.625,20,1
18919,2,0,3,1,0,1,1,0,0,3,1,0,1.571429,1.571429,1.714286,0,0,0,0,4,4,0,0.3333333,13,1
18920,0,0,1,1,0,1,0,0,0,1,1,0,2,2,2.142857,0,0,0,0,1,7,0,1,14,1
18921,1,0,1,2,1,0,0,1,0,0,0,0,2,2,2.142857,0,1,0,0,1,7,1,2,6,1
18922,0,0,1,0,0,1,0,0,2,1,1,0,2,2,2.142857,0,0,0,0,2,7,0,0,13,1
18923,0,0,0,0,0,0,0,0,2,0,0,0,2.428571,2.285714,2.571429,0,0,0,0,5,7,0,,8,1
18924,0,0,3,3,0,1,0,2,1,3,2,1,2.285714,2.142857,2.428571,0,0,0,0,5,7,0,1,8,1
18925,0,1,3,1,0,1,1,1,1,3,1,0,2.142857,2,2.285714,0,0,0,0,6,7,0,0.3333333,14,1
18926,2,0,3,2,1,1,0,2,0,2,0,1,2.285714,2.285714,2.428571,0,2,0,0,9,7,1,0.6666667,14,1
18927,4,0,4,0,0,1,2,1,1,4,0,0,2.285714,2.428571,2.571429,0,1,0,0,5,9,1,0,16,1
18928,1,0,1,0,0,0,1,0,2,1,0,0,2.285714,2.714286,2.857143,0,0,0,0,0,9,0,0,6,1
18929,0,0,1,1,0,0,0,1,3,1,1,0,2.714286,3.285714,3.285714,2,0,0,0,3,12,0,1,8,1
18930,1,1,3,2,1,1,1,0,0,2,1,0,2.428571,3.142857,3,1,0,0,0,5,11,0,0.6666667,9,1
18931,0,1,2,1,0,2,0,0,2,2,1,0,2.857143,3.571429,3.428571,0,1,0,0,4,11,1,0.5,13,1
18932,0,0,2,0,1,2,0,0,5,1,0,1,2.571429,3.285714,3.142857,0,2,0,0,1,11,0,0,11,1
18933,2,0,4,0,1,1,1,2,2,3,1,1,2.428571,3,2.857143,0,2,0,0,5,10,0,0,15,1
18934,2,0,5,2,1,2,1,2,1,4,2,1,2.142857,2.571429,2.428571,0,4,0,0,7,8,0,0.4,15,1
18935,0,0,3,3,0,0,0,3,1,3,3,0,2.428571,2.571429,2.428571,0,2,0,0,1,8,0,1,5,1
18936,4,0,5,7,1,2,0,2,2,4,1,0,2.428571,2.428571,2.428571,0,3,0,0,11,8,1,1.4,13,1
18937,0,1,1,3,1,0,0,1,6,0,0,0,3,3,3,0,1,0,0,3,10,0,3,5,1
18938,5,0,5,5,3,4,0,1,2,2,0,0,3.571429,3.428571,3.142857,0,4,0,0,2,9,1,1,5,1
18939,0,0,0,0,0,0,0,0,2,0,0,0,4.285714,4.285714,3.857143,0,0,0,0,7,9,0,,4,1
18940,1,0,2,0,2,2,0,0,3,0,1,0,4.428571,4.428571,4,0,2,0,0,5,10,0,0,9,1
18941,1,0,2,5,0,0,0,2,4,2,1,0,4.714286,4.714286,4.142857,0,1,0,0,1,10,0,2.5,12,1
18942,2,0,3,1,0,1,1,1,2,3,1,0,5,5,4.142857,0,2,0,0,3,10,1,0.3333333,12,1
18943,4,0,4,7,1,4,0,0,7,3,0,0,5.428571,5.428571,4.428571,0,1,1,1,4,10,0,1.75,12,1
18944,5,0,5,6,1,4,0,1,3,4,0,0,5.428571,5.571429,4.428571,0,4,0,0,10,8,0,1.2,8,1
18945,4,0,9,9,4,3,1,5,7,5,2,0,4.285714,4.571429,3.714286,0,6,0,0,12,8,0,1,15,1
18946,3,0,6,24,1,3,0,2,3,5,3,0,4.428571,4.571429,3.857143,0,4,0,0,9,9,0,4,6,1
18947,2,0,3,11,1,2,0,1,3,2,1,0,4.285714,4.428571,3.714286,0,0,0,0,12,8,0,3.666667,13,1
18948,4,0,4,0,0,2,2,0,3,4,0,0,3.857143,4,3.428571,0,0,0,0,9,8,0,0,11,1
18949,2,0,5,3,2,4,0,1,2,3,1,0,3.285714,3.428571,3.142857,0,2,0,0,5,9,0,0.6,9,1
18950,6,0,7,5,1,3,0,3,1,6,1,0,2.428571,2.714286,2.571429,0,4,0,0,2,9,0,0.7142857,11,1
18951,3,0,6,3,1,3,1,2,5,5,1,1,2.428571,2.714286,2.714286,0,2,0,0,13,11,1,0.5,9,1
18952,1,0,1,0,1,1,0,0,3,0,0,0,2.428571,2.714286,2.714286,0,1,0,0,4,11,0,0,6,1
18953,4,0,6,2,2,2,3,0,2,4,1,0,2,2.285714,2.285714,0,4,0,0,4,9,0,0.3333333,20,1
18954,2,0,2,1,1,2,0,0,1,1,0,0,2,2.285714,2.142857,0,2,0,0,1,9,0,0.5,10,1
18955,1,0,1,0,1,1,0,0,2,0,0,0,2.142857,2.428571,2.285714,0,0,0,0,10,10,0,0,6,1
18956,1,0,1,6,1,0,0,0,5,0,0,0,2.428571,2.714286,2.285714,0,1,0,0,8,12,0,6,8,1
18957,0,0,2,0,0,1,0,1,1,2,1,0,2.285714,2.428571,2,0,2,0,0,13,12,0,0,3,1
18958,3,0,6,5,0,3,0,3,2,6,3,0,1.857143,1.857143,1.285714,0,3,0,0,10,10,0,0.8333333,11,1
18959,1,0,1,0,1,1,0,0,4,0,0,0,2,2,1.428571,0,0,0,0,4,10,0,0,10,1
18960,2,0,3,4,1,0,0,2,1,2,1,0,2.714286,2.714286,2.142857,0,1,0,0,11,8,0,1.333333,12,1
18961,0,1,2,19,1,1,0,1,0,1,1,0,2.428571,2.428571,2,0,1,0,0,5,7,1,9.5,12,1
18962,1,0,2,4,0,2,0,0,1,2,1,0,2.428571,2.428571,2,0,0,0,0,6,6,0,2,23,1
18963,3,0,3,15,0,2,0,1,5,3,0,0,2.428571,2.428571,2.285714,0,2,0,0,6,8,2,5,27,1
18964,0,0,0,0,0,0,0,0,1,0,0,0,3.571429,3.571429,3.428571,0,0,0,0,6,9,0,,3,1
18965,2,0,2,0,1,1,0,1,1,1,0,0,3.571429,3.571429,3.571429,0,0,0,0,5,9,0,0,13,1
18966,2,0,2,0,0,2,0,0,1,2,0,0,3.428571,3.428571,3.428571,0,0,1,1,12,9,0,0,9,1
18967,8,0,8,0,0,4,1,3,4,8,0,0,2.571429,2.571429,2.428571,0,2,0,0,10,9,0,0,24,1
18968,0,0,0,0,0,0,0,0,2,0,0,0,2.571429,2.571429,2.428571,0,0,0,0,5,9,0,,12,1
18969,1,1,2,1,0,2,0,0,1,2,0,0,2.285714,2.285714,2.142857,0,2,0,0,2,9,1,0.5,13,1
18970,3,0,3,6,1,3,0,0,2,2,0,0,2.142857,2.142857,1.857143,0,2,0,0,0,5,2,2,13,1
18971,3,0,8,4,2,3,0,2,3,6,3,1,1.571429,1.571429,1.142857,0,3,0,0,7,4,2,0.5,14,1
18972,0,0,2,1,0,2,0,0,1,2,0,0,1.285714,1.285714,0.8571429,0,1,0,0,6,4,1,0.5,15,1
18973,0,0,1,5,0,1,0,0,2,1,0,1,1.285714,1.285714,0.8571429,0,0,0,0,1,4,0,5,19,1
18974,2,0,2,7,1,1,0,1,3,1,0,0,1.285714,1.285714,1,0,1,0,0,3,4,0,3.5,24,1
18975,0,0,0,0,0,0,0,0,2,0,0,0,1.857143,1.857143,1.571429,0,0,0,0,8,5,0,,18,1
18976,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1.714286,0,0,0,0,4,5,0,,17,1
18977,0,0,2,2,1,1,0,1,1,1,2,0,2.285714,2.285714,2.142857,0,1,0,0,3,7,1,1,11,1
18978,3,1,4,5,1,3,0,1,2,3,0,0,2,2,1.857143,0,1,0,0,3,8,1,1.25,7,1
18979,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1.857143,0,0,0,0,4,8,0,,11,1
18980,0,0,1,1,0,0,0,0,1,1,1,0,2.285714,2.285714,2.142857,0,0,0,0,7,10,0,1,16,1
18981,2,0,2,0,0,2,0,0,0,2,0,0,2.428571,2.428571,2.285714,0,2,0,0,3,10,2,0,8,1
18982,4,0,4,1,2,1,1,2,2,2,0,0,2,2,1.857143,0,1,0,0,5,9,0,0.25,11,1
18983,1,0,1,0,1,1,0,0,3,0,0,0,2,2,1.857143,0,0,0,0,18,9,0,0,14,1
18984,2,0,4,2,3,3,0,1,0,1,0,2,2,2.142857,2,0,2,0,0,2,8,2,0.5,15,1
18985,1,0,2,9,0,2,0,0,0,2,1,0,2.142857,2.285714,2.142857,0,1,0,0,4,9,1,4.5,9,1
18986,0,0,0,0,0,0,0,0,2,0,0,0,3,3.142857,2.857143,0,0,0,0,4,13,0,,13,1
18987,1,2,3,3,0,1,0,1,0,3,0,0,3.142857,3.285714,2.714286,0,2,0,0,1,14,2,1,17,1
18988,0,1,3,3,0,1,0,1,1,3,2,0,3.428571,3.571429,3,0,1,0,0,4,14,1,1,19,1
18989,0,0,1,0,0,1,0,0,1,1,0,1,3.857143,4,3.428571,0,0,0,0,3,15,0,0,18,1
18990,0,1,1,1,1,0,0,1,5,0,0,0,4.714286,4.857143,4.285714,0,0,0,0,2,15,0,1,9,1
18991,3,0,5,17,1,3,0,1,3,4,1,0,4.714286,4.714286,4.142857,0,2,1,1,1,14,0,3.4,17,1
18992,3,0,3,6,3,1,0,2,0,0,0,0,4.428571,4.571429,4,0,1,0,0,2,14,1,2,11,1
18993,4,1,6,7,2,1,1,3,3,4,0,1,4,4.142857,3.571429,0,0,1,1,4,14,0,1.166667,11,1
18994,2,0,4,15,2,3,1,0,9,2,2,0,3.428571,3.571429,3.285714,0,0,0,0,3,10,0,3.75,24,1
18995,5,0,5,7,2,2,0,2,5,3,0,0,3.142857,3.285714,3,0,1,0,0,11,11,1,1.4,14,1
18996,3,0,4,5,1,2,0,2,4,3,1,0,3.714286,3.857143,3.285714,0,0,0,0,9,10,0,1.25,19,1
18997,4,1,7,6,2,2,0,3,4,5,1,1,3.857143,4,3,0,3,0,0,6,10,3,0.8571429,14,1
18998,2,1,4,1,1,2,1,1,6,3,0,1,3.857143,4,2.857143,0,0,0,0,11,12,0,0.25,22,1
18999,1,1,2,0,1,2,0,0,2,1,0,0,4.142857,4.142857,3,0,0,0,0,8,13,0,0,6,1
19000,1,0,3,2,1,3,0,0,4,2,2,0,4,4,3,0,0,0,0,12,12,0,0.6666667,9,1
19001,0,0,0,0,0,0,0,0,2,0,0,0,4.857143,4.857143,3.714286,0,0,0,0,8,14,0,,19,1
19002,1,1,3,37,0,0,0,1,9,3,1,0,4.714286,4.714286,3.571429,0,1,0,0,5,13,1,12.33333,20,1
19003,6,0,8,30,2,3,1,4,2,6,2,0,3.714286,3.714286,2.857143,0,0,2,2,3,11,0,3.75,24,1
19004,4,0,8,24,2,5,1,2,4,6,4,0,3.142857,3.142857,2.714286,0,0,0,0,5,13,0,3,22,1
19005,2,0,4,2,0,3,0,1,3,4,2,0,3.428571,3.428571,2.857143,0,0,0,0,6,11,0,0.5,10,1
19006,3,0,3,8,1,3,0,0,4,2,0,0,4.285714,4.285714,3.142857,0,1,0,0,3,13,1,2.666667,14,1
19007,1,0,2,19,0,0,0,2,1,2,1,0,4,4,2.857143,0,0,0,0,9,13,0,9.5,9,1
19008,3,0,6,13,0,4,0,2,2,6,3,0,4.285714,4.285714,3.142857,0,0,0,0,5,14,0,2.166667,15,1
19009,0,1,2,3,0,0,0,0,3,2,0,0,4.285714,4.285714,3,0,2,0,0,7,14,1,1.5,11,1
19010,0,0,1,0,0,1,0,0,3,1,1,0,5,5,3.571429,0,0,0,0,8,16,0,0,7,1
19011,3,0,4,2,0,2,1,0,3,4,0,1,5,5,3.285714,0,2,0,0,7,14,1,0.5,20,1
19012,5,0,6,4,3,4,0,0,4,3,1,0,4.428571,4.428571,2.714286,0,0,0,0,1,14,0,0.6666667,14,1
19013,8,0,9,4,7,7,0,2,7,2,1,0,3.714286,3.714286,2.571429,0,0,0,0,2,11,0,0.4444444,14,1
19014,0,0,0,0,0,0,0,0,1,0,0,0,4.142857,4.142857,2.857143,0,0,0,0,2,11,0,,10,1
19015,6,0,8,1,3,4,1,3,1,5,1,1,3,3,1.857143,0,0,0,0,6,10,0,0.125,21,1
19016,1,0,2,10,2,2,0,0,1,0,1,0,4.142857,4.142857,2.428571,0,0,0,0,13,10,0,5,16,1
19017,0,1,6,23,1,3,1,1,2,5,4,0,4,4,2.428571,0,2,0,0,2,13,1,3.833333,10,1
19018,0,0,4,27,2,4,0,0,2,2,4,0,3.857143,3.857143,2.428571,0,0,1,1,10,13,0,6.75,11,1
19019,2,0,2,1,0,2,0,0,3,2,0,0,4.857143,4.857143,3.428571,0,0,1,1,3,15,0,0.5,9,1
19020,3,0,4,5,1,3,0,1,1,3,1,0,4.571429,4.571429,3.285714,0,0,0,0,7,16,0,1.25,11,1
19021,1,0,3,6,1,2,0,0,0,2,2,0,4.285714,4.285714,3,0,0,0,0,5,16,0,2,23,1
19022,0,0,0,0,0,0,0,0,2,0,0,0,4.571429,4.571429,3.285714,0,0,0,0,6,16,0,,20,1
19023,1,0,10,67,1,7,1,1,2,9,6,2,3.571429,3.571429,3,0,3,4,4,6,14,2,6.7,21,1
19024,3,1,5,5,0,0,2,2,3,5,1,0,3.571429,3.571429,2.857143,0,1,0,0,4,14,0,1,21,1
19025,1,0,3,4,1,3,0,0,3,2,2,0,3.285714,3.285714,2.571429,0,1,0,0,4,13,1,1.333333,20,1
19026,5,1,9,34,5,5,0,3,2,4,2,1,2.571429,2.571429,2,0,4,0,0,0,11,2,3.777778,23,1
19027,2,0,2,2,0,2,0,0,4,2,0,0,2.857143,2.857143,2.285714,0,0,0,0,6,11,0,1,9,1
19028,0,0,1,1,1,1,0,0,5,0,1,0,3,3,2.428571,0,1,0,0,3,12,1,1,7,1
19029,2,0,2,0,0,2,0,0,0,2,0,0,3,3,2.428571,0,0,0,0,3,14,0,0,24,1
19030,3,0,3,2,0,0,1,1,1,3,0,0,2.714286,2.714286,2.142857,0,0,0,0,10,14,0,0.6666667,26,1
19031,3,1,5,5,2,4,0,1,3,3,0,1,2.285714,2.428571,1.857143,0,0,0,0,5,11,0,1,21,1
19032,0,0,1,1,1,1,0,0,2,0,0,1,3,3.142857,2.714286,0,1,0,0,1,12,1,1,22,1
19033,2,0,4,3,1,3,0,1,6,3,1,0,3.428571,3.571429,3,0,0,0,0,1,13,0,0.75,22,1
19034,4,0,4,9,3,1,0,2,5,1,0,0,3.285714,3.428571,2.714286,0,0,0,0,4,14,0,2.25,18,1
19035,2,0,2,28,0,2,0,0,5,2,0,0,3.428571,3.571429,3,0,0,0,0,5,15,0,14,12,1
19036,1,0,2,4,0,2,0,0,2,2,1,0,3.285714,3.428571,2.857143,0,0,2,2,4,13,0,2,18,1
19037,0,0,1,7,0,0,0,1,1,1,1,0,3.714286,3.857143,3.285714,0,0,1,1,4,13,0,7,14,1
19038,1,0,3,2,2,1,0,2,0,1,1,1,4,4,3.428571,0,2,0,0,5,13,2,0.6666667,19,1
19039,6,0,6,5,0,2,1,1,0,6,0,0,3.571429,3.571429,3,0,1,0,0,3,10,1,0.8333333,29,1
19040,7,0,7,45,3,3,0,1,0,4,0,0,3.714286,3.714286,3.142857,0,1,0,0,2,11,0,6.428571,22,1
19041,2,0,3,3,1,3,0,0,0,2,1,0,5.285714,5.285714,4.857143,0,0,1,1,0,11,0,1,16,1
19042,2,0,3,18,3,0,0,0,4,0,1,0,5.571429,5.571429,4.857143,0,2,0,0,7,10,0,6,13,1
19043,1,0,1,0,0,1,0,0,3,1,0,0,5.714286,5.714286,4.857143,0,0,0,0,2,10,0,0,22,1
19044,3,0,4,1,1,3,0,1,5,3,0,0,6.428571,6.428571,5.571429,0,0,0,0,0,12,0,0.25,19,1
19045,3,0,4,7,2,2,0,2,0,2,1,0,6.714286,6.714286,6,0,0,0,0,0,10,0,1.75,18,1
19046,3,0,3,27,0,2,1,0,1,3,0,0,7,7,6.142857,0,1,0,0,32,10,1,9,15,1
19047,6,0,8,19,3,6,0,2,1,5,2,0,6.428571,6.428571,5.714286,0,1,0,0,1,10,0,2.375,21,1
19048,14,0,14,3,0,13,0,1,3,14,0,0,5,5,4.285714,0,0,12,12,0,12,0,0.2142857,8,1
19049,5,0,5,4,2,5,0,0,7,3,0,0,4.428571,4.428571,4,0,0,1,1,3,11,0,0.8,17,1
19050,1,0,2,16,0,1,0,1,8,2,1,0,4.714286,4.714286,4.142857,0,1,0,0,1,12,1,8,10,1
19051,6,0,9,22,0,5,1,3,1,9,3,0,3.857143,3.857143,3,0,2,0,0,6,11,2,2.444444,15,1
19052,3,0,6,3,2,2,1,2,3,4,1,2,4.142857,4.142857,3.285714,0,0,0,0,4,9,0,0.5,25,1
19053,4,0,5,3,0,4,1,0,3,5,1,0,3.571429,3.571429,2.857143,0,0,0,0,1,9,0,0.6,12,1
19054,2,0,4,58,3,2,0,0,3,1,2,0,3.857143,3.857143,3.142857,0,2,0,0,2,10,2,14.5,16,1
19055,2,1,4,2,0,1,1,1,2,4,1,0,3.857143,3.857143,2.857143,0,1,1,1,4,10,1,0.5,6,1
19056,1,0,1,1,0,1,0,0,4,1,0,0,4,4,2.857143,0,1,0,0,6,9,1,1,16,1
19057,2,1,4,6,0,2,0,2,2,4,1,0,3.714286,3.714286,2.857143,0,0,0,0,5,10,0,1.5,24,1
19058,2,0,3,8,1,2,0,1,6,2,1,0,4.714286,4.714286,4,0,0,0,0,6,10,0,2.666667,20,1
19059,6,0,8,5,0,2,1,5,7,8,1,1,4.571429,4.571429,3.857143,0,1,0,0,12,10,0,0.625,23,1
19060,1,0,1,0,0,1,0,0,3,1,0,0,4.714286,4.714286,4,0,0,0,0,4,10,0,0,13,1
19061,2,1,6,18,3,4,0,1,3,3,1,2,5.285714,5.285714,4.571429,1,2,0,0,0,10,2,3,35,1
19062,1,0,4,54,2,2,0,1,1,2,3,0,6,6,5.285714,1,1,0,0,0,12,1,13.5,5,1
19063,2,0,2,19,1,2,0,0,6,1,0,0,6.428571,6.428571,5.428571,1,2,0,0,3,14,2,9.5,27,1
19064,2,0,2,2,1,1,0,1,0,1,0,0,6.142857,6.142857,5.142857,0,0,0,0,2,14,0,1,11,1
19065,5,2,10,12,5,6,1,1,2,5,2,0,5.285714,5.285714,4.428571,0,2,0,0,5,13,2,1.2,24,1
19066,5,0,7,12,2,4,1,1,5,5,2,0,4.857143,4.857143,3.857143,0,1,0,0,2,11,1,1.714286,14,1
19067,1,1,2,2,0,2,0,0,5,2,0,0,5.142857,5.142857,4.142857,0,1,0,0,0,10,1,1,16,1
19068,7,1,10,2,3,7,0,2,0,7,1,1,4.857143,4.857143,3.714286,0,0,0,0,0,11,0,0.2,15,1
19069,5,0,9,10,2,5,1,2,3,7,2,2,4.285714,4.285714,3.285714,0,1,1,1,0,9,1,1.111111,21,1
19070,3,1,5,6,3,4,0,0,7,2,1,0,3.857143,3.857143,3.285714,0,0,0,0,0,10,0,1.2,14,1
19071,0,0,0,0,0,0,0,0,2,0,0,0,4,4,3.428571,0,0,0,0,8,10,0,,16,1
19072,1,0,4,2,1,2,0,0,4,3,0,1,3.714286,3.714286,3.142857,0,0,0,0,18,9,0,0.5,20,1
19073,2,0,4,3,1,4,0,0,4,3,1,0,3.714286,3.714286,3.285714,0,0,0,0,9,10,0,0.75,19,1
19074,3,0,4,1,0,4,0,0,2,4,1,0,3.571429,3.571429,3.142857,0,0,0,0,2,10,0,0.25,14,1
19075,6,0,8,21,4,6,0,0,3,4,0,2,2.857143,2.857143,2.571429,0,2,1,1,1,8,2,2.625,16,1
19076,0,0,5,18,1,1,0,1,4,4,4,1,2.285714,2.285714,2.142857,0,1,0,0,3,7,1,3.6,11,1
19077,1,0,2,0,0,1,0,0,4,2,0,1,2.428571,2.428571,2.285714,0,1,0,0,1,9,1,0,12,1
19078,0,0,1,1,0,0,1,0,6,1,1,0,2.857143,2.857143,2.571429,0,0,0,0,1,9,0,1,14,1
19079,1,1,2,2,0,0,0,1,1,2,0,0,3.857143,3.857143,3.285714,0,0,0,0,2,11,0,1,11,1
19080,2,1,4,2,0,3,0,1,3,4,1,0,3.857143,3.857143,3.285714,0,0,0,0,1,13,0,0.5,17,1
19081,1,0,3,8,0,2,0,1,2,3,2,0,4.142857,4.142857,3.428571,0,1,1,1,1,14,0,2.666667,16,1
19082,2,0,3,23,1,3,0,0,5,2,0,0,4.285714,4.285714,3.714286,0,1,0,0,1,16,1,7.666667,18,1
19083,1,0,1,0,0,1,0,0,7,1,0,0,4.428571,4.428571,3.714286,0,0,0,0,1,16,0,0,1,1
19084,3,0,3,0,0,1,0,2,3,3,0,0,4.428571,4.428571,3.428571,0,0,1,1,0,14,0,0,12,1
19085,2,1,4,19,2,3,0,0,9,2,0,1,4,4,3.142857,0,1,0,0,0,14,1,4.75,11,1
19086,3,1,9,19,3,2,0,6,5,6,3,2,2.714286,2.714286,2.142857,0,0,0,0,1,12,0,2.111111,14,1
19087,3,1,4,8,0,2,0,2,7,4,0,0,2.428571,2.428571,1.714286,1,0,0,0,5,12,0,2,15,1
19088,2,1,5,12,0,3,1,1,5,5,1,1,2.142857,2.142857,1.571429,0,1,0,0,2,11,1,2.4,20,1
19089,2,1,4,4,1,1,0,2,7,3,1,0,1.857143,1.857143,1.285714,0,0,0,0,0,10,0,1,17,1
19090,1,0,2,2,0,1,0,0,5,2,1,0,2.428571,2.428571,2,0,0,0,0,2,8,0,1,16,1
19091,1,0,3,6,2,2,0,0,3,1,2,0,2.428571,2.428571,2.142857,0,0,0,0,1,8,0,2,20,1
19092,0,0,1,6,0,0,0,1,2,1,1,0,3,3,2.714286,0,1,0,0,5,8,0,6,13,1
19093,0,0,0,0,0,0,0,0,6,0,0,0,3.142857,3.142857,2.857143,0,0,0,0,1,8,0,,21,1
19094,0,0,2,5,0,1,0,0,3,2,2,0,3.285714,3.285714,3,0,0,0,0,3,9,0,2.5,21,1
19095,0,0,3,3,0,0,1,2,6,3,2,1,3.428571,3.428571,3.142857,0,0,0,0,2,7,0,1,12,1
19096,1,0,2,1,0,0,1,1,10,2,1,0,3.285714,3.285714,3,0,0,0,0,0,7,0,0.5,20,1
19097,2,0,6,10,0,2,1,2,6,6,4,0,3.285714,3.285714,2.714286,0,3,0,0,5,8,0,1.666667,8,1
19098,0,0,3,2,3,3,0,0,24,0,3,0,3.714286,3.714286,3.285714,0,3,0,0,6,10,3,0.6666667,22,1
19099,3,0,5,2,0,2,0,2,5,5,2,0,3,3,2.571429,0,2,0,0,2,10,0,0.4,24,1
19100,0,0,1,3,0,0,1,0,7,1,1,0,3.285714,3.285714,2.857143,0,0,0,0,7,10,0,3,32,1
19101,1,0,3,0,0,3,0,0,2,3,2,0,3,3,2.714286,0,0,0,0,7,10,0,0,30,1
19102,3,0,4,1,1,2,0,1,1,3,1,0,2.571429,2.571429,2.285714,0,0,0,0,43,10,0,0.25,16,1
19103,1,0,1,0,0,1,0,0,0,1,0,0,3.285714,3.285714,3,0,1,0,0,0,11,0,0,11,1
19104,5,0,6,3,1,3,0,1,2,5,1,0,2.571429,2.571429,2.571429,0,0,0,0,5,10,0,0.5,5,1
19105,6,0,6,4,0,2,1,1,4,6,0,0,2.142857,2.142857,2.142857,0,1,0,0,5,9,0,0.6666667,14,1
19106,0,0,0,0,0,0,0,0,0,0,0,0,2.857143,2.857143,2.857143,0,0,0,0,3,9,0,,18,1
19107,3,0,3,5,0,3,0,0,5,3,0,0,2.857143,2.857143,2.857143,0,1,1,1,3,9,0,1.666667,21,1
19108,1,0,1,0,0,1,0,0,8,1,0,0,6.714286,6.714286,6.714286,0,0,0,0,5,11,0,0,15,1
19109,1,0,1,1,0,0,0,1,8,1,0,0,7.142857,7.142857,7,0,0,0,0,5,10,0,1,13,1
19110,4,1,6,2,1,5,0,0,5,5,1,0,7.142857,7.142857,7,0,0,0,0,0,9,0,0.3333333,28,1
19111,1,0,1,2,1,0,0,0,6,0,0,0,7.142857,7.285714,7.142857,0,0,0,0,3,9,0,2,20,1
19112,3,0,3,1,0,3,0,0,3,3,0,0,7.571429,7.714286,7.428571,0,0,0,0,5,9,0,0.3333333,16,1
19113,5,0,5,3,0,5,0,0,6,5,0,0,7.142857,7.285714,6.857143,0,0,0,0,5,9,0,0.6,21,1
19114,2,0,3,6,0,2,1,0,2,3,1,0,7.285714,7.428571,7,0,2,0,0,1,11,1,2,20,1
19115,27,0,28,1,0,3,23,1,4,28,0,0,3.714286,3.857143,3.428571,0,0,21,21,4,9,0,0.0357143,26,1
19116,4,0,4,5,2,2,1,1,10,2,0,0,4,4.142857,3.714286,0,0,0,0,0,9,0,1.25,27,1
19117,6,0,6,22,2,4,1,0,6,4,0,0,3.857143,4,3.571429,0,1,0,0,2,8,1,3.666667,21,1
19118,1,0,2,3,0,1,0,0,4,2,1,0,4,4,3.571429,0,0,0,0,2,8,0,1.5,17,1
19119,3,0,6,16,5,5,0,0,7,1,3,0,4.571429,4.571429,4.142857,0,1,0,0,0,8,1,2.666667,29,1
19120,2,0,2,4,1,1,1,0,7,1,0,0,5.285714,5.285714,4.857143,0,0,0,0,4,9,0,2,16,1
19121,2,1,4,1,0,3,0,0,5,4,1,0,5.571429,5.571429,5.142857,0,1,0,0,2,11,0,0.25,31,1
19122,2,0,3,0,0,1,0,1,5,3,1,0,6.285714,6.285714,5.857143,0,3,0,0,4,13,3,0,21,1
19123,5,0,6,3,0,4,0,1,8,6,1,0,6.571429,6.571429,6.285714,0,0,0,0,0,13,0,0.5,15,1
