date,bomb,assassination,attacks,deaths,fata,govt,business,private,attacksafg,nonfata,assault,kidnapping,crit1in7,crit2in7,crit3in7,attacksisrael,attrel,attnonrel,attsep,attacksiraq,w_total,a_reltargeted,severe,leadarrest,dumarrest
17708,0,0,8,0,0,8,0,0,0,8,0,0,2,2,2,0,0,0,0,3,5,0,0,2,1
17709,0,0,4,5,0,1,1,2,0,4,3,0,1.428571,1.428571,1.428571,0,0,0,0,6,5,0,1.25,2,1
17710,0,0,4,2,1,3,0,1,3,3,1,1,1.571429,1.571429,1.571429,0,2,0,0,1,4,2,0.5,0,0
17711,1,0,1,0,0,0,1,0,2,1,0,0,1.428571,1.428571,1.428571,0,0,0,0,2,4,0,0,3,1
17712,2,0,4,9,0,2,0,2,3,4,0,2,1,1,1,0,0,0,0,2,3,0,2.25,4,1
17713,0,0,0,0,0,0,0,0,0,0,0,0,1.857143,1.857143,1.857143,1,0,0,0,8,4,0,,4,1
17714,1,0,1,0,0,0,1,0,3,1,0,0,1.714286,1.857143,1.857143,0,0,0,0,9,4,0,0,0,0
17715,0,0,0,0,0,0,0,0,1,0,0,0,1.857143,2,2,1,0,0,0,4,6,0,,1,1
17716,0,0,0,0,0,0,0,0,0,0,0,0,2.428571,2.571429,2.571429,0,0,0,0,3,9,0,,1,1
17717,4,0,5,1,1,3,1,0,1,4,0,1,2,2.142857,2.142857,0,1,0,0,2,9,1,0.2,4,1
17718,0,0,0,0,0,0,0,0,1,0,0,0,2,2.142857,2.142857,0,0,0,0,2,9,0,,2,1
17719,1,0,1,20,0,1,0,0,0,1,0,0,2,2.142857,2.142857,0,0,0,0,2,9,0,20,3,1
17720,6,0,6,0,0,0,2,4,1,6,0,0,1.285714,1.428571,1.428571,1,0,0,0,11,8,0,0,3,1
17721,0,0,1,0,1,0,0,1,3,0,0,1,1.285714,1.285714,1.285714,0,0,0,0,4,8,0,0,3,1
17722,0,0,1,0,0,1,0,0,0,1,0,1,1.142857,1.142857,1.142857,0,1,0,0,8,6,1,0,6,1
17723,4,0,4,6,4,1,1,2,1,0,0,0,0.7142857,0.7142857,0.7142857,0,0,0,0,4,3,0,1.5,7,1
17724,1,0,2,1,1,0,0,1,1,1,0,1,0.5714286,0.7142857,0.7142857,0,1,0,0,1,6,1,0.5,1,1
17725,0,0,0,0,0,0,0,0,1,0,0,0,0.5714286,0.7142857,0.7142857,0,0,0,0,6,6,0,,2,1
17726,1,0,1,1,0,0,0,1,4,1,0,0,0.4285714,0.5714286,0.5714286,0,0,0,0,1,5,0,1,3,1
17727,1,0,1,0,0,1,0,0,1,1,0,0,0.5714286,0.7142857,0.7142857,0,0,0,0,4,6,0,0,2,1
17728,0,0,0,0,0,0,0,0,2,0,0,0,0.5714286,0.7142857,0.7142857,0,0,0,0,9,6,0,,2,1
17729,0,0,0,0,0,0,0,0,3,0,0,0,0.7142857,0.8571429,0.8571429,0,0,0,0,5,6,0,,4,1
17730,1,0,1,0,0,0,0,1,0,1,0,0,0.5714286,0.7142857,0.7142857,0,0,0,0,3,5,0,0,2,1
17731,1,0,2,3,1,0,0,2,2,1,1,0,1,1,1,0,0,0,0,2,5,0,1.5,4,1
17732,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5,0,,5,1
17733,0,0,0,0,0,0,0,0,2,0,0,0,1.571429,1.571429,1.571429,0,0,0,0,6,6,0,,1,1
17734,1,0,2,2,1,0,1,1,4,1,1,0,1.428571,1.428571,1.428571,0,1,0,0,6,5,1,1,6,1
17735,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,0,0,0,0,1,5,0,,3,1
17736,0,0,1,1,0,0,0,1,1,1,1,0,2.142857,2.142857,2.142857,0,0,0,0,0,5,0,1,3,1
17737,0,0,0,0,0,0,0,0,0,0,0,0,2.428571,2.428571,2.428571,1,0,0,0,0,5,0,,1,1
17738,3,0,4,0,0,2,1,1,1,4,0,0,1.857143,1.857143,1.857143,0,0,0,0,2,5,0,0,1,1
17739,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,3,5,0,,2,1
17740,3,0,4,1,0,2,1,1,3,4,0,1,1.571429,1.428571,1.571429,0,1,0,0,5,4,1,0.25,3,1
17741,0,0,1,1,0,0,0,0,3,1,1,0,1.857143,1.714286,1.857143,0,0,0,0,5,4,0,1,4,1
17742,1,0,4,6,1,3,0,1,0,3,2,0,1.285714,1.142857,1.285714,0,1,1,1,0,4,1,1.5,1,1
17743,0,0,2,2,2,0,0,2,3,0,2,0,1.142857,1,1.142857,0,1,0,0,2,5,1,1,4,1
17744,0,0,2,1,0,2,0,0,0,2,1,0,0.8571429,0.7142857,0.8571429,0,0,0,0,1,5,0,0.5,5,1
17745,0,0,0,0,0,0,0,0,1,0,0,0,0.8571429,0.7142857,0.8571429,0,0,0,0,2,5,0,,0,0
17746,1,0,1,6,0,1,0,0,3,1,0,0,0.7142857,0.5714286,0.7142857,0,1,0,0,1,4,1,6,2,1
17747,0,0,1,1,1,0,0,1,3,0,1,0,0.5714286,0.5714286,0.5714286,0,1,0,0,4,2,1,1,6,1
17748,0,0,3,0,0,3,0,0,2,3,0,0,0.4285714,0.4285714,0.4285714,0,3,0,0,2,2,3,0,0,0
17749,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857,0.7142857,0.7142857,0,0,0,0,0,4,0,,0,0
17750,1,0,1,4,0,0,0,1,0,1,0,0,0.8571429,0.7142857,0.8571429,0,0,0,0,2,5,0,4,4,1
17751,0,0,0,0,0,0,0,0,2,0,0,0,1.428571,1.285714,1.428571,0,0,0,0,1,5,0,,4,1
17752,0,0,0,0,0,0,0,0,0,0,0,0,1.571429,1.428571,1.571429,0,0,0,0,1,5,0,,3,1
17753,0,0,0,0,0,0,0,0,1,0,0,0,1.571429,1.428571,1.571429,0,0,0,0,3,5,0,,3,1
17754,0,0,0,0,0,0,0,0,0,0,0,0,1.857143,1.714286,1.857143,0,0,0,0,8,6,0,,3,1
17755,1,0,2,3,1,0,1,1,1,1,0,1,2,1.857143,2,0,1,0,0,5,10,1,1.5,3,1
17756,2,0,2,0,0,1,0,1,1,2,0,0,1.857143,1.714286,1.857143,0,1,1,1,3,9,1,0,3,1
17757,1,0,2,12,1,0,0,1,2,1,1,0,1.714286,1.714286,1.714286,0,1,0,0,7,9,1,6,5,1
17758,4,0,4,9,0,3,0,1,0,4,0,0,1.285714,1.285714,1.285714,0,0,0,0,5,9,0,2.25,5,1
17759,1,0,1,0,0,1,0,0,1,1,0,0,1.142857,1.142857,1.142857,0,0,0,0,3,8,0,0,1,1
17760,0,0,0,0,0,0,0,0,2,0,0,0,1.285714,1.285714,1.285714,0,0,0,0,3,9,0,,3,1
17761,0,0,2,0,0,1,1,0,0,2,0,0,1.142857,1.142857,1.142857,1,0,0,0,4,8,0,0,4,1
17762,2,0,3,1,1,0,1,2,1,2,1,0,1.571429,1.571429,1.571429,0,0,0,0,6,5,0,0.3333333,3,1
17763,1,0,1,28,0,0,1,0,2,1,0,0,2.142857,2.142857,2.142857,0,1,0,0,4,8,1,28,5,1
17764,0,0,1,1,1,0,0,1,0,0,1,0,2,2,2,0,1,0,0,2,8,1,1,7,1
17765,1,0,1,64,0,0,1,0,1,1,0,0,1.857143,1.857143,1.857143,0,1,0,0,2,7,1,64,7,1
17766,0,0,0,0,0,0,0,0,0,0,0,0,2.142857,2.142857,2.142857,0,0,0,0,0,7,0,,2,1
17767,1,0,1,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,5,7,0,0,2,1
17768,1,0,1,0,0,0,1,0,1,1,0,0,2,2,2,0,1,0,0,1,7,1,0,3,1
17769,4,0,6,17,0,3,1,2,0,6,1,1,1.142857,1.142857,1.142857,0,4,1,1,2,5,4,2.833333,2,1
17770,4,0,5,11,0,3,1,1,1,5,1,0,0.7142857,0.8571429,0.8571429,0,0,0,0,3,7,0,2.2,0,0
17771,0,0,0,0,0,0,0,0,0,0,0,0,0.8571429,1,1,0,0,0,0,4,7,0,,4,1
17772,0,0,0,0,0,0,0,0,1,0,0,0,1,1.142857,1.142857,0,0,0,0,0,7,0,,4,1
17773,2,0,2,1,0,0,0,2,2,2,0,0,0.7142857,0.8571429,0.8571429,0,0,0,0,1,6,0,0.5,3,1
17774,0,0,0,0,0,0,0,0,0,0,0,0,0.8571429,1,1,0,0,0,0,2,7,0,,4,1
17775,1,0,1,0,0,1,0,0,0,1,0,0,1.285714,1.428571,1.428571,0,0,0,0,1,7,0,0,1,1
17776,0,0,0,0,0,0,0,0,2,0,0,0,1.285714,1.571429,1.571429,0,0,0,0,1,7,0,,6,1
17777,2,0,3,2,0,1,1,1,2,3,1,0,1,1.142857,1.142857,0,1,0,0,0,5,1,0.6666667,5,1
17778,0,1,1,0,0,1,0,0,1,1,0,0,1.285714,1.428571,1.428571,0,1,0,0,4,5,1,0,10,1
17779,1,0,1,0,0,1,0,0,0,1,0,0,1.142857,1.285714,1.285714,0,0,0,0,1,5,0,0,2,1
17780,0,0,0,0,0,0,0,0,0,0,0,0,1.142857,1.285714,1.285714,0,0,0,0,1,5,0,,4,1
17781,1,0,1,0,0,0,0,1,1,1,0,0,1,1.142857,1.142857,0,0,1,1,0,5,0,0,4,1
17782,4,0,4,2,0,0,1,3,0,4,0,0,0.4285714,0.5714286,0.5714286,0,0,1,1,0,3,0,0.5,2,1
17783,0,0,1,0,0,0,0,1,2,1,0,1,0.4285714,0.4285714,0.4285714,0,0,0,0,2,3,0,0,7,1
17784,0,0,0,0,0,0,0,0,1,0,0,0,0.5714286,0.5714286,0.5714286,0,0,0,0,1,4,0,,1,1
17785,2,0,3,28,1,1,0,1,2,2,1,0,0.4285714,0.4285714,0.4285714,0,1,0,0,1,2,1,9.333333,11,1
17786,0,0,0,0,0,0,0,0,3,0,0,0,0.5714286,1,1,0,0,0,0,4,2,0,,14,1
17787,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857,1.142857,1.142857,0,0,0,0,1,3,0,,5,1
17788,0,0,0,0,0,0,0,0,1,0,0,0,0.8571429,1.285714,1.285714,0,0,0,0,1,3,0,,4,1
17789,0,0,0,0,0,0,0,0,2,0,0,0,1.142857,1.571429,1.571429,0,0,0,0,0,6,0,,6,1
17790,0,0,0,0,0,0,0,0,2,0,0,0,1.142857,1.571429,1.571429,0,0,0,0,0,6,0,,5,1
17791,1,0,1,0,0,0,0,0,1,1,0,0,1,1.428571,1.428571,0,0,0,0,0,6,0,0,3,1
17792,2,0,2,1,0,0,0,2,0,2,0,0,0.8571429,1.285714,1.285714,0,0,0,0,1,6,0,0.5,3,1
17793,0,0,4,0,2,0,0,4,1,2,0,3,0.7142857,0.7142857,0.7142857,0,1,0,0,0,6,1,0,7,1
17794,1,0,1,0,0,1,0,0,0,1,0,0,0.5714286,0.5714286,0.5714286,0,0,0,0,1,5,0,0,7,1
17795,1,0,1,61,0,0,1,0,1,1,0,0,0.4285714,0.4285714,0.4285714,0,0,0,0,0,4,0,61,1,1
17796,2,0,2,0,0,1,0,0,0,2,0,0,0.4285714,0.4285714,0.4285714,0,0,0,0,6,4,0,0,4,1
17797,0,0,0,0,0,0,0,0,5,0,0,0,0.4285714,0.4285714,0.4285714,0,0,0,0,5,4,0,,9,1
17798,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714,0.4285714,0.4285714,0,0,0,0,0,4,0,,7,1
17799,0,0,1,0,0,1,0,0,1,1,0,0,0.2857143,0.2857143,0.2857143,0,0,0,0,0,3,0,0,6,1
17800,0,0,0,0,0,0,0,0,0,0,0,0,0.2857143,0.2857143,0.2857143,1,0,0,0,2,3,0,,6,1
17801,0,0,0,0,0,0,0,0,0,0,0,0,0.2857143,0.2857143,0.2857143,0,0,0,0,1,3,0,,4,1
17802,0,0,0,0,0,0,0,0,0,0,0,0,0.2857143,0.2857143,0.2857143,0,0,0,0,0,3,0,,2,1
17803,1,0,2,4,0,0,1,1,3,2,1,0,0,0,0,0,1,0,0,5,0,1,2,3,1
17804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,16,1
17805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1
17806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,3,1
17807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,4,1
17808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1
17809,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1
17810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4,1
17811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,1
17812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,1
17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,5,1
17814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,9,1
17815,0,0,0,0,0,0,0,0,1,0,0,0,0.2857143,0.2857143,0.2857143,0,0,0,0,2,2,0,,7,1
17816,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714,0.4285714,0.4285714,0,0,0,0,6,2,0,,3,1
17817,0,0,0,0,0,0,0,0,2,0,0,0,0.7142857,0.7142857,0.7142857,0,0,0,0,2,3,0,,5,1
17818,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,0,,5,1
17819,0,0,0,0,0,0,0,0,0,0,0,0,1.142857,1.142857,1.142857,0,0,0,0,0,3,0,,7,1
17820,0,0,0,0,0,0,0,0,0,0,0,0,1.285714,1.285714,1.285714,0,0,0,0,0,4,0,,5,1
17821,0,0,0,0,0,0,0,0,4,0,0,0,1.428571,1.428571,1.428571,0,0,0,0,0,4,0,,5,1
17822,0,0,2,1,2,0,0,1,0,0,1,1,1.142857,1.142857,1.142857,0,0,0,0,2,4,0,0.5,2,1
17823,0,0,1,0,1,0,0,0,1,0,0,1,1,1.142857,1.142857,0,1,0,0,2,4,1,0,2,1
17824,2,0,2,2,1,1,0,1,4,1,0,0,1.571429,1.714286,1.714286,0,0,0,0,2,5,0,1,6,1
17825,2,0,2,0,0,1,0,0,3,2,0,0,1.571429,1.714286,1.714286,0,0,0,0,2,5,0,0,4,1
17826,0,0,1,1,0,0,0,0,4,1,1,0,1.571429,1.714286,1.714286,0,0,0,0,0,6,0,1,2,1
17827,0,0,1,1,0,1,0,0,3,1,0,1,1.857143,2,2,0,1,0,0,2,6,1,1,5,1
17828,0,0,1,8,1,0,0,1,0,0,1,0,1.714286,1.857143,1.857143,0,1,0,0,3,6,1,8,4,1
17829,0,0,0,0,0,0,0,0,1,0,0,0,2.142857,2.285714,2.285714,0,0,0,0,0,7,0,,2,1
17830,0,0,1,0,1,0,0,0,4,0,0,1,3.142857,3.285714,3.285714,0,1,0,0,3,7,1,0,3,1
17831,1,0,6,43,0,0,1,4,1,6,2,2,2.857143,3.142857,3.142857,0,5,0,0,2,9,5,7.166667,10,1
17832,1,0,2,6,0,1,0,1,1,2,1,0,2.857143,3.142857,3.142857,0,0,0,0,9,10,0,3,2,1
17833,1,0,1,0,0,1,0,0,0,1,0,0,3.142857,3.428571,3.428571,0,0,0,0,4,10,0,0,10,1
17834,1,0,3,3,1,2,0,1,0,2,1,1,3,3.285714,3.285714,0,1,0,0,6,10,1,1,2,1
17835,0,0,0,0,0,0,0,0,2,0,0,0,3.285714,3.714286,3.714286,0,0,0,0,3,11,0,,3,1
17836,1,0,3,10,0,3,0,0,1,3,1,0,2.857143,3.285714,3.285714,0,0,0,0,1,11,0,3.333333,6,1
17837,0,1,8,7,5,3,0,5,0,3,2,5,2.571429,2.857143,2.857143,0,3,0,0,0,12,3,0.875,1,1
17838,1,2,5,5,0,2,0,2,0,5,1,1,2.857143,3,3,0,0,0,0,6,12,0,1,3,1
17839,1,0,2,5,1,0,0,1,2,1,1,0,3,3.142857,3,0,1,0,0,3,11,1,2.5,4,1
17840,0,1,3,2,1,1,0,1,2,2,1,1,2.714286,2.857143,2.714286,0,1,0,0,6,11,1,0.6666667,4,1
17841,2,0,2,0,0,2,0,0,1,2,0,0,2.857143,3,2.857143,0,0,0,0,0,13,0,0,2,1
17842,0,1,3,19,1,1,0,2,1,2,1,1,3.285714,3.285714,3.142857,0,1,0,0,5,13,1,6.333333,6,1
17843,0,0,0,0,0,0,0,0,1,0,0,0,3.571429,3.571429,3.428571,1,0,0,0,0,13,0,,2,1
17844,2,0,5,6,1,4,0,1,0,4,2,1,2.857143,2.857143,2.714286,0,3,0,0,0,13,3,1.2,1,1
17845,2,0,6,6,0,1,0,3,1,6,2,0,2.142857,2.142857,2,0,3,1,1,4,11,3,1,3,1
17846,2,0,3,2,1,2,0,1,3,2,0,0,1.857143,1.857143,1.857143,0,1,1,1,4,11,1,0.6666667,4,1
17847,0,1,1,4,0,0,0,1,2,1,0,0,1.857143,1.857143,1.857143,0,0,0,0,4,10,0,4,6,1
17848,1,0,3,3,0,1,0,1,3,3,2,0,2.142857,2.142857,2.142857,0,0,0,0,6,10,0,1,4,1
17849,3,0,5,4,0,2,2,1,0,5,1,1,2.857143,2.857143,2.857143,0,1,0,0,4,12,1,0.8,5,1
17850,0,1,2,1,0,0,0,1,2,2,1,0,3.285714,3.285714,3.285714,1,0,0,0,0,13,0,0.5,6,1
17851,0,0,0,0,0,0,0,0,1,0,0,0,4.428571,4.428571,4.428571,1,0,0,0,5,14,0,,5,1
17852,0,0,1,1,0,0,0,0,0,1,1,0,4.571429,4.571429,4.571429,1,0,0,0,2,14,0,1,3,1
17853,0,1,1,9,1,1,0,0,1,0,0,0,5.142857,5.142857,5.142857,0,1,0,0,5,14,1,9,3,1
17854,1,0,1,0,0,1,0,0,0,1,0,0,6.142857,6.142857,6.142857,0,0,0,0,5,14,0,0,5,1
17855,4,1,5,12,1,4,0,0,0,4,0,0,5.428571,5.428571,5.428571,0,2,2,2,1,13,2,2.4,3,1
17856,2,1,10,17,3,1,1,5,3,7,6,1,4.571429,4.571429,4.571429,0,0,2,2,2,10,0,1.7,6,1
17857,2,1,5,14,0,1,1,2,1,5,2,0,3.857143,3.857143,3.857143,0,0,1,1,3,10,0,2.8,2,1
17858,5,1,8,6,1,2,1,2,1,7,0,1,2.714286,2.714286,2.714286,0,2,0,0,1,9,2,0.75,5,1
17859,2,0,2,0,0,1,0,1,0,2,0,0,2.714286,2.714286,2.714286,0,0,0,0,7,7,0,0,3,1
17860,2,0,5,2,0,2,0,1,1,5,2,1,2.571429,2.571429,2.571429,0,1,0,0,3,7,1,0.4,6,1
17861,4,1,8,5,1,5,0,3,0,7,2,1,1.857143,1.857143,1.857143,0,1,0,0,1,5,1,0.625,7,1
17862,0,0,0,0,0,0,0,0,1,0,0,0,2.571429,2.571429,2.571429,0,0,0,0,3,5,0,,2,1
17863,2,0,4,8,1,2,0,1,2,3,0,2,2.857143,2.857143,2.857143,0,2,0,0,2,5,2,2,4,1
17864,0,0,0,0,0,0,0,0,1,0,0,0,3.428571,3.428571,3.428571,0,0,0,0,3,7,0,,5,1
17865,0,0,0,0,0,0,0,0,0,0,0,0,3.857143,3.857143,3.857143,0,0,0,0,1,7,0,,1,1
17866,1,0,2,2,1,0,0,1,1,1,1,0,3.571429,3.571429,3.571429,0,1,0,0,0,7,1,1,6,1
17867,3,0,4,0,0,3,1,0,1,4,0,1,3.142857,3.142857,3.142857,0,0,0,0,2,6,0,0,3,1
17868,1,0,3,1,0,2,0,1,0,3,1,1,3,3,3,0,1,0,0,3,8,1,0.3333333,7,1
17869,4,0,5,3,0,0,2,3,0,5,1,0,2.714286,2.714286,2.714286,0,0,0,0,4,8,0,0.6,9,1
17870,0,0,6,6,1,1,0,4,1,5,1,2,2.571429,2.714286,2.714286,0,0,0,0,3,10,0,1,4,1
17871,2,0,4,28,1,1,0,3,0,3,1,0,2.285714,2.571429,2.571429,0,1,0,0,1,9,1,7,5,1
17872,0,0,3,9,0,0,0,3,0,3,3,0,2.714286,3,3,0,0,0,0,3,11,0,3,3,1
17873,0,0,0,0,0,0,0,0,0,0,0,0,3.571429,3.857143,3.857143,0,0,0,0,3,12,0,,4,1
17874,0,0,1,0,0,1,0,0,0,1,0,1,3.714286,4,4,0,0,0,0,0,13,0,0,8,1
17875,1,0,2,5,0,0,0,1,1,2,1,0,4.285714,4.571429,4.571429,0,1,0,0,1,12,1,2.5,4,1
17876,3,0,3,0,2,1,1,1,0,1,0,0,4.428571,4.714286,4.714286,0,3,0,0,2,12,3,0,3,1
17877,4,0,6,3,0,2,0,3,1,6,0,1,4.714286,4.857143,4.857143,0,2,0,0,5,10,2,0.5,7,1
17878,0,0,3,4,0,1,0,1,0,3,2,1,5,5,5,0,1,0,0,0,10,0,1.333333,6,1
17879,3,0,6,16,2,0,2,2,1,4,1,0,4.428571,4.428571,4.428571,0,2,0,0,3,7,2,2.666667,3,1
17880,4,0,6,5,0,1,1,4,2,6,2,0,3.857143,3.857143,3.857143,0,0,2,2,3,6,0,0.8333333,7,1
17881,0,0,2,1,0,0,0,2,1,2,1,1,4,4,4,0,2,0,0,2,5,2,0.5,4,1
17882,3,0,6,2,1,1,1,4,0,5,3,0,3.857143,3.857143,3.857143,1,2,0,0,7,4,2,0.3333333,3,1
17883,1,0,4,5,2,0,0,4,1,2,3,0,3.571429,3.571429,3.571429,1,1,1,1,2,5,1,1.25,7,1
17884,3,0,7,5,0,2,0,5,0,7,4,0,2.714286,2.857143,2.857143,0,0,0,0,3,5,0,0.7142857,5,1
17885,3,0,4,3,1,1,1,2,3,3,0,1,2.571429,2.857143,2.857143,0,1,0,0,0,7,1,0.75,1,1
17886,0,0,2,2,2,0,0,2,0,0,0,2,2.285714,2.714286,2.714286,1,0,0,0,1,7,0,1,0,0
17887,1,0,2,4,0,2,0,0,0,2,0,1,2.714286,3.142857,3.142857,1,1,0,0,0,8,1,2,6,1
17888,2,0,3,0,1,2,0,1,1,2,1,0,2.428571,3,3,0,2,0,0,2,8,2,0,7,1
17889,2,0,5,5,0,1,0,4,0,5,2,0,1.714286,2.285714,2.285714,0,2,0,0,1,8,1,1,3,1
17890,1,0,2,1,0,1,0,1,1,2,1,0,2,2.571429,2.571429,0,1,0,0,5,8,0,0.5,3,1
17891,1,0,2,1,0,2,0,0,1,2,1,0,2.285714,2.714286,2.714286,0,1,0,0,6,9,1,0.5,3,1
17892,3,0,4,8,0,1,1,2,1,4,1,0,2.428571,2.714286,2.714286,1,1,0,0,2,7,1,2,3,1
17893,0,0,1,0,1,0,0,1,2,0,0,1,2.571429,2.714286,2.714286,1,0,0,0,3,7,0,0,2,1
17894,3,0,5,27,1,3,0,2,2,4,2,0,2.428571,2.571429,2.571429,0,3,0,0,6,7,3,5.4,3,1
17895,1,0,2,2,1,0,1,0,1,1,0,0,3,3.142857,3.142857,1,1,0,0,3,7,1,1,2,1
17896,0,0,0,0,0,0,0,0,1,0,0,0,3.571429,3.714286,3.714286,5,0,0,0,2,8,0,,3,1
17897,3,0,4,5,3,2,0,2,0,1,1,0,3.714286,3.857143,3.857143,2,3,0,0,4,8,3,1.25,2,1
17898,1,0,3,8,3,1,0,2,1,0,2,0,3.571429,3.714286,3.714286,4,3,0,0,3,7,3,2.666667,8,1
17899,0,2,4,3,0,2,0,1,0,4,0,1,3.857143,4,4,1,1,1,1,3,12,1,0.75,6,1
17900,0,0,1,3,0,0,0,1,1,1,1,0,4.285714,4.428571,4.428571,5,0,0,0,4,12,0,3,0,0
17901,1,0,4,12,0,3,1,0,0,4,2,1,4,4.142857,4.142857,2,0,1,1,3,11,0,3,6,1
17902,2,0,6,6,2,1,0,4,1,4,3,1,3.714286,3.714286,3.714286,1,1,1,1,7,14,1,1,4,1
17903,2,0,4,2,3,2,0,2,1,1,1,0,3.571429,3.571429,3.571429,1,1,0,0,4,12,1,0.5,3,1
17904,2,0,5,2,0,2,1,2,1,5,2,1,3.142857,3.142857,3.142857,0,2,0,0,2,12,2,0.4,5,1
17905,1,0,2,2,1,1,1,0,0,1,1,0,3.142857,3.142857,3.142857,1,1,0,0,2,12,1,1,1,1
17906,3,1,6,5,0,2,3,1,0,6,2,0,2.857143,2.857143,2.857143,0,0,1,1,2,8,0,0.8333333,3,1
17907,1,1,4,2,1,0,2,1,0,3,0,2,2.571429,2.571429,2.571429,0,1,0,0,1,8,1,0.5,2,1
17908,1,0,2,0,1,2,0,0,0,1,0,1,2.428571,2.428571,2.428571,0,1,0,0,2,8,1,0,2,1
17909,1,0,3,3,1,0,0,3,0,2,2,0,2.428571,2.428571,2.428571,0,2,0,0,3,6,2,1,1,1
17910,0,0,3,2,1,1,1,1,0,2,2,0,2.285714,2.285714,2.285714,0,2,0,0,1,6,2,0.6666667,1,1
17911,1,1,2,1,1,0,0,2,0,1,0,0,2.285714,2.285714,2.285714,0,0,0,0,4,5,0,0.5,2,1
17912,1,0,2,1,1,0,0,2,0,1,1,0,2.285714,2.285714,2.285714,0,1,0,0,5,5,1,0.5,1,1
17913,1,0,4,3,0,2,0,1,0,4,1,1,2,2,2,1,1,0,0,3,5,1,0.75,3,1
17914,1,0,2,1,0,1,0,1,1,2,1,0,2.285714,2.285714,2.285714,0,0,0,0,7,7,0,0.5,1,1
17915,0,0,1,2,0,0,0,1,0,1,1,0,2.571429,2.571429,2.571429,2,0,0,0,5,8,0,2,1,1
17916,1,0,3,7,1,1,0,2,0,2,2,0,3,3,3,0,1,1,1,3,11,1,2.333333,0,0
17917,1,0,2,1,0,1,1,0,0,2,1,0,3.428571,3.428571,3.428571,0,0,2,2,3,12,0,0.5,6,1
17918,2,0,2,0,0,2,0,0,1,2,0,0,3.142857,3.142857,3.142857,0,1,0,0,4,12,1,0,3,1
17919,0,0,2,2,0,0,0,1,0,2,1,1,3.142857,3.142857,3.142857,0,0,0,0,1,12,0,1,2,1
17920,0,1,2,1,1,1,0,1,1,1,0,1,2.857143,2.857143,2.857143,0,0,0,0,1,12,0,0.5,5,1
17921,2,0,4,3,0,2,0,1,2,4,2,0,2.428571,2.428571,2.428571,0,0,1,1,4,10,0,0.75,1,1
17922,2,0,3,1,1,1,0,2,0,2,0,1,2.714286,2.714286,2.714286,0,1,0,0,1,9,1,0.3333333,1,1
17923,2,1,6,7,2,4,0,2,1,4,2,1,2.285714,2.285714,2.285714,0,1,1,1,1,6,1,1.166667,4,1
17924,3,0,5,3,2,2,0,2,4,3,1,1,2,2,2,0,2,0,0,4,7,2,0.6,4,1
17925,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,4,7,0,,2,1
17926,0,0,2,2,2,0,0,2,1,0,2,0,2,2,2,0,2,0,0,1,7,2,1,3,1
17927,0,0,0,0,0,0,0,0,0,0,0,0,2.571429,2.571429,2.571429,0,0,0,0,2,8,0,,4,1
17928,0,1,1,1,0,1,0,0,3,1,0,0,2.571429,2.571429,2.571429,0,0,0,0,7,9,0,1,1,1
17929,3,0,5,5,1,1,1,1,0,4,2,0,1.857143,1.857143,1.857143,0,1,1,1,2,9,1,1,2,1
17930,0,0,3,3,0,1,0,2,0,3,2,1,2.142857,2.142857,2.142857,0,0,1,1,1,11,0,1,6,1
17931,2,0,3,1,1,1,0,1,1,2,0,1,1.714286,1.714286,1.714286,1,0,1,1,2,9,0,0.3333333,7,1
17932,0,0,0,0,0,0,0,0,0,0,0,0,2.142857,2.285714,2.285714,0,0,0,0,2,11,0,,7,1
17933,2,0,2,33,0,1,0,1,0,2,0,0,2.571429,2.714286,2.714286,1,0,0,0,5,11,0,16.5,4,1
