date,tmean2_mir,prec_mir,wind,gusts,lnprec,tmean2iraq,gustsiraq,tmean2israel,gustsisrael,gusts_karachi,precisrael,preciraq,above
19954,33,0,11.3,25.56,0,43.68,21.6,23.58,27.72,25.56,0,0.2,0
19955,33.16,0,11.93,25.92,0,41.71,35.28,24.96,26.28,29.52,0,0,0
19956,33.03,0,14.16,24.48,0,40.05,39.6,23.41,33.84,29.88,0,0,0
19957,32.38,0.2,13.12,20.88,0.1823216,39.76,37.44,22.04,31.68,27,0,0,0
19958,31.43,1.1,10.49,16.92,0.7419373,39.26,27,25.33,26.64,23.4,0,0,0
19959,31.56,2.6,10.89,20.52,1.280934,40.57,21.96,26.67,34.92,27,0,0,0
19960,32.12,1.2,13.19,24.84,0.7884574,41.17,32.4,26.12,33.12,32.76,0,0,0
19961,32.25,2.8,10.68,29.16,1.335001,41.8,32.76,24.98,30.96,39.96,0,0,1
19962,29.86,3.1,9.18,18,1.410987,42.02,28.44,24.41,26.64,36.36,0,0,0
19963,29.11,1.3,8.54,22.68,0.8329091,42.5,27.36,22.89,33.84,27.36,0,0,0
19964,29.84,0.2,7.98,19.8,0.1823216,42.37,39.24,22.08,29.88,25.56,0,0,0
19965,30.4,0,6.55,19.8,0,39.93,44.28,24.39,23.76,30.6,0,0,0
19966,30.98,1.3,8.99,17.28,0.8329091,38.74,28.8,22.82,33.84,29.88,0,0,0
19967,30.64,1.4,10.66,16.56,0.8754687,39.31,25.56,20.89,31.68,22.32,0,0,0
19968,29.68,0.4,7.74,18.72,0.3364722,40.19,24.48,20.85,27.36,20.52,0,0,0
19969,29.65,0.1,9.6,23.04,0.0953102,41.2,36.36,21.26,29.52,37.08,0,0,0
19970,27.12,0,12.77,36.72,0,38.78,36,23.67,27.36,33.48,0,0,1
19971,25.95,0,11.4,30.24,0,36.45,37.8,22.77,38.16,34.2,0,0,1
19972,26.68,0.2,11.02,29.16,0.1823216,37.42,34.56,20.71,28.8,28.8,0,0,1
19973,29.28,1.2,10.08,23.4,0.7884574,38.02,29.16,20.89,28.44,22.68,0,0,0
19974,30.72,4,9.13,24.48,1.609438,37.23,37.44,20.95,30.6,28.8,0,0,0
19975,30.41,0.1,11.16,26.64,0.0953102,36.48,35.64,20.87,27.36,29.52,0,0,0
19976,30.16,2.7,10.41,25.56,1.308333,36.29,35.64,20.87,30.24,29.16,0,0,0
19977,29.59,1.7,12.22,25.92,0.9932518,36.41,32.76,21.22,28.08,25.56,0,0,0
19978,29.55,6.7,10.1,28.44,2.04122,35.67,32.04,20.92,30.6,21.96,0,0,1
19979,29.12,2.3,11.28,25.2,1.193922,35.46,36.36,20.62,31.68,29.16,0,0,0
19980,28.69,1.6,12.19,27.72,0.9555115,36.12,28.44,20.31,30.96,22.68,0,0,0
19981,29.69,0,12.74,30.24,0,36.64,28.08,20.73,31.68,21.6,0,0,1
19982,30.1,0,11.83,28.08,0,35.64,36.72,21.05,27.36,24.12,0,0,1
19983,30.18,0,12.09,26.28,0,34.57,33.84,26.49,29.52,27.36,0,0,0
19984,30.43,0,11.93,23.04,0,34.82,30.6,21.35,35.28,28.44,0,0,0
19985,30.4,0,11.69,27,0,35.75,19.8,20.46,33.12,29.16,0,0,0
19986,29.71,0,12.84,29.52,0,36.88,20.88,20.18,29.52,30.6,0,0,1
19987,29.44,0,13.25,29.52,0,33.79,38.52,20.07,31.68,24.48,0,0,1
19988,29.77,0,11.71,29.16,0,32.76,29.88,19.79,27,26.64,0,0,1
19989,29.45,0,12.67,29.52,0,32.44,26.64,20.91,29.88,30.24,0,0,1
19990,28.4,0,13.27,40.68,0,33.49,27.72,23.72,29.88,31.32,0,0,1
19991,26.53,0,13.84,28.44,0,34.88,26.64,22.52,36,29.52,0,0,1
19992,27.84,0,11.23,23.76,0,33,38.88,20.59,33.84,28.8,0.3,0,0
19993,28.28,0,13.11,22.68,0,33.09,25.2,24.01,27.72,30.24,0,0,0
19994,29.56,0.3,11.85,28.8,0.2623643,34.12,18.36,19.65,43.56,29.88,0,0,1
19995,29.53,0.8,11.83,27.72,0.5877867,32.55,35.28,17.66,25.2,28.8,0,0,0
19996,29.13,0.9,11.69,26.28,0.6418539,32.12,37.08,18.44,30.6,23.76,0,0,0
19997,28.49,0,11.85,27.36,0,33.88,32.04,18.62,32.76,23.4,0,0,0
19998,28.88,0,10.43,27,0,34.67,32.4,19.03,30.96,27.36,0,0,0
19999,29.11,0,12.4,24.48,0,32.1,34.2,19.18,26.64,31.32,0,0,0
20000,28.27,0,12.34,23.76,0,31.89,30.6,19.01,29.52,35.28,0,0,0
20001,27.93,0,13.73,25.92,0,32.75,28.8,17.76,18.72,35.28,0,0,0
20002,27.77,1.4,14.33,22.32,0.8754687,32.45,29.52,19.64,30.24,24.84,0,0,0
20003,26.63,0.4,12.25,36.36,0.3364722,30.95,32.76,23.53,27.36,25.2,0,0,1
20004,24.45,2.7,12.27,24.48,1.308333,30.51,24.12,24.46,26.64,25.2,0,0,0
20005,24.58,1.7,14.43,36,0.9932518,30.85,23.76,20.66,26.64,26.64,0,0,1
20006,23.89,0,11.38,35.28,0,32.51,15.84,20.9,32.04,25.56,0,0,1
20007,23.71,0,11.65,33.84,0,33.97,23.4,18.82,33.48,23.4,0,0,1
20008,23.2,0.5,12.43,33.84,0.4054651,32.78,36,18.39,26.28,21.96,0,0,1
20009,18.17,2.5,9.7,48.6,1.252763,30.45,23.04,17.57,26.64,25.92,0,0,1
20010,19.84,0.6,9.47,31.68,0.4700036,30.65,28.08,16.43,25.92,26.64,0,0.7,1
20011,19.18,0,10.21,22.68,0,30.8,31.32,16.37,21.96,31.32,0,4.2,0
20012,20.7,0,11.44,25.56,0,29.88,33.48,16.61,29.88,20.52,0,7.7,0
20013,21,0,11.6,22.32,0,28.34,27.36,17.55,26.28,21.24,0,0,0
20014,21.57,0,12.44,28.8,0,27.25,27.72,18.79,31.32,22.68,0,0,1
20015,22.14,0,11.26,28.8,0,28.68,40.68,16.61,36.36,20.52,4.9,0,1
20016,22.47,0,8.19,28.08,0,24.85,39.24,14.6,31.32,21.6,0.3,0.3,1
20017,22.97,0,11.2,21.6,0,22.77,25.56,15.58,18.36,23.04,0,0,0
20018,23.31,0,11.02,25.56,0,23.17,11.52,19.21,20.16,23.76,0,0,0
20019,23.76,0,12.88,31.32,0,25.28,12.24,18.28,28.08,21.6,0,0,1
20020,23.06,0,10.37,21.6,0,26.81,19.08,20.46,20.88,20.52,0,0,0
20021,22.21,0,12.08,21.6,0,26.44,24.12,20.46,21.24,19.44,0,0,0
20022,22.09,0,10.71,21.24,0,25.82,24.12,21.11,28.08,18.72,0,0,0
20023,21.53,0,12.87,33.12,0,26.64,26.64,19.75,26.64,21.96,0,0,1
20024,20.81,0.4,11.96,34.2,0.3364722,27.23,24.84,17.73,28.8,22.32,0,0,1
20025,19.01,0.9,11.77,34.2,0.6418539,27.73,23.76,16.42,32.4,22.32,0,0.1,1
20026,17.92,0,12.17,29.52,0,26.47,26.28,13.92,31.32,18,1.1,8.1,1
20027,19.46,0,9.78,21.24,0,25.31,22.68,13.26,32.76,25.56,0,4.8,0
20028,19.45,0,10.3,26.64,0,23.9,28.8,13.71,27.72,28.8,0,0,0
20029,19.72,0,9.04,21.6,0,22.71,25.56,17.39,38.16,20.52,0,0,0
20030,16.95,8.5,8.86,31.32,2.251292,24.26,45,15.1,34.2,23.76,0,0.4,1
20031,17.9,1.3,7.24,18.72,0.8329091,19.71,41.04,13.24,28.08,24.48,0,0,0
20032,19.18,0.4,9.79,19.44,0.3364722,16.78,27,14.54,15.48,24.48,0,0,0
20033,19.14,7.1,6.27,28.8,2.091864,16.26,38.88,16.35,25.56,30.24,0,0,1
20034,16.9,0.4,8.18,45,0.3364722,17.63,29.88,15.55,44.64,29.52,0,0,1
20035,14.48,0,15.44,47.16,0,18.89,19.8,16.46,41.04,25.92,0,0,1
20036,14.9,0,10.71,14.04,0,20.2,10.44,20.25,18,29.52,0,0,0
20037,16.09,0,11.04,16.2,0,19.79,14.76,20.48,19.08,35.64,0,0,0
20038,16.24,0,12.14,15.48,0,20.02,20.52,19.98,14.76,13.32,0,0,0
20039,16.23,0,11.19,13.68,0,20.51,18.72,18.79,15.84,19.44,0,0,0
20040,15.98,0,10.74,30.24,0,21.85,23.04,17.82,17.64,25.92,0,0,1
20041,15.7,0,11.18,23.04,0,22.77,41.04,19.59,11.52,19.8,0,0,0
20042,15.71,0,13.12,27,0,23.58,41.04,16.33,31.32,16.92,0,0,0
20043,15.73,0,12.56,16.2,0,23.53,52.56,13.57,25.2,11.52,0.4,0.1,0
20044,16.17,0,11.75,15.48,0,23.31,50.04,14.25,20.16,14.04,0,0.5,0
20045,16.84,0,10.72,16.2,0,21.29,19.8,15.2,15.12,12.96,0,1.4,0
20046,16.14,0,10.48,14.76,0,20.29,15.84,16.97,32.76,19.8,0,0,0
20047,15.18,0,11.59,31.32,0,20.48,17.28,17.8,28.44,19.08,0,0,1
20048,13.84,0,11.95,32.76,0,22.17,38.88,14.14,35.28,17.28,0,0.5,1
20049,14.09,0,12.47,26.28,0,21.27,42.48,11,40.68,16.2,0,0.1,0
20050,13.91,0,9.88,16.56,0,18.2,26.64,11.02,19.44,14.4,0,0,0
20051,14.93,0,10.33,31.32,0,18.94,17.28,10.76,20.52,28.44,9.8,0.3,1
20052,15.31,0,9.87,18.36,0,18.47,25.92,11.02,33.12,14.4,0.3,10.6,0
20053,15.75,0,10.33,23.76,0,18.38,30.96,9.6,47.52,22.68,19.4,0,0
20054,15.73,0,10.47,30.6,0,18.4,29.16,9.93,37.44,22.68,11.8,2.3,1
20055,14.94,0,9.67,25.2,0,16.73,27.72,11.15,21.24,16.92,0,0.1,0
20056,14.53,0,9.7,14.76,0,14.86,30.24,12.38,15.84,16.92,0,0,0
20057,14.97,0,8.18,24.48,0,14.59,23.76,12.28,18.36,16.92,0,0,0
20058,14.75,0,8.23,32.76,0,16.55,14.76,13.18,19.8,12.6,0,0,1
20059,15.34,0,10.36,38.52,0,18.33,24.12,15.42,13.68,18.36,0,0,1
20060,16.17,0,10.14,34.92,0,18.95,16.2,18.13,21.96,19.08,0,0,1
20061,14.61,0,12.41,31.68,0,19.42,22.32,19.07,23.04,13.32,0,0,1
20062,14.3,0,10.32,17.28,0,19.25,21.6,19.23,14.76,12.96,0,0,0
20063,14.17,0,10.29,26.64,0,20.17,11.88,17.62,16.92,26.28,0,0,0
20064,13.73,0,16.56,38.88,0,21,8.64,17.4,20.52,14.76,0,0,1
20065,11.21,0,20.57,54.36,0,20.83,15.48,19.39,19.44,15.12,0,0,1
20066,9.92,0,15.3,27.36,0,20.35,42.48,16.9,30.96,16.2,8.5,0,0
20067,9.38,0,13.95,23.4,0,21.94,37.44,13.72,20.16,33.84,0,0,0
20068,10.3,0,9.74,12.96,0,17.67,33.48,15.63,35.28,30.24,0,0,0
20069,12.03,0,9.07,13.68,0,18.26,27.36,15.64,36,24.84,0.1,0,0
20070,13.33,0,11.33,14.4,0,21,34.92,12.31,23.04,24.48,0,0,0
20071,10.62,0,10.12,19.8,0,20.81,34.92,10.53,23.4,26.64,4.9,3,0
20072,8.86,0,13.14,14.76,0,17,28.8,10.43,16.2,12.24,0,0.2,0
20073,9.6,0,12.09,13.32,0,15.86,29.52,11.94,17.64,20.88,0,0,0
20074,11.17,0,9.62,11.52,0,15.6,20.88,12.66,22.68,28.44,0,0,0
20075,11.4,0,9.85,10.44,0,16.28,16.2,15.33,17.28,12.24,0,0,0
20076,10.43,0,10.19,21.24,0,18.04,24.84,12.58,20.88,12.96,0,0,0
20077,11.83,0,8.69,22.68,0,18.55,21.96,10.83,22.68,23.4,0,0,0
20078,12.72,0,11.1,37.44,0,15.62,33.48,10.05,18.36,15.84,0.4,0,1
20079,12.76,0,9.87,27.72,0,14.46,27,10.32,34.2,19.8,1.9,0,0
20080,11.36,0,8.88,41.76,0,13.42,30.24,9.05,32.04,18.36,0.9,0.6,1
20081,11.36,0,8.84,37.44,0,11.51,24.48,11.24,15.48,37.08,0,0,1
20082,11.02,0,9.86,43.56,0,12.04,24.84,11.65,27.36,20.52,0,0,1
20083,9.57,0,17.95,42.48,0,13.35,20.88,13.38,19.08,18.36,0,0,1
20084,10.29,0,16.16,22.68,0,17.27,20.88,11.46,24.48,19.44,0,0.1,0
20085,11.32,0,9.28,11.52,0,19.17,22.68,10.57,22.32,15.48,0,0,0
20086,10.17,0,11,11.16,0,16.47,26.28,11,14.04,16.2,0,0,0
20087,10.66,0,10.67,14.04,0,15.21,27.36,11.75,18,16.92,0,0,0
20088,9.82,0,11.1,23.04,0,15.45,24.84,13.31,25.56,40.32,0,0,0
20089,10.71,0,11.52,22.68,0,16.09,19.44,11.99,36.72,42.84,0,0,0
20090,11.29,0,10.77,19.44,0,17.8,24.48,7.97,20.88,44.64,0,0,0
20091,11.14,0,9.3,26.28,0,15.97,28.8,7.28,30.96,23.4,0,0,0
20092,11,0,9.92,43.2,0,15.4,24.12,7.77,27.36,13.68,0.7,0,1
20093,10.75,0,11.42,34.2,0,14.65,20.16,10.21,31.32,19.08,0,0,1
20094,10.99,0,11.31,24.48,0,15.19,33.12,8.38,65.16,25.92,3.1,0,0
20095,10.99,0,16.17,22.32,0,14.83,73.44,3.47,59.4,23.4,12.3,0,0
20096,11.64,0,10.84,15.84,0,11.75,43.56,3.38,48.6,13.32,8.8,0,0
20097,11.64,0,8.99,15.84,0,9.94,28.44,1.58,39.6,14.76,8.7,0,0
20098,12.64,0,10.01,36.72,0,8.42,23.76,2.93,34.2,9,0.3,0,1
20099,13.57,0,11.87,48.6,0,9.32,12.96,6.88,40.68,18.72,7.9,0,1
20100,13.88,0,11.55,14.04,0,9.77,22.32,7.52,15.12,24.48,0,0,0
20101,11.73,1.8,6.8,17.64,1.029619,10.13,25.56,9.3,18.72,30.6,0,0,0
20102,10.28,0,9.99,20.88,0,11.19,16.2,8.6,23.4,38.52,0,0,0
20103,10.08,0,10.52,19.08,0,13.89,38.16,6.82,27,38.16,6.6,0.1,0
20104,10.65,0,8.5,15.12,0,12.84,32.04,8.2,23.04,35.64,0.1,0,0
20105,11.66,0,7.6,15.12,0,11,25.56,8.15,16.56,23.76,0,0,0
20106,11.21,0,8.33,26.28,0,11.28,36,8.27,16.56,12.24,0,0,0
20107,11.52,0,9.56,18.36,0,11.64,35.64,10.25,10.08,19.44,0,0,0
20108,13.6,0,17.22,38.52,0,11.88,32.04,13.22,10.8,27.36,0,0,1
20109,8.79,12.2,9.52,22.68,2.580217,13.54,22.68,16.87,18.36,19.8,0,0,0
20110,7.31,0,7.17,12.96,0,16.44,21.6,15.72,20.52,24.84,0,0,0
20111,8.6,0,6.09,12.96,0,14.61,16.2,15.13,24.48,28.8,0,0,0
20112,9.45,0.2,9.28,40.32,0.1823216,16.17,12.6,17.23,19.08,22.68,0,0,1
20113,8.09,0,5.6,23.4,0,17.03,29.16,16.04,19.8,18.72,0,0,0
20114,7.36,0,8.58,34.2,0,19.3,47.16,12.03,21.96,19.44,0,0,1
20115,6.8,0,8.98,30.96,0,17.94,22.68,14.83,20.16,12.96,0.5,0,1
20116,6.96,0,8.79,21.6,0,20.29,38.52,10.77,31.32,29.88,0.2,0,0
20117,7.81,0,8.17,36.72,0,17.9,19.8,10.18,30.6,17.64,0,0.7,1
20118,8.72,0,8.3,39.24,0,19.39,44.28,9.34,34.92,23.76,0,0.4,1
20119,10.71,0,9.12,23.76,0,15.01,37.8,11.15,15.12,23.4,0,0,0
20120,10.91,0,9.69,39.6,0,15.14,21.24,14.61,11.52,24.84,0,0,1
20121,9.97,0,11.19,28.8,0,16.02,27,15.83,14.4,25.2,0,0,1
20122,11.81,0,9.42,41.04,0,19.56,23.76,13.91,27.36,29.16,0,0,1
20123,11.89,0,5.48,27.72,0,17.49,35.28,10.21,25.2,25.2,0,0,0
20124,12.73,0,9.37,13.32,0,16.1,30.96,12.51,18.36,37.08,0,0,0
20125,13.26,0,6.43,19.08,0,16.59,26.64,19.6,20.88,19.8,0,0,0
20126,9.92,17.7,5.26,21.6,2.928524,18.6,37.44,18.06,50.76,17.64,0.1,0,0
20127,11.71,0,7.69,27,0,21.21,52.56,8.27,38.52,22.32,0.8,0,0
20128,12.59,0,7.32,18.72,0,19.79,36.36,9.13,38.88,35.64,0,0,0
20129,13.56,0,8.19,16.92,0,20.57,34.92,10.53,69.84,31.68,0,0,0
20130,14.21,0,10.32,23.76,0,19.14,46.44,5.54,57.6,21.96,0,0,0
20131,15.09,0,12.04,29.16,0,16.28,42.84,4.73,48.6,21.24,0,0,1
20132,17.17,0.1,10.19,32.76,0.0953102,15.99,29.16,6.17,45.36,29.52,0,0,1
20133,16.45,0,16.55,35.64,0,15.62,18.72,7.93,23.4,27.72,0,0,1
20134,18.26,0.5,13.26,42.48,0.4054651,16.62,21.96,8.62,21.24,28.08,1.7,0,1
20135,16.51,1,10.95,45,0.6931472,15.75,48.24,7.24,15.12,39.96,0.6,0.7,1
20136,15.59,5.3,10.34,32.04,1.84055,15.35,29.16,7.35,22.32,32.04,0,0,1
20137,16.78,3.3,10.02,38.52,1.458615,17.58,28.44,6.65,39.24,19.44,0,0,1
20138,12.6,0.6,10.86,32.04,0.4700036,17.48,27.72,3.21,52.56,29.52,11.6,0.7,1
20139,11.52,10.2,9.17,17.64,2.415914,12.38,32.04,1.76,69.12,23.04,23.4,10,0
20140,14.29,0,8.21,27.72,0,11.19,24.48,4.9,54,19.44,11.2,0.8,0
20141,18.62,0,7.51,27.72,0,11.63,39.96,8.18,15.48,27,0,0,0
20142,20.04,9.4,18.55,41.4,2.341806,12.59,29.52,12.55,22.68,36.36,0,0,1
20143,15.99,12.3,23.16,52.2,2.587764,15.4,26.28,12.39,30.6,37.08,0,0,1
20144,11.44,2.4,15.21,41.76,1.223776,18.17,28.08,10.68,32.4,34.2,0,0.1,1
20145,11.17,0.1,10.86,16.92,0.0953102,16.41,36,12.62,42.84,25.2,0,0,0
20146,11.46,0,9.72,14.4,0,17.78,37.44,17.24,39.6,28.08,0,0,0
20147,12.44,0,10.47,16.92,0,19.58,16.56,10.97,43.92,37.8,0,0,0
20148,10.71,0.7,9.3,24.84,0.5306283,19.19,26.28,9.84,25.2,34.2,0,0,0
20149,10.37,0.9,11.21,21.96,0.6418539,18.17,42.48,9.24,26.64,23.4,0,0,0
20150,11,0,8.6,20.52,0,18.31,34.92,9.25,26.28,25.56,0,0,0
20151,10.49,7.4,7.62,27,2.128232,17.67,25.2,8.81,22.32,26.64,0.6,0.3,0
20152,8.59,15.9,8.67,17.28,2.827314,17.57,34.92,11.57,17.64,27.72,0,0,0
20153,11.11,1.3,7.25,16.56,0.8329091,16.35,30.24,14.91,42.84,31.32,0,0,0
20154,8.35,24.1,8.25,23.04,3.222868,18.69,29.16,17.88,43.2,30.6,0,0,0
20155,8.8,1.7,10.65,25.92,0.9932518,20.39,16.2,19.32,16.92,30.6,0,0.1,0
20156,9.6,0,11.7,24.48,0,23.52,23.76,21.14,22.32,41.4,0,0,0
20157,13.7,0,8.03,16.92,0,21.88,37.44,22.07,16.2,40.68,0,0,0
20158,16.65,0,8.61,20.52,0,18.91,33.48,17.22,41.76,31.32,0.1,0,0
20159,17.25,0,9.82,16.2,0,22.56,37.44,9.9,56.52,21.24,9.5,0,0
20160,18.08,0,12.11,17.28,0,20.75,31.32,11.38,23.04,29.88,0,0,0
20161,18.73,0,9.58,20.88,0,20.64,31.68,11.96,32.4,24.84,0,0,0
20162,13.64,4.4,13.08,30.24,1.686399,21.3,22.68,10.59,29.16,23.76,0,0,1
20163,12.28,0.6,7.11,16.56,0.4700036,21.98,40.68,10.41,25.92,24.84,0,0,0
20164,14.27,0.1,6.69,20.16,0.0953102,20.36,38.16,10.69,19.8,27.72,0,0,0
20165,16.22,0,11.37,24.12,0,21.95,38.52,11.89,34.92,24.84,0,0,0
20166,17.16,0.9,11.67,21.24,0.6418539,22.85,43.92,10.02,35.64,29.52,0,5.2,0
20167,17.49,9.2,9.16,28.08,2.322388,19.05,45.72,9.32,33.84,25.2,0,12.4,1
20168,21,1.2,8.06,23.04,0.7884574,21.08,37.8,8.34,41.76,25.92,0,0,0
20169,22.77,0,8.84,19.08,0,17.56,52.56,6.97,38.52,29.16,0,0,0
20170,23.11,0,11.24,31.68,0,16.15,30.24,12.23,16.2,30.6,0,0,1
20171,22.14,3.8,7.99,36,1.568616,19.21,29.52,15.33,23.04,33.12,0,0,1
20172,20.61,0,12.79,20.52,0,22.12,45.36,15.64,21.24,23.4,0,0,0
20173,22.94,0,10.59,32.76,0,20.46,37.08,17.57,14.4,29.16,0,0,1
20174,23.68,1.2,13.49,32.76,0.7884574,21.55,24.48,21.61,35.64,32.04,0,0,1
20175,20.52,4.3,13.5,27.72,1.667707,23.49,26.64,19.99,54.36,34.92,0.5,0,0
20176,16.98,0,9.97,30.6,0,26.46,43.56,15.32,36.72,38.88,7.1,3.3,1
20177,18.18,0,8.08,21.6,0,24.6,57.6,12.19,40.68,30.96,0,0.6,0
20178,19.39,7.2,8.04,29.52,2.104134,21.55,28.08,13.27,32.04,29.52,0.2,0,1
20179,16.13,11.6,9.99,36.36,2.533697,20.94,34.2,10.43,29.52,40.68,0.1,0,1
20180,16.3,12.2,9.66,17.28,2.580217,21.9,28.8,14.27,19.8,41.04,0,0,0
20181,17.32,1.3,9.93,27.72,0.8329091,24.89,18,16.25,33.12,37.8,0,0,0
20182,19.85,0,8.38,32.4,0,26.64,41.76,11.26,24.84,29.16,0,0,1
20183,19.29,2.6,6.46,22.32,1.280934,23.61,39.24,14.21,22.32,26.64,0,0,0
20184,18.68,4.6,7.82,25.92,1.722767,24.9,25.92,16.85,20.52,24.12,0,0,0
20185,18.89,0.4,9.22,31.32,0.3364722,27.72,25.92,21.26,25.2,20.88,0,0,1
20186,20.46,1,9.7,26.64,0.6931472,30.49,18.36,25.3,43.92,25.2,0,0,0
20187,22.66,0.4,13.63,24.12,0.3364722,31.18,39.24,12.44,46.44,32.04,0.3,0.1,0
20188,22.86,2.5,13.09,18.36,1.252763,26.3,46.44,9.27,36,30.96,0,0.3,0
20189,20.22,3,7.37,24.12,1.386294,23.81,57.96,7.88,43.2,27.72,0.1,0.4,0
20190,23.41,0,11.85,21.6,0,23.69,68.04,7.37,45.36,39.96,15.6,0,0
20191,24.95,0,11.44,26.64,0,19.28,27.36,9.87,32.76,27.72,0,0,0
20192,25.14,0,12.12,23.76,0,21.2,37.8,12.06,20.16,29.88,0,0,0
20193,25.5,6.4,11.94,31.68,2.00148,23.34,24.84,14.05,55.08,29.88,0,0,1
20194,25.79,4.2,13.46,45.72,1.648659,26.24,46.44,12.38,42.48,31.32,3.8,0,1
20195,27.06,2,13.51,56.16,1.098612,25.51,25.92,13.07,27.72,36,0,0,1
20196,26.45,3.7,12.7,40.32,1.547562,25.23,36.36,14.27,19.44,45.72,0,0,1
20197,25.03,10.3,14.09,48.6,2.424803,25.86,35.28,17.93,12.24,45.72,0,0,1
20198,25.04,0.5,11.12,38.16,0.4054651,28.83,27.36,22.36,28.08,42.84,0,0,1
20199,25.53,0,10.53,23.4,0,31.22,46.08,16.15,41.76,35.28,0,0,0
20200,26.49,0,10.91,25.2,0,27.52,42.84,13.67,37.8,40.68,0,0,0
20201,27.11,0,12.26,25.2,0,27.37,54.72,9.3,57.96,38.52,0,0.4,0
20202,28.6,0,8.35,39.96,0,20.34,64.08,9.27,39.24,30.6,0,0.6,1
20203,28.49,0,16.55,40.68,0,20.98,26.28,14.26,21.24,34.2,0,0,1
20204,29.53,0.3,17.66,50.04,0.2623643,24.11,30.6,20.07,20.88,30.96,0,0,1
20205,26.65,0,12.57,54,0,27.7,29.88,23.84,27.36,30.24,0,0,1
20206,26.92,0,12.8,40.68,0,31.07,27.36,26.12,16.56,30.24,0,0,1
20207,27.58,4.7,16.64,34.92,1.740466,32.47,20.52,25.53,32.04,36.72,0,0,1
20208,27.32,2.2,9.8,38.88,1.163151,34.88,34.2,15.97,30.6,36.72,0,0,1
20209,25.18,0,8.71,38.88,0,31.27,36,14.67,30.24,38.88,0,0,1
20210,25.43,0,9.28,33.12,0,30.21,37.08,15.17,25.2,34.2,0,0,1
20211,25.61,0,14.65,37.8,0,30.47,39.96,15.66,32.76,31.68,0,0,1
20212,28.87,0,14.48,29.52,0,33.36,34.56,14.18,30.96,24.84,0,2.1,1
20213,30.2,0,12.16,25.92,0,30.27,39.24,15.99,25.2,33.12,0,0,0
20214,30.9,0,14.33,27.36,0,31.49,25.56,18.73,26.28,29.52,0,0,0
20215,32.01,0,10.3,24.84,0,31.73,36,19.78,19.8,36,0,0.6,0
20216,32.52,0.4,10.89,21.96,0.3364722,31.61,36,20.08,29.52,36.72,0,0,0
20217,30.14,0.1,8.78,25.2,0.0953102,32.76,20.88,22.22,29.52,33.84,0,0.6,0
20218,29.7,0.7,9.03,19.8,0.5306283,33.98,28.08,17.02,31.68,34.92,0,0,0
20219,27.28,3,20.8,42.84,1.386294,33.7,37.44,20.89,47.88,34.2,0,0,1
20220,23.94,9.7,9.23,18.72,2.370244,35.41,36,19.65,51.84,34.2,0,0,0
20221,26.96,0,8.74,20.88,0,33.45,43.92,18.4,54.72,22.32,0,0,0
20222,28.43,0,10.74,27.36,0,32.82,47.16,14.44,28.08,26.64,0,0,0
20223,29.27,0,11.07,25.92,0,29.43,37.8,16.58,25.2,29.88,0,0,0
20224,31.51,3.3,13.46,33.12,1.458615,29.48,32.4,20.6,25.56,37.08,0,0,1
20225,31.45,2.8,14.96,60.12,1.335001,31.25,30.24,26.11,20.88,38.52,0,0,1
20226,29.13,0,13.97,55.8,0,33.24,33.12,28.9,27.36,34.92,0,0,1
20227,30.18,0,9.23,32.4,0,34.16,34.56,28.1,34.92,33.84,0,0,1
20228,30.59,0.3,11.57,29.16,0.2623643,36.05,26.64,24.99,29.16,37.44,0,0,1
20229,30.56,0,9.96,26.64,0,37.94,24.84,18.27,36,41.4,0,0,0
20230,32.28,0,8.33,24.12,0,38.29,41.76,16.87,29.52,47.16,0,0,0
20231,31.34,1.4,6.23,27.72,0.8754687,32.64,37.8,19.33,29.16,46.8,0,0,0
20232,29.6,0,18.55,43.92,0,33.52,34.56,25.14,23.4,41.4,0,0,1
20233,28.95,0,35.56,59.04,0,35.03,29.16,27.96,28.08,42.48,0,0,1
20234,28.28,0,16.35,61.56,0,36.38,27.72,25.6,24.48,34.2,0,0,1
20235,28.62,0,12.58,33.12,0,35.22,33.84,31.62,38.52,37.08,0,0,1
20236,31.77,1.8,13.56,25.92,1.029619,36.61,37.8,23.43,43.2,38.16,0,0,0
20237,29.62,13.7,7.72,25.56,2.687847,36.74,41.04,16.86,34.92,34.56,0,0.2,0
20238,30.12,1.7,9.39,25.56,0.9932518,35.91,43.92,16.28,39.24,29.88,0,0.5,0
20239,29.55,0.4,16.35,47.16,0.3364722,35.45,39.6,17.65,33.12,26.64,0,0,1
20240,29.4,0,11.64,25.92,0,37.89,39.96,17.12,34.2,29.16,0,0.1,0
20241,29.03,0,14.27,31.68,0,40.81,29.52,18.3,27.36,31.68,0,0,1
20242,29.66,0.3,11.61,21.6,0.2623643,37.23,42.84,20.8,36.72,21.6,0,0,0
20243,28.97,0,8.17,24.48,0,37.67,30.96,19.04,34.92,18.72,0,0,0
20244,29.7,0.3,7.83,24.48,0.2623643,40.49,27.72,17.07,27.36,28.08,0,0,0
20245,31.21,0,9.64,22.32,0,36.89,38.88,19.96,25.56,28.8,0,0,0
20246,31.98,0,10.97,22.32,0,36.28,39.96,23.14,19.8,26.64,0,0,0
20247,33.24,0.3,8.21,41.76,0.2623643,36.37,38.16,28.61,31.68,25.56,0,0,1
20248,33.18,2.5,15.55,37.44,1.252763,37.93,45.36,25.14,35.64,30.96,0,0,1
