date,tmean2_mir,prec_mir,wind,gusts,lnprec,tmean2iraq,gustsiraq,tmean2israel,gustsisrael,gusts_karachi,precisrael,preciraq,above
17845,20.98,0,13.89,36.36,0,21.83,15.48,18.29,17.64,22.32,0,0,1
17846,18.99,0,13.95,21.24,0,21.74,10.44,17.72,19.8,22.68,0,0,0
17847,19.1,0,12.72,26.64,0,20.91,7.56,19.52,18,22.68,0,0,0
17848,17.57,0,15.91,24.12,0,20.62,8.64,17.51,30.6,20.88,0,0,0
17849,15.81,1.1,13.07,20.88,0.7419373,20.96,16.2,14.33,21.6,18,0.2,0,0
17850,13.14,0,12.62,25.56,0,20.8,20.88,14.13,18.72,20.16,0,0,0
17851,12.06,0,13.71,20.16,0,19.96,20.52,15.39,10.44,26.64,0,0,0
17852,12.41,0,12.92,20.16,0,19.7,13.32,16.2,16.2,23.76,0,0,0
17853,15.34,0,11.35,37.08,0,19.27,15.48,15.75,13.32,17.64,0,0,1
17854,14.82,0,11.49,27.72,0,19.17,10.08,17.72,19.08,23.76,0,0,0
17855,14.2,0,12.04,18.72,0,21.37,12.24,21.26,19.8,18.36,0,0,0
17856,12.36,0,14.62,26.28,0,22.26,46.8,17.37,30.6,22.32,0,2.4,0
17857,11.8,0,12.71,25.56,0,22.76,35.28,14.06,23.04,31.32,0,0,0
17858,14.22,0,12.13,30.96,0,22.23,15.12,12.42,22.32,32.4,0,0.4,1
17859,16.01,0,12.46,33.48,0,22.73,31.32,15.11,11.52,20.52,0,1.4,1
17860,16.77,0,12.05,25.92,0,20.95,21.6,17.02,10.8,16.56,0,0,0
17861,16.5,0,11.53,25.92,0,20.39,24.48,18.33,8.28,15.48,0,0,0
17862,15.42,0,11.36,15.84,0,19.98,20.16,18.76,10.44,13.68,0,0,0
17863,15.33,0,12.6,16.2,0,19.94,16.56,16.65,21.96,34.56,0,0,0
17864,15.56,0,12.59,16.56,0,20.42,51.48,12.46,33.84,38.88,0,0,0
17865,17.76,0,13.58,26.64,0,19.55,60.48,11.15,30.24,38.16,0,10.1,0
17866,18.04,0,15.05,22.32,0,17.11,40.68,13.65,6.48,31.68,0,2.7,0
17867,18.25,0,10.74,16.2,0,16.74,20.16,15.37,12.96,27.36,0,0,0
17868,16.81,0,12.52,19.44,0,17.4,42.12,15.89,8.28,14.76,0,0,0
17869,16.48,0,13.11,18.36,0,17.27,29.16,14.37,27.72,11.88,0,0,0
17870,16.35,0,12.54,30.6,0,16.46,27.36,12.39,44.28,16.56,0,0,1
17871,16.35,0,11.43,33.48,0,17.15,30.96,14.15,40.32,18.72,0,0,1
17872,17.65,0,8.73,30.24,0,15.7,20.16,16.26,13.32,25.92,0,0,1
17873,15.13,3.4,10.12,28.08,1.481605,16.58,8.28,17.79,16.92,29.16,0,0,1
17874,12.03,5.9,7.45,31.68,1.931521,16.38,41.76,14.51,20.88,22.32,0,0,1
17875,13.27,0,8.1,14.4,0,16.16,44.28,13.79,25.2,16.92,0,0,0
17876,11.46,0,14.02,17.64,0,16.23,47.52,11.91,17.64,16.92,0,0,0
17877,10.99,0,15.32,18.36,0,12.89,41.4,10.52,56.88,11.16,0,0,0
17878,11.38,0,11.88,11.88,0,10.91,35.28,13.17,37.8,21.96,0,0,0
17879,12.31,0,10.6,20.16,0,11.17,7.56,13.25,28.44,25.56,0,0,0
17880,12.89,0,10.5,31.68,0,12.1,6.12,12.26,23.4,31.32,0,0,1
17881,14.17,0,9.28,28.8,0,12.34,18.72,11.89,18.72,29.52,0,0,1
17882,14.98,0,10.02,23.04,0,10.37,45.72,11.55,21.6,15.12,0,0,0
17883,14.41,0,11.58,32.76,0,9.85,30.24,12.42,8.28,24.84,0,0,1
17884,13.88,0,7.78,29.88,0,9.8,16.2,14.31,14.76,27,0,0,1
17885,14.4,2.7,11.21,26.64,1.308333,11.17,12.6,17.02,7.2,24.84,0,0,0
17886,11.71,0.1,7.94,36.36,0.0953102,13.82,51.48,17.51,14.4,15.48,0,0,1
17887,8.62,0,12.9,17.28,0,17.16,52.2,15.45,14.04,18,0,0,0
17888,11.59,0,14.53,19.08,0,18.18,64.08,12.47,18.72,18.36,0.5,0,0
17889,13.72,0,14.72,43.92,0,18.55,55.08,10.11,56.52,14.04,0,8.8,1
17890,14.34,0,14.47,28.8,0,18.3,60.12,10.65,60.48,15.12,0.4,1.3,1
17891,14.7,0,7.96,29.88,0,15.92,24.84,8.62,31.68,12.6,6.4,0,1
17892,13.35,0,11.83,21.96,0,16.16,24.12,8.63,15.12,11.88,0,0,0
17893,12.37,0,12.42,23.04,0,13.23,37.44,9.4,22.68,14.4,0,0,0
17894,11.85,0,11.07,42.48,0,12.24,37.8,11.06,15.48,13.68,0,0,1
17895,12.96,0,9.12,44.64,0,12.18,22.68,9.83,30.24,14.4,0,0,1
17896,11.59,0,10.41,19.8,0,14.79,19.08,10.79,27.72,10.44,1.1,0,0
17897,10.77,0,13.98,23.4,0,15.68,19.08,7.56,41.4,12.24,0,0,0
17898,11.5,0,13.62,18.36,0,10.31,47.16,5.9,27.72,9.36,0,0,0
17899,11.4,0,9.3,25.2,0,4.59,30.24,6.23,17.28,15.48,0,0,0
17900,9.33,1.7,10.17,42.48,0.9932518,5.87,22.32,7.22,8.28,25.56,0,0,1
17901,8.72,0,8.42,21.6,0,7.87,21.6,7.82,9.36,28.44,0,0,0
17902,7.95,0,8.77,14.04,0,9.74,14.76,10.07,5.76,20.52,0,0,0
17903,7.42,0,10.3,12.6,0,10.23,15.48,11.49,5.04,38.88,0,0,0
17904,7.9,0,10.88,15.84,0,10.68,10.08,11.72,26.64,37.8,0,0,0
17905,8.41,0,11.19,14.04,0,13.91,8.64,9.92,13.68,41.76,0,0,0
17906,9.42,0,10.73,14.04,0,13.19,6.48,9,20.88,38.52,0,0,0
17907,10.91,0,10.62,18,0,11.44,20.52,10.13,11.52,39.24,0,0,0
17908,10.46,0,9.25,15.12,0,10.45,24.84,10.48,33.48,37.8,0.3,0,0
17909,13.05,0,7.89,20.16,0,8.45,31.68,8.67,11.16,21.96,0,0,0
17910,9.73,0.9,7.62,15.48,0.6418539,7.15,28.44,6.01,39.96,26.28,0,0,0
17911,11.54,0.1,7.02,11.88,0.0953102,7.8,18.72,8.14,50.76,32.4,0,0,0
17912,12.06,1.7,12.4,15.48,0.9932518,8.91,15.84,11.43,12.6,32.76,0,0,0
17913,9.32,13.7,7.33,18,2.687847,11.07,11.16,13.74,14.04,28.44,0,0,0
17914,10.9,0.2,7.92,10.08,0.1823216,13.29,30.24,12.2,36.72,23.76,0.2,0,0
17915,11.72,0,11.94,15.12,0,15.66,45,11,23.4,12.6,0,0,0
17916,7.93,0,13.37,21.24,0,13.62,15.12,10.09,21.6,34.92,0,0,0
17917,11.03,0,12.03,19.8,0,15,12.6,10.21,12.6,38.16,0,0,0
17918,14.61,0,10.42,21.6,0,13.12,14.04,12.06,19.44,28.44,0,0,0
17919,14.71,0,12.03,16.56,0,12,42.12,14.48,60.12,14.04,0,0,0
17920,13.89,0,10.08,15.12,0,10.44,45,13.9,60.84,40.32,0,0,0
17921,14.02,2.5,12.92,19.44,1.252763,10.91,11.16,11.81,27.36,46.8,0.2,0,0
17922,11.58,7.5,6.53,18.72,2.140066,13.8,19.44,12.72,9.72,23.04,0,0,0
17923,12.97,0,9.69,11.52,0,15.66,26.64,13.73,33.48,19.08,0,0,0
17924,11.65,0,10.02,16.92,0,17.92,24.48,12.4,12.6,13.68,0,0,0
17925,12.92,0,8.55,12.96,0,14.01,18,15.43,15.48,20.16,0,0,0
17926,12.81,1.2,6.98,20.16,0.7884574,16.09,51.84,11.35,34.92,15.48,0,0.2,0
17927,10.18,0,15.83,25.92,0,16.37,56.52,9.89,24.12,18.36,0,0,0
17928,11.84,0,16.94,21.24,0,16.37,47.88,9.38,36.72,16.2,0.2,0,0
17929,14.25,0,10.47,12.96,0,16.28,23.04,8.04,36.36,13.68,0.2,0,0
17930,14.68,0,11.59,29.52,0,14.38,37.08,10.41,22.68,23.04,0,0,1
17931,15.22,0,9.46,38.16,0,15.03,38.16,12.53,12.24,28.44,0,0,1
17932,12.58,2.2,8.04,24.84,1.163151,12.6,22.32,14.78,27,26.28,0,0,0
17933,11.63,1,9.14,46.44,0.6931472,13.45,10.8,17.7,13.68,21.6,0,0,1
17934,8.89,0,8.76,18.72,0,16.52,47.88,12.32,28.08,23.76,0,0,0
17935,10.9,0,10.01,12.96,0,16.55,47.52,12.43,10.44,28.8,0,0,0
17936,13.63,0,11.2,13.68,0,15.77,10.44,16.35,18,23.4,0,0,0
17937,14.14,0.1,10.6,31.32,0.0953102,19.27,34.2,19.65,43.92,24.12,0,0,1
17938,11.5,4.4,9.62,14.04,1.686399,18.9,77.76,9.2,67.32,32.04,7.4,1,0
17939,11.58,0,9.78,24.84,0,14.07,44.64,8.03,57.24,20.88,1.2,6.3,0
17940,11.29,13.1,8.89,27.36,2.646175,14.42,26.64,12.88,10.44,28.08,0,0,0
17941,10.66,11.1,13.16,15.84,2.493206,16.03,11.16,14.77,7.56,25.92,0,0,0
17942,9.9,0,8.22,21.24,0,17.05,26.64,15.22,17.28,15.12,0,0.4,0
17943,10.59,0,16.47,17.28,0,18.6,41.76,11.39,38.16,21.6,0,0,0
17944,12.31,0,16.98,19.44,0,19.69,32.04,10.02,42.48,25.2,0,0,0
17945,13.6,0,15.72,20.16,0,15.35,39.96,7.17,26.64,18,0,0,0
17946,12.7,0,18.2,25.2,0,12.9,28.8,8.39,10.44,19.44,0,0,0
17947,11.57,3.2,10.58,26.64,1.435085,14.36,11.88,14.1,55.8,28.08,0,0,0
17948,13.44,2.2,7.9,38.88,1.163151,18.8,55.08,10.73,49.68,27.36,0.1,0,1
17949,13.89,2,7.05,36.36,1.098612,15.32,47.52,6.31,60.48,17.64,6.4,0,1
17950,14.19,1.5,8.17,26.28,0.9162908,14.82,24.48,8.56,44.64,27.36,0,0,0
17951,14.73,1.3,10.85,57.24,0.8329091,15.5,25.56,9.39,27,40.32,0,0,1
17952,16.15,0.4,18.38,92.16,0.3364722,15.61,24.12,10.35,31.68,38.16,0,0,1
17953,14.61,0,13.55,65.88,0,16.47,8.28,11.14,14.76,33.48,0,0,1
17954,14.05,0,11.12,39.24,0,18.65,11.52,12.81,27.72,35.64,0,0,1
17955,12.98,0,20.55,46.44,0,18.21,54.72,7.15,64.08,30.24,14.8,0.4,1
17956,14.8,0,18.67,30.96,0,16.77,53.64,7.61,55.08,27.36,5.9,0,1
17957,19.78,0,9.82,43.56,0,14.26,23.76,6.34,45.72,30.24,15.6,0,1
17958,19.75,0.8,9.76,54,0.5877867,13.52,37.8,7.53,32.76,30.6,0,0,1
17959,16.61,4,13.92,55.8,1.609438,15.68,12.24,8.15,24.84,34.56,0,0,1
17960,15.31,0,14.21,42.84,0,16.41,24.84,12.07,16.92,30.24,0,0,1
17961,16.66,0,9.94,55.44,0,16.37,16.2,16.46,19.8,28.44,0,0,1
17962,15.77,2.5,13.78,27,1.252763,17.55,10.8,19.45,15.48,45.72,0,0,0
17963,15.05,0.7,10.86,18,0.5306283,20.31,11.52,22.17,63.36,35.28,0,0,0
17964,15.94,0,9.8,23.4,0,23.08,69.48,17.45,40.32,21.6,2.2,0,0
17965,15.22,0,15.04,37.8,0,23,70.2,10.39,35.64,17.64,1.6,4.7,1
17966,16.49,0,12.99,27.72,0,17.03,54.36,9.91,27,15.48,0,0.3,0
17967,18.07,0,10.48,23.4,0,19.19,7.56,12.19,20.16,27.36,0,0,0
17968,19.64,0,13.24,17.28,0,20.71,7.2,12.34,20.88,26.28,0,0,0
17969,19.72,0,14.8,21.24,0,22.33,71.64,11.33,20.52,24.12,0,0,0
17970,20.47,0,12.09,24.48,0,21.8,73.08,8.32,47.16,23.4,0,1.1,0
17971,20.6,0,13.93,30.96,0,17.67,44.28,7.81,30.6,24.12,0,0,1
17972,20.89,0.7,13.64,27.72,0.5306283,15.14,49.32,7.39,29.88,33.84,0,0,0
17973,20.63,1,12.58,22.32,0.6931472,14.45,18.72,8.38,16.56,28.8,0,0,0
17974,19.58,0.4,8.08,20.52,0.3364722,18.65,23.76,10.01,25.56,33.12,0,0,0
17975,19.8,1.7,11.72,30.24,0.9932518,18.35,25.92,11.28,19.44,34.2,0,0,1
17976,18.19,9,9.4,32.4,2.302585,19.21,45.36,13.89,16.92,32.04,0,0,1
17977,16.32,1.5,11.72,24.84,0.9162908,19.21,51.12,9.79,31.32,27,0,0.1,0
17978,18.47,0.2,12.7,16.56,0.1823216,17.43,31.32,11.98,16.92,27,0,0,0
17979,16.4,16.7,10.25,26.28,2.873565,18.76,34.56,13.15,48.24,29.88,7.1,0,0
17980,13.92,11.5,8.1,21.96,2.525729,19.32,71.64,6.63,53.64,27.72,5.3,0,0
17981,16.95,0,12.17,29.52,0,16.23,36.72,9.72,16.92,25.2,0,0,1
17982,18.45,1.1,10.22,26.64,0.7419373,17.23,23.76,11.71,28.8,36,0,0,0
17983,17.72,7.5,9.54,31.32,2.140066,21.13,29.52,13.42,48.96,34.2,0.3,0,1
17984,15.25,15.9,7.57,13.32,2.827314,18.13,50.76,9.01,43.56,30.96,0,0,0
17985,15.71,0.3,7.95,25.56,0.2623643,21.26,21.24,9.95,34.2,29.88,0,0.1,0
17986,18.53,0,9.46,27.36,0,17.8,30.96,9.57,30.6,25.56,0,0,0
17987,21.11,0,13.48,31.68,0,16.78,28.44,12.1,11.88,29.16,0,1.1,1
17988,22.29,7.9,11.51,34.2,2.186051,18.76,16.92,16.92,20.52,32.4,0,0,1
17989,19.17,3.6,7.48,22.32,1.526056,20.87,10.08,17.85,24.12,38.88,0,0,0
17990,19.43,0,11.92,41.4,0,21.54,35.64,15.29,32.4,27.72,0,0,1
17991,20.74,0,9.32,22.68,0,22.64,38.88,15.81,23.04,33.84,0,0,0
17992,20.96,1.7,12.44,25.2,0.9932518,22.73,24.48,18.54,17.28,33.48,0.2,2.1,0
17993,16.32,11,12.35,19.08,2.484907,22.1,11.88,18.87,46.08,44.64,0.2,0,0
17994,14.81,9.7,7.21,15.48,2.370244,24.95,27.72,13.28,34.2,35.28,0.1,0,0
17995,15.25,5.3,9.38,15.84,1.84055,23.06,36,12,38.52,25.56,0,6.4,0
17996,16.69,0.1,10.83,29.16,0.0953102,21,27,9.36,24.48,21.96,0,0.3,1
17997,19.98,0,10.91,30.96,0,22.91,16.2,13.06,21.96,25.56,0,0,1
17998,22.42,2,9.09,20.52,1.098612,22.9,14.04,16,9.36,25.2,0,0,0
17999,22.45,5.1,9.94,28.44,1.808289,25.27,37.44,20.52,43.56,30.6,0.5,0,1
18000,22.09,5.5,9.03,31.32,1.871802,22.01,49.32,20.31,11.88,35.28,0,0,1
18001,20.92,13.5,13.16,34.92,2.674149,20.5,28.08,25.07,32.4,38.52,0,0,1
18002,19.82,3.1,9.86,31.68,1.410987,24.13,47.88,12.98,46.8,36.36,0.9,0.3,1
18003,19,0,11.64,27.72,0,22.94,47.16,12.41,35.64,27,0,0,0
18004,21.89,0,13.45,38.16,0,20.57,22.32,10.53,34.56,31.32,0,0.5,1
18005,25,0,12.79,64.8,0,21.51,30.6,13.43,20.16,31.68,0,0,1
18006,25.13,0.8,11.5,45.36,0.5877867,19.5,52.56,16.5,21.96,32.4,0,0,1
18007,23.86,1.6,20.57,38.16,0.9555115,21.36,21.24,20.9,27.36,46.08,0,0,1
18008,23.03,3.6,10.28,30.24,1.526056,23.27,18,22.62,20.52,44.64,0,0,1
18009,20.99,1,12.47,30.24,0.6931472,25.52,27.72,24.67,15.48,44.64,0,0,1
18010,22.47,2.5,12.87,36.36,1.252763,29.9,48.96,17.18,25.2,29.88,0,0,1
18011,22.62,0,11.69,26.28,0,22.87,38.16,15.09,21.96,26.64,0,0,0
18012,24.02,0,15.44,43.56,0,22.97,21.24,16.1,26.64,30.6,0,0,1
18013,26.1,0,16.12,41.4,0,25.7,39.6,15.73,24.12,26.64,0,0,1
18014,27.79,0.1,11.21,43.92,0.0953102,24.95,32.76,14.35,23.4,31.68,0,0,1
18015,28.74,1.2,20.19,55.44,0.7884574,27.73,14.04,16.16,26.28,39.96,0,0.9,1
18016,27.84,3.8,11.3,29.52,1.568616,27.31,24.12,19.47,27.72,32.04,0,2.4,1
18017,27.07,0.7,15.03,28.8,0.5306283,30,37.8,14.47,41.76,36,0,0.2,1
18018,29.46,0.1,14.24,18.72,0.0953102,27.18,34.92,14.49,24.12,37.08,0,0,0
18019,28.25,2.6,13.51,24.48,1.280934,24.33,32.4,18.54,12.6,48.6,0,0,0
18020,24.48,9.8,12.46,24.12,2.379546,28.86,20.88,23.96,38.16,45,0,0,0
18021,21.01,9.2,11.64,23.76,2.322388,27.87,27.72,20.74,63.36,43.2,0.5,0,0
18022,20.83,4.4,9.71,21.6,1.686399,31.44,60.48,15.92,42.48,29.88,0,2.5,0
18023,21.54,3,11.96,28.8,1.386294,26.61,30.6,14.18,32.4,30.96,0,0.9,1
18024,25.89,2.4,12.06,27.36,1.223776,28.05,32.76,14.46,24.12,29.88,0,0,0
18025,26.2,2.6,14.73,42.12,1.280934,28.57,28.8,15.4,22.68,34.92,0,0,1
18026,27.71,2.1,23.65,50.04,1.131402,23.85,32.04,14.02,30.24,41.04,0,0,1
18027,25.54,0,17.97,49.32,0,23.64,18,13.95,34.56,41.04,0,0,1
18028,26.93,0,8.87,48.6,0,27.08,24.12,15.61,25.2,41.76,0,0,1
18029,28.74,0,12.97,44.64,0,26.56,16.56,16.39,27.36,35.28,0,0,1
18030,29.53,0.9,13.21,39.24,0.6418539,30.9,23.4,19.05,25.2,30.96,0,0,1
18031,30.3,0.3,16.93,45.72,0.2623643,28.81,35.28,19,36,29.16,0,0,1
18032,29.66,0.2,15.92,42.84,0.1823216,29.9,36.36,21.85,18.72,23.4,0,0,1
18033,30.43,0,15.67,38.16,0,29.73,14.04,25.07,33.84,25.92,0,0,1
18034,30.32,0,15.82,29.52,0,30.38,20.88,26.42,26.28,29.16,0,0,1
18035,31.71,1.1,18.44,33.84,0.7419373,31.36,26.64,28.53,23.4,33.12,0,0,1
18036,32.22,1.7,13.48,29.88,0.9932518,32.9,18.72,22.71,39.96,37.08,0,0,1
18037,31.56,1.2,17.51,33.48,0.7884574,34.1,10.8,19.58,34.2,41.4,0,0,1
18038,30.51,1.5,18.98,27.72,0.9162908,34.22,41.76,20.26,33.48,28.44,0,0,0
18039,30.22,1.6,12.82,20.16,0.9555115,34.38,32.4,21.6,28.08,32.4,0,0,0
18040,29.79,0,17.31,32.4,0,33.73,34.2,20.09,30.6,33.84,0,0,1
18041,29.82,1.3,12.4,40.68,0.8329091,31.62,45,16.57,36.72,30.96,0,0,1
18042,29.1,0,13.69,46.44,0,32.21,34.92,18.07,29.52,24.84,0,0,1
18043,29.92,0,14.64,56.16,0,31.02,24.48,19.14,33.48,28.08,0,0,1
18044,30.49,0,17.16,43.2,0,31.95,12.96,18.53,29.52,27.36,0,0,1
18045,29.17,0,17.74,35.64,0,33.18,35.28,18.92,42.12,30.24,0,0,1
18046,28.5,0,16.79,29.16,0,31.79,49.32,18.06,29.16,36.72,0,0,1
18047,29.63,0,15.81,32.4,0,30.7,50.4,20.04,27.72,33.48,0,0,1
18048,31.64,0,15.26,38.88,0,30.29,31.32,19.87,41.04,32.04,0,0,1
18049,31.19,1.2,14.7,55.44,0.7884574,30.62,29.88,21.34,26.28,39.24,0,0,1
18050,30.02,5.7,14.54,42.84,1.902107,32.78,33.12,22.6,27.72,36.36,0,0,1
18051,30.86,2.6,12.64,49.68,1.280934,31.87,23.04,23.88,30.96,37.8,0,0,1
18052,30.92,0,17.92,42.48,0,34.71,11.52,24.06,42.48,35.64,0,0,1
18053,28.08,0,22.94,43.2,0,34.68,50.04,22.95,30.96,34.92,0,0,1
18054,27.21,2.1,15.19,38.16,1.131402,31.62,47.88,23.05,26.64,34.2,0,0,1
18055,28.42,0.3,13.84,42.84,0.2623643,30.97,24.48,20.28,35.28,38.52,0,0,1
18056,28.68,0,15.69,34.92,0,32.27,27.72,22.88,28.08,37.08,0,0,1
18057,29.42,0.1,12.09,25.56,0.0953102,33.74,48.6,24.91,29.52,31.32,0,0,0
18058,30.91,0,7.47,15.48,0,34.46,29.88,24.48,36,29.16,0,0,0
18059,31.26,1.7,9.68,17.28,0.9932518,35.33,15.12,22.83,29.88,37.44,0,0,0
18060,30.49,0.5,10.11,16.92,0.4054651,36.23,19.8,22.52,31.32,42.48,0,0.7,0
18061,31.48,0.7,16.28,29.88,0.5306283,35.74,45.36,23.31,26.28,38.88,0,0,1
18062,29.65,1,11.48,21.96,0.6931472,33.75,49.68,24.45,30.6,34.2,0,0,0
18063,27.61,0.8,7.99,23.4,0.5877867,34.43,12.96,22.24,32.04,34.56,0,0,0
18064,27,0,9.3,20.52,0,35.45,12.96,20.35,39.96,27.36,0,0,0
18065,27.74,0.7,9.78,27,0.5306283,34.98,40.32,20.16,33.84,27.36,0,0,0
18066,28.55,4.5,7.67,19.44,1.704748,33.11,27.72,22.4,34.2,29.88,0,0,0
18067,29.39,3.5,8.99,13.68,1.504077,33.72,19.8,24.2,33.12,33.48,0,0,0
18068,30.03,2.3,12.19,32.4,1.193922,35.99,26.28,24.12,24.84,34.2,0,0,1
18069,30.52,0.1,8.87,19.44,0.0953102,34.2,30.96,22.75,33.12,34.2,0,0,0
18070,30.87,0.8,10.41,22.68,0.5877867,35.69,26.28,24.7,30.6,32.76,0,0,0
18071,32.45,0.6,9.95,12.96,0.4700036,36.6,31.68,23.37,30.24,29.88,0,0,0
18072,33.35,0,9.65,15.48,0,33.94,36.36,24.84,30.24,26.64,0,0,0
18073,33.48,0,11.23,12.96,0,35.69,30.6,26.81,39.6,27.72,0,0,0
18074,34.52,0,10.45,14.04,0,37.38,18.36,23.99,40.68,27,0,0,0
18075,35.07,0,11.71,24.12,0,37.68,13.32,19.71,37.8,25.56,0,0,0
18076,35.14,0,13.34,26.28,0,35.44,57.24,20.24,33.84,25.92,0,0,0
18077,36.41,0,10.49,35.28,0,34.23,34.56,22.29,38.16,27.36,0,0,1
18078,34.47,0,14.43,37.8,0,35.05,40.68,28.15,40.68,29.16,0,0,1
18079,33.19,0,15.16,46.44,0,36.32,58.32,26.24,35.28,29.88,0,0,1
18080,30.27,1,15.29,44.28,0.6931472,35.94,53.28,23.42,33.12,29.88,0,0,1
18081,29.08,3.1,13.45,28.08,1.410987,33.82,49.32,21.43,38.16,24.12,0.1,0,1
18082,28.53,3.9,7.54,36,1.589235,34.59,53.64,20.84,36,26.64,0,0,1
18083,29.83,1.8,9.11,37.44,1.029619,34.56,45.36,20.68,36.36,26.64,0,0,1
18084,32.94,1.1,11.61,37.08,0.7419373,34.84,39.24,22.1,27,37.08,0,0,1
18085,35.09,1.5,9.27,33.48,0.9162908,33.85,30.24,21.99,37.8,41.76,0,0,1
18086,35.46,0.5,13.77,37.44,0.4054651,35.05,33.48,22.23,32.4,43.2,0,0,1
18087,35,0.6,17.19,34.2,0.4700036,37.14,40.32,23.08,25.2,33.48,0,0,1
18088,33.61,6.7,9.26,20.52,2.04122,35.6,31.32,24.48,35.28,27,0,0,0
18089,34.54,0.5,9.43,26.64,0.4054651,37.08,27.36,25.46,34.2,29.88,0,0,0
18090,34.36,4.1,8.68,27,1.629241,36.75,34.2,26.49,31.32,38.16,0,0,0
18091,32.95,2.8,13.01,26.28,1.335001,37.39,54.72,26.51,28.8,39.6,0,0,0
18092,31.78,0.5,13.26,27,0.4054651,33.2,46.08,21.12,38.88,23.76,0,0,0
18093,33.27,0,14.7,28.44,0,34.92,33.12,21.66,27,29.52,0,0,1
18094,34.1,0,16.34,19.08,0,32.03,39.24,21.45,32.4,37.08,0,0,0
18095,34.15,0,10.96,24.84,0,34.14,34.92,23.31,33.48,41.04,0,0,0
18096,32.46,1.3,17.05,25.92,0.8329091,35.99,36.36,24.24,24.12,36.72,0,0,0
18097,32.93,1.4,13.64,26.64,0.8754687,34.56,41.4,23.77,29.52,32.4,0,0,0
18098,34.56,0.1,11.28,23.4,0.0953102,35.12,36.72,24.97,32.4,37.44,0,0,0
18099,33.51,6.4,14.62,23.4,2.00148,36.01,43.56,24.62,32.04,31.32,0,0,0
18100,32.39,2,14.28,24.12,1.098612,36.22,50.04,25.79,32.76,28.8,0,0,0
18101,32.79,0.6,13.21,21.24,0.4700036,37.62,30.6,25.42,28.44,34.56,0,0,0
18102,32.49,0.1,10.75,24.84,0.0953102,35.51,40.68,24.07,33.12,36.72,0,0,0
18103,33.2,0,11.4,23.76,0,36,30.96,23.73,32.04,34.56,0,0,0
18104,34.88,0,11.92,24.84,0,35.45,27.72,24.8,32.04,38.16,0,0,0
18105,35.28,0,15.17,23.76,0,36.49,29.88,26.15,32.76,39.6,0,0,0
18106,34.76,0.4,15.21,26.28,0.3364722,36,36.36,26.5,36,38.52,0,0,0
18107,33.25,0.7,14.93,34.92,0.5306283,33.59,53.64,25.14,35.28,34.92,0,0,1
18108,32.94,6.2,9.32,21.24,1.974081,32.71,37.44,23.01,32.4,34.56,0,0,0
18109,33.28,0.9,10.59,24.12,0.6418539,33.95,37.44,22.67,32.04,37.8,0,0,0
18110,34.24,0,13.72,23.76,0,34.23,36,23.4,31.32,33.84,0,0,0
18111,34.49,0,12.68,25.92,0,34.59,38.52,23.8,26.64,33.48,0,0,0
18112,35.04,0,10.68,27.36,0,34.82,41.76,23.74,29.16,36.72,0,0,0
18113,33.25,0,18.43,26.64,0,35.5,34.92,24.53,28.08,31.32,0,0,0
18114,34.21,0,14.79,32.76,0,35.4,29.52,24.45,32.04,27,0,0,1
18115,34.57,0.2,16.84,27,0.1823216,35.73,33.12,23.97,34.92,28.08,0,0,0
18116,32.94,2,10.33,17.64,1.098612,36.27,16.92,23.04,32.4,28.8,0,0,0
18117,33.19,0.2,11.95,15.12,0.1823216,36.8,18.72,22.81,33.12,23.04,0,0,0
18118,33.51,0,12.44,26.64,0,36.27,10.08,21.29,28.44,27.36,0,0,0
18119,33.97,0,13.34,20.52,0,35.89,33.48,22.31,27,23.04,0,0,0
18120,34.49,0,11.51,20.16,0,34.21,35.28,23.54,30.6,27.72,0,0,0
18121,34.92,0,13.13,23.4,0,32.39,35.28,23.63,32.76,29.16,0,0,0
18122,34.79,0,13.24,21.96,0,33.06,32.04,23.04,38.16,28.8,0,0,0
18123,34.57,0,13.84,26.28,0,34.74,33.12,22.52,33.84,33.48,0,0,0
18124,33.9,0,14.08,24.48,0,34.17,34.2,23.41,34.56,34.2,0,0,0
18125,31.95,2.6,13.39,30.24,1.280934,33.4,30.6,23.59,37.44,31.32,0,0,1
18126,30.26,4.1,14.44,19.8,1.629241,34.58,34.92,22.76,41.04,30.24,0,0,0
18127,30.4,2,10.67,30.6,1.098612,37.67,23.76,22.08,20.16,31.68,0,0,1
18128,30.39,3.9,9.76,33.12,1.589235,37.13,21.96,23.63,21.24,32.4,0,0,1
18129,29.62,0,12.78,36.36,0,38.08,26.28,24.58,31.68,37.8,0,0,1
18130,28.69,0.7,14.98,37.08,0.5306283,37.27,34.56,25.59,34.56,38.16,0,0,1
18131,30.29,0.5,12.3,32.76,0.4054651,37.41,9,24.34,33.48,32.04,0,0,1
18132,30.67,1.2,14.56,22.32,0.7884574,37.6,34.2,22.62,29.52,31.68,0,0,0
18133,31.39,0,11.04,27,0,34.83,34.56,23.07,33.12,28.08,0,0,0
18134,31.42,0.4,13.19,31.32,0.3364722,35.38,15.48,22.31,34.2,27.72,0,0,1
18135,30.46,2.4,13.06,21.24,1.223776,36.09,30.6,20.8,30.6,27.36,0,0,0
18136,31.55,0,10.99,25.92,0,34.52,33.84,21.33,30.6,30.6,0,0,0
18137,30.98,0,10.97,24.12,0,34.77,12.24,21.46,24.84,29.16,0,0,0
